Sentence,Text,Section,Book,Cluster
”1,"O ye loved ones of God, ye helpers of this evanescent Servant! When the Sun of Reality shed its endless bounties from the Dawning-Point of all desires, and this world of being was lit with that sacred light from pole to pole, with such intensity did it cast down its rays that it blotted out the Stygian dark forever, whereupon this earth of dust became the envy of the spheres of heaven, and this lowly place took on the state and panoply of the supernal realm. The gentle breeze of holiness blew over it, scattering abroad sweet savors; the spring winds of heaven passed by it, and over it, from the Source of all bestowals, were wafted fruitful airs that carried boundless grace. Then the bright dawn rose, and there came tidings of great joy. The divine springtime was here, pitching its tents in this contingent world, so that all creation leapt and danced. The withered earth brought forth immortal blooms, the dead dust woke to everlasting life. Then came forth flowers of mystic learning, and, bespeaking the knowledge of God, fresh greenery from the ground. The contingent world displayed God’s bounteous gifts, the visible world reflecting the glories of realms that were hidden from sight. God’s summons was proclaimed, the table of the Eternal Covenant was readied, the cup of the Testament was passed from hand to hand, the universal invitation was sent forth. Then some among the people were set afire with the wine of heaven, and some were left without a share of this greatest of bestowals. The sight and insight of some were illumined by the light of grace, and there were some who, hearing the anthems of unity, leapt for joy. There were birds that began to carol in the gardens of holiness, there were nightingales in the branches of the rose tree of heaven that raised their plaintive cries. Then were decked and adorned both the Kingdom on high and the earth below, and this world became the envy of high heaven. Yet alas, alas, the neglectful have stayed fast in their heedless sleep, and the foolish have spurned this most sacred of bestowals. The blind remain shrouded in their veils, the deaf have no share in what hath come to pass, the dead have no hopes of attaining thereto, for even as He saith: “They despair of the life to come, as the infidels despair that the dwellers in the tombs will rise again.”1",T2P12,Selections from the Writings of ‘Abdu’l‑Bahá,34
”3,"As to you, O ye loved ones of God! Loose your tongues and offer Him thanks; praise ye and glorify the Beauty of the Adored One, for ye have drunk from this purest of chalices, and ye are cheered and set aglow with this wine. Ye have detected the sweet scents of holiness, ye have smelled the musk of faithfulness from Joseph’s raiment. Ye have fed on the honeydew of loyalty from the hands of Him Who is the one alone Beloved, ye have feasted on immortal dishes at the bounteous banquet table of the Lord. This plenty is a special favor bestowed by a loving God, these are blessings and rare gifts deriving from His grace. In the Gospel He saith: “For many are called, but few are chosen.”2 That is, to many is it offered, but rare is the soul who is singled out to receive the great bestowal of guidance. “Such is the bounty of God: to whom He will He giveth it, and of immense bounty is God.”3",T2P13,Selections from the Writings of ‘Abdu’l‑Bahá,34
”1,"Know thou that the Divine Essence, which is called the Invisible of the Invisibles, never to be described, beyond the reach of mind—is sanctified above any mention, any definition or hint or allusion, any acclamation or praise. In the sense that It is that It is, the intellect can never grasp It, and the soul seeking knowledge of It is but a wanderer in the desert, and far astray. “No vision taketh in Him, but He taketh in all vision: He is the Subtile, the All-Informed.”1",T19P7,Selections from the Writings of ‘Abdu’l‑Bahá,34
”2,"Shouldst thou, however, turn thy gaze unto a Mirror, brilliant, stainless, and pure, wherein the divine Beauty is reflected, therein wilt thou find the Sun shining with Its rays, Its heat, Its disc, Its fair form all entire. For each separate entity possesseth its allotted portion of the solar light and telleth of the Sun, but that Universal Reality in all Its splendor, that stainless Mirror Whose qualities are appropriate to the qualities of the Sun revealed within It—expresseth in their entirety the attributes of the Source of Glory. And that Universal Reality is Man, the divine Being, the Essence that abideth forever. “Say, Call upon God, or call upon the All-Merciful; whichsoever ye call upon, most beauteous are His Names.”2",T19P10,Selections from the Writings of ‘Abdu’l‑Bahá,34
”1,"Then strive thou with all thy might to guide the people, and eat thou of the bread that hath come down from heaven. For this is the meaning of Christ’s words: “I am the living bread which came down from heaven … he that eateth of this bread shall live forever.”1",T28P3,Selections from the Writings of ‘Abdu’l‑Bahá,34
”1,"The treatment ordered by wise physicians of the past, and by those that follow after, is not one and the same, rather doth it depend on what aileth the patient; and although the remedy may change, the aim is always to bring the patient back to health. In the dispensations gone before, the feeble body of the world could not withstand a rigorous or powerful cure. For this reason did Christ say: “I have yet many things to say unto you, matters needing to be told, but ye cannot bear to hear them now. Howbeit when that Comforting Spirit, Whom the Father will send, shall come, He will make plain unto you the truth.”1",T29P5,Selections from the Writings of ‘Abdu’l‑Bahá,34
’”,"Convey on behalf of ‘Abdu’l‑Bahá to thy respected wife my Abhá greetings, and say: “Kindness, training and education extended to prisoners is exceedingly important. Therefore as thou hast exerted an effort in this, hast awakened some of them, and hast been the cause of the turning of their faces to the divine Kingdom, this praiseworthy deed is highly acceptable. Assuredly persevere. Convey on my behalf to the two prisoners in San Quentin the utmost kindness, and tell them: ‘That prison in the sight of wise souls is a school of training and development. Ye must strive with heart and soul that ye may become renowned in character and knowledge.’”",T83P1,Selections from the Writings of ‘Abdu’l‑Bahá,34
”2,"Far from it! For even if the sweet musk-scent of faithfulness should pass, and leave no trace behind, who would be drawn by the stench of perfidy? And even if some gazelle of heaven were to be ripped apart by dogs and wolves, who would go running to seek out a ravening wolf? Even should the day of the Mystic Nightingale draw to its close, who would ever lend his ear to the raven’s croak, or the cawing of the crow? What an empty supposition is his! What a foolish presumption! “Their works are like the vapor in a desert which the thirsty dreameth to be water, until when he cometh unto it, he findeth nothing.”2",T188P9,Selections from the Writings of ‘Abdu’l‑Bahá,34
”2,"O God, my God! Praise be unto Thee for kindling the fire of divine love in the Holy Tree on the summit of the loftiest mount: that Tree which is “neither of the East nor of the West,”1 that fire which blazed out till the flame of it soared upward to the Concourse on high, and from it those realities caught the light of guidance, and cried out: “Verily have we perceived a fire on the slope of Mount Sinai.”2",T206P3,Selections from the Writings of ‘Abdu’l‑Bahá,34
”3,"O God, my God! Increase Thou this fire, as day followeth day, till the blast of it setteth in motion all the earth. O Thou, my Lord! Kindle the light of Thy love in every heart, breathe into men’s souls the spirit of Thy knowledge, gladden their breasts with the verses of Thy oneness. Call Thou to life those who dwell in their tombs, warn Thou the prideful, make happiness worldwide, send down Thy crystal waters, and in the assemblage of manifest splendors, pass round that cup which is “tempered at the camphor fountain.”3",T206P4,Selections from the Writings of ‘Abdu’l‑Bahá,34
