Sentence,Text,Section,Book,Cluster
"The Faith of the Blessed Beauty is summoning mankind to safety and love, to amity and peace; it hath raised up its tabernacle on the heights of the earth, and directeth its call to all nations","The Faith of the Blessed Beauty is summoning mankind to safety and love, to amity and peace; it hath raised up its tabernacle on the heights of the earth, and directeth its call to all nations. Wherefore, O ye who are God’s lovers, know ye the value of this precious Faith, obey its teachings, walk in this road that is drawn straight, and show ye this way to the people. Lift up your voices and sing out the song of the Kingdom. Spread far and wide the precepts and counsels of the loving Lord, so that this world will change into another world, and this darksome earth will be flooded with light, and the dead body of mankind will arise and live; so that every soul will ask for immortality, through the holy breaths of God.",T1P6,Selections from the Writings of ‘Abdu’l‑Bahá,47
" Lift Thou to these parched lips the bounteous and soft-flowing waters of heaven, raise up these dead to everlasting life","O holy Lord! O Lord of loving-kindness! We stray about Thy dwelling, longing to behold Thy beauty, and loving all Thy ways. We are hapless, lowly, and of small account. We are paupers: show us mercy, give us bounty; look not upon our failings, hide Thou our endless sins. Whatever we are, still are we Thine, and what we speak and hear is praise of Thee, and it is Thy face we seek, Thy path we follow. Thou art the Lord of loving-kindness, we are sinners and astray and far from home. Wherefore, O Cloud of Mercy, grant us some drops of rain. O Flowering Bed of grace, send forth a fragrant breeze. O Sea of all bestowals, roll towards us a great wave. O Sun of Bounty, send down a shaft of light. Grant us pity, grant us grace. By Thy beauty, we come with no provision but our sins, with no good deeds to tell of, only hopes. Unless Thy concealing veil doth cover us, and Thy protection shield and cradle us, what power have these helpless souls to rise and serve Thee, what substance have these wretched ones to make a brave display? Thou Who art the Mighty, the All-Powerful, help us, favor us; withered as we are, revive us with showers from Thy clouds of grace; lowly as we are, illumine us with bright rays from the Daystar of Thy oneness. Cast Thou these thirsty fish into the ocean of Thy mercy, guide Thou this lost caravan to the shelter of Thy singleness; to the wellspring of guidance lead Thou the ones who have wandered far astray, and grant to those who have missed the path a haven within the precincts of Thy might. Lift Thou to these parched lips the bounteous and soft-flowing waters of heaven, raise up these dead to everlasting life. Grant Thou to the blind eyes that will see. Make Thou the deaf to hear, the dumb to speak. Set Thou the dispirited ablaze, make Thou the heedless mindful, warn Thou the proud, awaken those who sleep.",T2P10,Selections from the Writings of ‘Abdu’l‑Bahá,47
" The gentle breeze of holiness blew over it, scattering abroad sweet savors; the spring winds of heaven passed by it, and over it, from the Source of all bestowals, were wafted fruitful airs that carried boundless grace","O ye loved ones of God, ye helpers of this evanescent Servant! When the Sun of Reality shed its endless bounties from the Dawning-Point of all desires, and this world of being was lit with that sacred light from pole to pole, with such intensity did it cast down its rays that it blotted out the Stygian dark forever, whereupon this earth of dust became the envy of the spheres of heaven, and this lowly place took on the state and panoply of the supernal realm. The gentle breeze of holiness blew over it, scattering abroad sweet savors; the spring winds of heaven passed by it, and over it, from the Source of all bestowals, were wafted fruitful airs that carried boundless grace. Then the bright dawn rose, and there came tidings of great joy. The divine springtime was here, pitching its tents in this contingent world, so that all creation leapt and danced. The withered earth brought forth immortal blooms, the dead dust woke to everlasting life. Then came forth flowers of mystic learning, and, bespeaking the knowledge of God, fresh greenery from the ground. The contingent world displayed God’s bounteous gifts, the visible world reflecting the glories of realms that were hidden from sight. God’s summons was proclaimed, the table of the Eternal Covenant was readied, the cup of the Testament was passed from hand to hand, the universal invitation was sent forth. Then some among the people were set afire with the wine of heaven, and some were left without a share of this greatest of bestowals. The sight and insight of some were illumined by the light of grace, and there were some who, hearing the anthems of unity, leapt for joy. There were birds that began to carol in the gardens of holiness, there were nightingales in the branches of the rose tree of heaven that raised their plaintive cries. Then were decked and adorned both the Kingdom on high and the earth below, and this world became the envy of high heaven. Yet alas, alas, the neglectful have stayed fast in their heedless sleep, and the foolish have spurned this most sacred of bestowals. The blind remain shrouded in their veils, the deaf have no share in what hath come to pass, the dead have no hopes of attaining thereto, for even as He saith: “They despair of the life to come, as the infidels despair that the dwellers in the tombs will rise again.”1",T2P12,Selections from the Writings of ‘Abdu’l‑Bahá,47
" Then the bright dawn rose, and there came tidings of great joy","O ye loved ones of God, ye helpers of this evanescent Servant! When the Sun of Reality shed its endless bounties from the Dawning-Point of all desires, and this world of being was lit with that sacred light from pole to pole, with such intensity did it cast down its rays that it blotted out the Stygian dark forever, whereupon this earth of dust became the envy of the spheres of heaven, and this lowly place took on the state and panoply of the supernal realm. The gentle breeze of holiness blew over it, scattering abroad sweet savors; the spring winds of heaven passed by it, and over it, from the Source of all bestowals, were wafted fruitful airs that carried boundless grace. Then the bright dawn rose, and there came tidings of great joy. The divine springtime was here, pitching its tents in this contingent world, so that all creation leapt and danced. The withered earth brought forth immortal blooms, the dead dust woke to everlasting life. Then came forth flowers of mystic learning, and, bespeaking the knowledge of God, fresh greenery from the ground. The contingent world displayed God’s bounteous gifts, the visible world reflecting the glories of realms that were hidden from sight. God’s summons was proclaimed, the table of the Eternal Covenant was readied, the cup of the Testament was passed from hand to hand, the universal invitation was sent forth. Then some among the people were set afire with the wine of heaven, and some were left without a share of this greatest of bestowals. The sight and insight of some were illumined by the light of grace, and there were some who, hearing the anthems of unity, leapt for joy. There were birds that began to carol in the gardens of holiness, there were nightingales in the branches of the rose tree of heaven that raised their plaintive cries. Then were decked and adorned both the Kingdom on high and the earth below, and this world became the envy of high heaven. Yet alas, alas, the neglectful have stayed fast in their heedless sleep, and the foolish have spurned this most sacred of bestowals. The blind remain shrouded in their veils, the deaf have no share in what hath come to pass, the dead have no hopes of attaining thereto, for even as He saith: “They despair of the life to come, as the infidels despair that the dwellers in the tombs will rise again.”1",T2P12,Selections from the Writings of ‘Abdu’l‑Bahá,47
" There were birds that began to carol in the gardens of holiness, there were nightingales in the branches of the rose tree of heaven that raised their plaintive cries","O ye loved ones of God, ye helpers of this evanescent Servant! When the Sun of Reality shed its endless bounties from the Dawning-Point of all desires, and this world of being was lit with that sacred light from pole to pole, with such intensity did it cast down its rays that it blotted out the Stygian dark forever, whereupon this earth of dust became the envy of the spheres of heaven, and this lowly place took on the state and panoply of the supernal realm. The gentle breeze of holiness blew over it, scattering abroad sweet savors; the spring winds of heaven passed by it, and over it, from the Source of all bestowals, were wafted fruitful airs that carried boundless grace. Then the bright dawn rose, and there came tidings of great joy. The divine springtime was here, pitching its tents in this contingent world, so that all creation leapt and danced. The withered earth brought forth immortal blooms, the dead dust woke to everlasting life. Then came forth flowers of mystic learning, and, bespeaking the knowledge of God, fresh greenery from the ground. The contingent world displayed God’s bounteous gifts, the visible world reflecting the glories of realms that were hidden from sight. God’s summons was proclaimed, the table of the Eternal Covenant was readied, the cup of the Testament was passed from hand to hand, the universal invitation was sent forth. Then some among the people were set afire with the wine of heaven, and some were left without a share of this greatest of bestowals. The sight and insight of some were illumined by the light of grace, and there were some who, hearing the anthems of unity, leapt for joy. There were birds that began to carol in the gardens of holiness, there were nightingales in the branches of the rose tree of heaven that raised their plaintive cries. Then were decked and adorned both the Kingdom on high and the earth below, and this world became the envy of high heaven. Yet alas, alas, the neglectful have stayed fast in their heedless sleep, and the foolish have spurned this most sacred of bestowals. The blind remain shrouded in their veils, the deaf have no share in what hath come to pass, the dead have no hopes of attaining thereto, for even as He saith: “They despair of the life to come, as the infidels despair that the dwellers in the tombs will rise again.”1",T2P12,Selections from the Writings of ‘Abdu’l‑Bahá,47
" Ye have detected the sweet scents of holiness, ye have smelled the musk of faithfulness from Joseph’s raiment","As to you, O ye loved ones of God! Loose your tongues and offer Him thanks; praise ye and glorify the Beauty of the Adored One, for ye have drunk from this purest of chalices, and ye are cheered and set aglow with this wine. Ye have detected the sweet scents of holiness, ye have smelled the musk of faithfulness from Joseph’s raiment. Ye have fed on the honeydew of loyalty from the hands of Him Who is the one alone Beloved, ye have feasted on immortal dishes at the bounteous banquet table of the Lord. This plenty is a special favor bestowed by a loving God, these are blessings and rare gifts deriving from His grace. In the Gospel He saith: “For many are called, but few are chosen.”2 That is, to many is it offered, but rare is the soul who is singled out to receive the great bestowal of guidance. “Such is the bounty of God: to whom He will He giveth it, and of immense bounty is God.”3",T2P13,Selections from the Writings of ‘Abdu’l‑Bahá,47
"O ye loved ones of God! From the peoples of the world, against the Candle of the Covenant discordant winds do beat and blow","O ye loved ones of God! From the peoples of the world, against the Candle of the Covenant discordant winds do beat and blow. The Nightingale of faithfulness is beset by renegades who are even as ravens of hate. The Dove of God’s remembrance is hard pressed by mindless birds of night, and the Gazelle that dwelleth in the meadows of God’s love is being hunted down by ravening beasts. Deadly is the peril, tormenting the pain.",T2P14,Selections from the Writings of ‘Abdu’l‑Bahá,47
" The Dove of God’s remembrance is hard pressed by mindless birds of night, and the Gazelle that dwelleth in the meadows of God’s love is being hunted down by ravening beasts","O ye loved ones of God! From the peoples of the world, against the Candle of the Covenant discordant winds do beat and blow. The Nightingale of faithfulness is beset by renegades who are even as ravens of hate. The Dove of God’s remembrance is hard pressed by mindless birds of night, and the Gazelle that dwelleth in the meadows of God’s love is being hunted down by ravening beasts. Deadly is the peril, tormenting the pain.",T2P14,Selections from the Writings of ‘Abdu’l‑Bahá,47
"Wherefore, O beloved of the Lord, strive ye with heart and soul to receive a share of His holy attributes and take your portion of the bounties of His sanctity—that ye may become the tokens of unity, the standards of singleness, and seek out the meaning of oneness; that ye may, in this garden of God, lift up your voices and sing the blissful anthems of the spirit","Wherefore, O beloved of the Lord, strive ye with heart and soul to receive a share of His holy attributes and take your portion of the bounties of His sanctity—that ye may become the tokens of unity, the standards of singleness, and seek out the meaning of oneness; that ye may, in this garden of God, lift up your voices and sing the blissful anthems of the spirit. Become ye as the birds who offer Him their thanks, and in the blossoming bowers of life chant ye such melodies as will dazzle the minds of those who know. Raise ye a banner on the highest peaks of the world, a flag of God’s favor to ripple and wave in the winds of His grace; plant ye a tree in the field of life, amid the roses of this visible world, that will yield a fruitage fresh and sweet.",T2P18,Selections from the Writings of ‘Abdu’l‑Bahá,47
" Become ye as the birds who offer Him their thanks, and in the blossoming bowers of life chant ye such melodies as will dazzle the minds of those who know","Wherefore, O beloved of the Lord, strive ye with heart and soul to receive a share of His holy attributes and take your portion of the bounties of His sanctity—that ye may become the tokens of unity, the standards of singleness, and seek out the meaning of oneness; that ye may, in this garden of God, lift up your voices and sing the blissful anthems of the spirit. Become ye as the birds who offer Him their thanks, and in the blossoming bowers of life chant ye such melodies as will dazzle the minds of those who know. Raise ye a banner on the highest peaks of the world, a flag of God’s favor to ripple and wave in the winds of His grace; plant ye a tree in the field of life, amid the roses of this visible world, that will yield a fruitage fresh and sweet.",T2P18,Selections from the Writings of ‘Abdu’l‑Bahá,47
