Sentence,Text,Section,Book,Cluster
’ We smiled and spake not,"Ponder in your hearts that which He hath foretold in His Tablet of the Divine Vision that hath been spread throughout the world. Therein He saith: “Thereupon she wailed and exclaimed: ‘May the world and all that is therein be a ransom for Thy woes. O Sovereign of heaven and earth! Wherefore hast Thou left Thyself in the hands of the dwellers of this prison-city of ‘Akká? Hasten Thou to other dominions, to Thy retreats above, whereon the eyes of the people of names have never fallen.’ We smiled and spake not. Reflect upon these most exalted words, and comprehend the purpose of this hidden and sacred mystery.”",T5P2,Selections from the Writings of ‘Abdu’l‑Bahá,71
" Should any come to blows with you, seek to be friends with him; should any stab you to the heart, be ye a healing salve unto his sores; should any taunt and mock at you, meet him with love","Act in accordance with the counsels of the Lord: that is, rise up in such wise, and with such qualities, as to endow the body of this world with a living soul, and to bring this young child, humanity, to the stage of adulthood. So far as ye are able, ignite a candle of love in every meeting, and with tenderness rejoice and cheer ye every heart. Care for the stranger as for one of your own; show to alien souls the same loving kindness ye bestow upon your faithful friends. Should any come to blows with you, seek to be friends with him; should any stab you to the heart, be ye a healing salve unto his sores; should any taunt and mock at you, meet him with love. Should any heap his blame upon you, praise ye him; should he offer you a deadly poison, give him the choicest honey in exchange; and should he threaten your life, grant him a remedy that will heal him evermore. Should he be pain itself, be ye his medicine; should he be thorns, be ye his roses and sweet herbs. Perchance such ways and words from you will make this darksome world turn bright at last; will make this dusty earth turn heavenly, this devilish prison place become a royal palace of the Lord—so that war and strife will pass and be no more, and love and trust will pitch their tents on the summits of the world. Such is the essence of God’s admonitions; such in sum are the teachings for the Dispensation of Bahá.",T16P5,Selections from the Writings of ‘Abdu’l‑Bahá,71
" Beware, beware, lest ye offend the feelings of another, even though he be an evildoer, and he wish you ill","O army of God! Beware lest ye harm any soul, or make any heart to sorrow; lest ye wound any man with your words, be he known to you or a stranger, be he friend or foe. Pray ye for all; ask ye that all be blessed, all be forgiven. Beware, beware, lest any of you seek vengeance, even against one who is thirsting for your blood. Beware, beware, lest ye offend the feelings of another, even though he be an evildoer, and he wish you ill. Look ye not upon the creatures, turn ye to their Creator. See ye not the never-yielding people, see but the Lord of Hosts. Gaze ye not down upon the dust, gaze upward at the shining sun, which hath caused every patch of darksome earth to glow with light.",T35P11,Selections from the Writings of ‘Abdu’l‑Bahá,71
" One of those present said: “How foul its stench!” And another said: “How sickening! How loathsome!” To be brief, each one of them had something to add to the list","It happened one day in the time of Christ—may the life of the world be a sacrifice unto Him—that He passed by the dead body of a dog, a carcass reeking, hideous, the limbs rotting away. One of those present said: “How foul its stench!” And another said: “How sickening! How loathsome!” To be brief, each one of them had something to add to the list.",T144P3,Selections from the Writings of ‘Abdu’l‑Bahá,71
 Trust in Him,"Rely upon God. Trust in Him. Praise Him, and call Him continually to mind. He verily turneth trouble into ease, and sorrow into solace, and toil into utter peace. He verily hath dominion over all things.",T150P3,Selections from the Writings of ‘Abdu’l‑Bahá,71
" Praise Him, and call Him continually to mind","Rely upon God. Trust in Him. Praise Him, and call Him continually to mind. He verily turneth trouble into ease, and sorrow into solace, and toil into utter peace. He verily hath dominion over all things.",T150P3,Selections from the Writings of ‘Abdu’l‑Bahá,71
 Erelong will He open before you the gates of His knowledge and fill up your hearts with His love,"O ye loved ones of God! Is there any giver save God? He singleth out for His mercy whomsoever He willeth. Erelong will He open before you the gates of His knowledge and fill up your hearts with His love. He will cheer your souls with the gentle winds of His holiness and make bright your faces with the splendors of His lights, and exalt the memory of you amongst all peoples. Your Lord is verily the Compassionate, the Merciful.",T157P3,Selections from the Writings of ‘Abdu’l‑Bahá,71
 Chase respectful greetings and say: “Mr,"Convey on my behalf to Mrs. Chase respectful greetings and say: “Mr. Chase is a twinkling star above the horizon of Truth, but at present it is still behind the clouds; soon these shall be dispersed and the radiance of that star shall illumine the state of California. Appreciate thou this bounty that thou hast been his wife and companion in life.”",T164P2,Selections from the Writings of ‘Abdu’l‑Bahá,71
 This is the way to His Realm of Might,"Otherwise, woe and misery to the soul that seeketh after comforts, riches, and earthly delights while neglecting to call God to mind! Because calamities encountered in God’s pathway are, to ‘Abdu’l‑Bahá, but favor and grace, and in one of His Tablets the all-glorious Beauty hath declared: “I never passed a tree but Mine heart addressed it saying: ‘O would that thou wert cut down in My name, and My body crucified upon thee!’” These were the words of the Most Great Name. This is His path. This is the way to His Realm of Might.",T198P5,Selections from the Writings of ‘Abdu’l‑Bahá,71
 Stranger and friend alike are seated at the table of His favor,"Let all your striving be for this, to become the source of life and immortality, and peace and comfort and joy, to every human soul, whether one known to you or a stranger, one opposed to you or on your side. Look ye not upon the purity or impurity of his nature: look ye upon the all-embracing mercy of the Lord, the light of Whose grace hath embosomed the whole earth and all who dwell thereon, and in the plenitude of Whose bounty are immersed both the wise and the ignorant. Stranger and friend alike are seated at the table of His favor. Even as the believer, the denier who turneth away from God doth at the same time cup his hands and drink from the sea of His bestowals.",T206P10,Selections from the Writings of ‘Abdu’l‑Bahá,71
