Sentence,Text,Section,Book,Cluster
" When thou dost consider all phenomena, thou wilt see that every created thing hath come into being through the mingling of many elements, and once this collectivity of elements is dissolved, and this harmony of components is dissevered, the life form is wiped out","O honored lady! Look about thee at the world: here unity, mutual attraction, gathering together, engender life, but disunity and inharmony spell death. When thou dost consider all phenomena, thou wilt see that every created thing hath come into being through the mingling of many elements, and once this collectivity of elements is dissolved, and this harmony of components is dissevered, the life form is wiped out.",T15P5,Selections from the Writings of ‘Abdu’l‑Bahá,92
 Note how all the members and component parts of the human body are connected one to another,"It is obvious that all created things are connected one to another by a linkage complete and perfect, even, for example, as are the members of the human body. Note how all the members and component parts of the human body are connected one to another. In the same way, all the members of this endless universe are linked one to another. The foot and the step, for example, are connected to the ear and the eye; the eye must look ahead before the step is taken. The ear must hear before the eye will carefully observe. And whatever member of the human body is deficient, produceth a deficiency in the other members. The brain is connected with the heart and stomach, the lungs are connected with all the members. So is it with the other members of the body.",T21P6,Selections from the Writings of ‘Abdu’l‑Bahá,92
" For example, the growth and development of a human being is dependent upon the existence of water, and water is dependent upon the existence of rain, and rain is dependent upon the existence of clouds, and clouds are dependent upon the existence of the sun, which causeth land and sea to produce vapor, the condensation of vapor forming the clouds","Furthermore, although all created things grow and develop, yet are they subjected to influences from without. For instance, the sun giveth heat, the rain nourisheth, the wind bringeth life, so that man can develop and grow. Thus it is clear that the human body is under influences from the outside, and that without those influences man could not grow. And likewise, those outside influences are subjected to other influences in their turn. For example, the growth and development of a human being is dependent upon the existence of water, and water is dependent upon the existence of rain, and rain is dependent upon the existence of clouds, and clouds are dependent upon the existence of the sun, which causeth land and sea to produce vapor, the condensation of vapor forming the clouds. Thus each one of these entities exerteth its influence and is likewise influenced in its turn. Inescapably then, the process leadeth to One Who influenceth all, and yet is influenced by none, thus severing the chain. The inner reality of that Being, however, is not known, although His effects are clear and evident.",T21P9,Selections from the Writings of ‘Abdu’l‑Bahá,92
 The transformation of the innate substance is impossible,"Existence is of two kinds: one is the existence of God which is beyond the comprehension of man. He, the invisible, the lofty and the incomprehensible, is preceded by no cause but rather is the Originator of the cause of causes. He, the Ancient, hath had no beginning and is the all-independent. The second kind of existence is the human existence. It is a common existence, comprehensible to the human mind, is not ancient, is dependent and hath a cause to it. The mortal substance does not become eternal and vice versa; the human kind does not become a Creator and vice versa. The transformation of the innate substance is impossible.",T30P1,Selections from the Writings of ‘Abdu’l‑Bahá,92
"Marriage, among the mass of the people, is a physical bond, and this union can only be temporary, since it is foredoomed to a physical separation at the close","Marriage, among the mass of the people, is a physical bond, and this union can only be temporary, since it is foredoomed to a physical separation at the close.",T84P2,Selections from the Writings of ‘Abdu’l‑Bahá,92
" If, however, the bond is physical and nothing more, it is sure to be only temporary, and must inexorably end in separation","Among the people of Bahá, however, marriage must be a union of the body and of the spirit as well, for here both husband and wife are aglow with the same wine, both are enamored of the same matchless Face, both live and move through the same spirit, both are illumined by the same glory. This connection between them is a spiritual one, hence it is a bond that will abide forever. Likewise do they enjoy strong and lasting ties in the physical world as well, for if the marriage is based both on the spirit and the body, that union is a true one, hence it will endure. If, however, the bond is physical and nothing more, it is sure to be only temporary, and must inexorably end in separation.",T84P3,Selections from the Writings of ‘Abdu’l‑Bahá,92
" Rather, he prepared for himself food that was compounded of many ingredients, of substances differing one from the other","But man hath perversely continued to serve his lustful appetites, and he would not content himself with simple foods. Rather, he prepared for himself food that was compounded of many ingredients, of substances differing one from the other. With this, and with the perpetrating of vile and ignoble acts, his attention was engrossed, and he abandoned the temperance and moderation of a natural way of life. The result was the engendering of diseases both violent and diverse.",T134P2,Selections from the Writings of ‘Abdu’l‑Bahá,92
"For the animal, as to its body, is made up of the same constituent elements as man","For the animal, as to its body, is made up of the same constituent elements as man. Since, however, the animal contenteth itself with simple foods and striveth not to indulge its importunate urges to any great degree, and committeth no sins, its ailments relative to man’s are few. We see clearly, therefore, how powerful are sin and contumacy as pathogenic factors. And once engendered these diseases become compounded, multiply, and are transmitted to others. Such are the spiritual, inner causes of sickness.",T134P3,Selections from the Writings of ‘Abdu’l‑Bahá,92
" To illustrate: the body of man is a compound of many constituent substances, each component being present in a prescribed amount, contributing to the essential equilibrium of the whole","The outer, physical causal factor in disease, however, is a disturbance in the balance, the proportionate equilibrium of all those elements of which the human body is composed. To illustrate: the body of man is a compound of many constituent substances, each component being present in a prescribed amount, contributing to the essential equilibrium of the whole. So long as these constituents remain in their due proportion, according to the natural balance of the whole—that is, no component suffereth a change in its natural proportionate degree and balance, no component being either augmented or decreased—there will be no physical cause for the incursion of disease.",T134P4,Selections from the Writings of ‘Abdu’l‑Bahá,92
"For example, the starch component must be present to a given amount, and the sugar to a given amount","For example, the starch component must be present to a given amount, and the sugar to a given amount. So long as each remaineth in its natural proportion to the whole, there will be no cause for the onset of disease. When, however, these constituents vary as to their natural and due amounts—that is, when they are augmented or diminished—it is certain that this will provide for the inroads of disease.",T134P5,Selections from the Writings of ‘Abdu’l‑Bahá,92
" Once he hath discovered this, he must prescribe a food containing the diminished element in considerable amounts, to reestablish the body’s essential equilibrium","This question requireth the most careful investigation. The Báb hath said that the people of Bahá must develop the science of medicine to such a high degree that they will heal illnesses by means of foods. The basic reason for this is that if, in some component substance of the human body, an imbalance should occur, altering its correct, relative proportion to the whole, this fact will inevitably result in the onset of disease. If, for example, the starch component should be unduly augmented, or the sugar component decreased, an illness will take control. It is the function of a skilled physician to determine which constituent of his patient’s body hath suffered diminution, which hath been augmented. Once he hath discovered this, he must prescribe a food containing the diminished element in considerable amounts, to reestablish the body’s essential equilibrium. The patient, once his constitution is again in balance, will be rid of his disease.",T134P6,Selections from the Writings of ‘Abdu’l‑Bahá,92
