Sentence,Text,Section,Book,Cluster
 Lift up your voices and sing out the songs of the Abhá Realm,"Raise ye a clamor like unto a roaring sea; like a prodigal cloud, rain down the grace of heaven. Lift up your voices and sing out the songs of the Abhá Realm. Quench ye the fires of war, lift high the banners of peace, work for the oneness of humankind and remember that religion is the channel of love unto all peoples. Be ye aware that the children of men are sheep of God and He their loving Shepherd, that He careth tenderly for all His sheep and maketh them to feed in His own green pastures of grace and giveth them to drink from the wellspring of life. Such is the way of the Lord. Such are His bestowals. Such, from among His teachings, is His precept of the oneness of mankind.",T17P4,Selections from the Writings of ‘Abdu’l‑Bahá,8
" For those assemblages that wielded power were based on the support of mighty leaders of men, while these Assemblies are based on the support of the Beauty of Abhá","The Spiritual Assemblies to be established in this Age of God, this holy century, have, it is indisputable, had neither peer nor likeness in the cycles gone before. For those assemblages that wielded power were based on the support of mighty leaders of men, while these Assemblies are based on the support of the Beauty of Abhá. The defenders and patrons of those other assemblages were either a prince, or a king, or a chief priest, or the mass of the people. But these Spiritual Assemblies have for their defender, their supporter, their helper, their inspirer, the omnipotent Lord.",T40P2,Selections from the Writings of ‘Abdu’l‑Bahá,8
" Even in every hamlet, a place must be set aside as the Mashriqu’l-Adhkár, and even though it be underground","This is a matter of the utmost significance. If the erection of the House of Worship in a public place would arouse the hostility of evildoers, then the meeting must, in every locality, be held in some hidden place. Even in every hamlet, a place must be set aside as the Mashriqu’l-Adhkár, and even though it be underground.",T59P2,Selections from the Writings of ‘Abdu’l‑Bahá,8
"Although to outward seeming the Mashriqu’l-Adhkár is a material structure, yet it hath a spiritual effect","Although to outward seeming the Mashriqu’l-Adhkár is a material structure, yet it hath a spiritual effect. It forgeth bonds of unity from heart to heart; it is a collective center for men’s souls. Every city in which, during the days of the Manifestation, a temple was raised up, hath created security and constancy and peace, for such buildings were given over to the perpetual glorification of God, and only in the remembrance of God can the heart find rest. Gracious God! The edifice of the House of Worship hath a powerful influence on every phase of life. Experience hath, in the east, clearly shown this to be a fact. Even if, in some small village, a house was designated as the Mashriqu’l-Adhkár, it produced a marked effect; how much greater would be the impact of one especially raised up.",T60P1,Selections from the Writings of ‘Abdu’l‑Bahá,8
" Even if, in some small village, a house was designated as the Mashriqu’l-Adhkár, it produced a marked effect; how much greater would be the impact of one especially raised up","Although to outward seeming the Mashriqu’l-Adhkár is a material structure, yet it hath a spiritual effect. It forgeth bonds of unity from heart to heart; it is a collective center for men’s souls. Every city in which, during the days of the Manifestation, a temple was raised up, hath created security and constancy and peace, for such buildings were given over to the perpetual glorification of God, and only in the remembrance of God can the heart find rest. Gracious God! The edifice of the House of Worship hath a powerful influence on every phase of life. Experience hath, in the east, clearly shown this to be a fact. Even if, in some small village, a house was designated as the Mashriqu’l-Adhkár, it produced a marked effect; how much greater would be the impact of one especially raised up.",T60P1,Selections from the Writings of ‘Abdu’l‑Bahá,8
"The Mashriqu’l-Adhkár is one of the most vital institutions in the world, and it hath many subsidiary branches","The Mashriqu’l-Adhkár is one of the most vital institutions in the world, and it hath many subsidiary branches. Although it is a House of Worship, it is also connected with a hospital, a drug dispensary, a traveler’s hospice, a school for orphans, and a university for advanced studies. Every Mashriqu’l-Adhkár is connected with these five things. My hope is that the Mashriqu’l-Adhkár will now be established in America, and that gradually the hospital, the school, the university, the dispensary and the hospice, all functioning according to the most efficient and orderly procedures, will follow. Make these matters known to the beloved of the Lord, so that they will understand how very great is the importance of this “Dawning-Point of the Remembrance of God.” The Temple is not only a place for worship; rather, in every respect is it complete and whole.",T64P1,Selections from the Writings of ‘Abdu’l‑Bahá,8
 Every Mashriqu’l-Adhkár is connected with these five things,"The Mashriqu’l-Adhkár is one of the most vital institutions in the world, and it hath many subsidiary branches. Although it is a House of Worship, it is also connected with a hospital, a drug dispensary, a traveler’s hospice, a school for orphans, and a university for advanced studies. Every Mashriqu’l-Adhkár is connected with these five things. My hope is that the Mashriqu’l-Adhkár will now be established in America, and that gradually the hospital, the school, the university, the dispensary and the hospice, all functioning according to the most efficient and orderly procedures, will follow. Make these matters known to the beloved of the Lord, so that they will understand how very great is the importance of this “Dawning-Point of the Remembrance of God.” The Temple is not only a place for worship; rather, in every respect is it complete and whole.",T64P1,Selections from the Writings of ‘Abdu’l‑Bahá,8
" This valley of Achor is the city of ‘Akká, and whoso hath interpreted this otherwise is of those who know not","O handmaid of God! It is recorded in the Torah: And I will give you the valley of Achor for a door of hope. This valley of Achor is the city of ‘Akká, and whoso hath interpreted this otherwise is of those who know not.",T139P9,Selections from the Writings of ‘Abdu’l‑Bahá,8
"Among those who visit ‘Akká, some have made great forward strides","Among those who visit ‘Akká, some have made great forward strides. Lightless candles, they were set alight; withered, they began to bloom; dead, they were recalled to life and went home with tidings of great joy. But others, in truth, have simply passed through; they have only taken a tour.",T163P11,Selections from the Writings of ‘Abdu’l‑Bahá,8
 Be engaged in the furtherance of the Mashriqu’l-Adhkár and prepare the means for the diffusion of the divine fragrances,"In short, the ocean of the Covenant is tumultuous and wide. It casteth ashore the foam of violation and thus rest ye assured. Be engaged in the furtherance of the Mashriqu’l-Adhkár and prepare the means for the diffusion of the divine fragrances. Be not engaged in anything but this, for otherwise thou shalt dissipate thine attention and the work will not advance.",T187P4,Selections from the Writings of ‘Abdu’l‑Bahá,8
