Sentence,Text,Section,Book,Cluster
 This is the conduct of the people of Bahá,"O thou daughter of the Kingdom! Thy letter dated 5 December 1918 was received. It contained the good news that the friends of God and the maidservants of the Merciful have gathered in summer at Green Acre, have been engaged day and night in the commemoration of God, have served the oneness of the world of humanity, have shown love to all religions, have remained aloof from every religious prejudice and have been kind to all people. The divine religions must be the cause of oneness among men, and the means of unity and love; they must promulgate universal peace, free man from every prejudice, bestow joy and gladness, exercise kindness to all men and do away with every difference and distinction. Just as Bahá’u’lláh addressing the world of humanity saith: “O people! Ye are the fruits of one tree and the leaves of one branch.” At most it is this, that some souls are ignorant, they must be educated; some are sick, they must be healed; some are still of tender age, they must be helped to attain maturity, and the utmost kindness must be shown to them. This is the conduct of the people of Bahá.",T13P1,Selections from the Writings of ‘Abdu’l‑Bahá,37
" Variations of color, of land and of race are of no importance in the Bahá’í Faith; on the contrary, Bahá’í unity overcometh them all and doeth away with all these fancies and imaginations","Strive with heart and soul in order to bring about union and harmony among the white and the black and prove thereby the unity of the Bahá’í world wherein distinction of color findeth no place, but where hearts only are considered. Praise be to God, the hearts of the friends are united and linked together, whether they be from the east or the west, from north or from south, whether they be German, French, Japanese, American, and whether they pertain to the white, the black, the red, the yellow or the brown race. Variations of color, of land and of race are of no importance in the Bahá’í Faith; on the contrary, Bahá’í unity overcometh them all and doeth away with all these fancies and imaginations.",T75P1,Selections from the Writings of ‘Abdu’l‑Bahá,37
" There is no doubt that it will yield the desired results; especially is this true of instruction as to Bahá’í obligations and Bahá’í conduct, for the little children must needs be made aware in their very heart and soul that “Bahá’í” is not just a name but a truth","The instruction of these children is even as the work of a loving gardener who tendeth his young plants in the flowering fields of the All-Glorious. There is no doubt that it will yield the desired results; especially is this true of instruction as to Bahá’í obligations and Bahá’í conduct, for the little children must needs be made aware in their very heart and soul that “Bahá’í” is not just a name but a truth. Every child must be trained in the things of the spirit, so that he may embody all the virtues and become a source of glory to the Cause of God. Otherwise, the mere word “Bahá’í,” if it yield no fruit, will come to nothing.",T123P2,Selections from the Writings of ‘Abdu’l‑Bahá,37
" Holding your meetings when it is the time of prayer in other churches is not advisable; it would lead to alienation, since the Bahá’í children who have their own Sunday school would be deprived of it if they tried to attend other Sunday schools","The changing of teachers should be neither too frequent nor too much delayed; moderation is preferable. Holding your meetings when it is the time of prayer in other churches is not advisable; it would lead to alienation, since the Bahá’í children who have their own Sunday school would be deprived of it if they tried to attend other Sunday schools. Moreover, the admission of children of non-Bahá’í parents to the school for Bahá’í children is permissible. And if, in this school, an outline of the fundamental principles underlying all religions be set forth for the information of the children, it can do no harm.",T125P1,Selections from the Writings of ‘Abdu’l‑Bahá,37
" Moreover, the admission of children of non-Bahá’í parents to the school for Bahá’í children is permissible","The changing of teachers should be neither too frequent nor too much delayed; moderation is preferable. Holding your meetings when it is the time of prayer in other churches is not advisable; it would lead to alienation, since the Bahá’í children who have their own Sunday school would be deprived of it if they tried to attend other Sunday schools. Moreover, the admission of children of non-Bahá’í parents to the school for Bahá’í children is permissible. And if, in this school, an outline of the fundamental principles underlying all religions be set forth for the information of the children, it can do no harm.",T125P1,Selections from the Writings of ‘Abdu’l‑Bahá,37
The Bahá’ís are commanded to establish the oneness of mankind; if they cannot unite around one point how will they be able to bring about the unity of mankind?,The Bahá’ís are commanded to establish the oneness of mankind; if they cannot unite around one point how will they be able to bring about the unity of mankind?,T183P2,Selections from the Writings of ‘Abdu’l‑Bahá,37
" For while all sects and races in Persia and Turkestan are absorbed in promoting their own interests and only obey their governments either with the hope of reward or from fear of punishment, the Bahá’ís are the well-wishers of the government, obedient to its laws and bearing love towards all peoples","Furthermore each and every one is required to show obedience, submission and loyalty towards his own government. Today no state in the world is in a condition of peace or tranquillity, for security and trust have vanished from among the people. Both the governed and the governors are alike in danger. The only group of people which today submitteth peacefully and loyally to the laws and ordinances of government and dealeth honestly and frankly with the people, is none other than this wronged community. For while all sects and races in Persia and Turkestan are absorbed in promoting their own interests and only obey their governments either with the hope of reward or from fear of punishment, the Bahá’ís are the well-wishers of the government, obedient to its laws and bearing love towards all peoples.",T225P28,Selections from the Writings of ‘Abdu’l‑Bahá,37
" It is astonishing that, in spite of this, some of the officials of the government consider the Bahá’ís to be ill-wishers while they regard the members of other communities as their well-wishers","Such obedience and submission is made incumbent and obligatory upon all by the clear Text of the Abhá Beauty. Therefore the believers, in obedience to the command of the True One, show the utmost sincerity and goodwill towards all nations; and should any soul act contrary to the laws of the government he would consider himself responsible before God, deserving divine wrath and chastisement for his sin and wrongdoing. It is astonishing that, in spite of this, some of the officials of the government consider the Bahá’ís to be ill-wishers while they regard the members of other communities as their well-wishers. Gracious God! Recently, when there was general revolution and agitation in Ṭihrán and in other provinces of Persia, it was proven that not a single Bahá’í had taken part nor intervened in these affairs. For this reason they were reproached by the ignorant because they had obeyed the command of the Blessed Perfection and refrained absolutely from interference in political matters. They were not associated with any party, but busied themselves with their own affairs and professions and discharged their own duties.",T225P29,Selections from the Writings of ‘Abdu’l‑Bahá,37
" Gracious God! Recently, when there was general revolution and agitation in Ṭihrán and in other provinces of Persia, it was proven that not a single Bahá’í had taken part nor intervened in these affairs","Such obedience and submission is made incumbent and obligatory upon all by the clear Text of the Abhá Beauty. Therefore the believers, in obedience to the command of the True One, show the utmost sincerity and goodwill towards all nations; and should any soul act contrary to the laws of the government he would consider himself responsible before God, deserving divine wrath and chastisement for his sin and wrongdoing. It is astonishing that, in spite of this, some of the officials of the government consider the Bahá’ís to be ill-wishers while they regard the members of other communities as their well-wishers. Gracious God! Recently, when there was general revolution and agitation in Ṭihrán and in other provinces of Persia, it was proven that not a single Bahá’í had taken part nor intervened in these affairs. For this reason they were reproached by the ignorant because they had obeyed the command of the Blessed Perfection and refrained absolutely from interference in political matters. They were not associated with any party, but busied themselves with their own affairs and professions and discharged their own duties.",T225P29,Selections from the Writings of ‘Abdu’l‑Bahá,37
"For example, the question of universal peace, about which Bahá’u’lláh says that the Supreme Tribunal must be established: although the League of Nations has been brought into existence, yet it is incapable of establishing universal peace","For example, the question of universal peace, about which Bahá’u’lláh says that the Supreme Tribunal must be established: although the League of Nations has been brought into existence, yet it is incapable of establishing universal peace. But the Supreme Tribunal which Bahá’u’lláh has described will fulfill this sacred task with the utmost might and power. And His plan is this: that the national assemblies of each country and nation—that is to say parliaments—should elect two or three persons who are the choicest of that nation, and are well informed concerning international laws and the relations between governments and aware of the essential needs of the world of humanity in this day. The number of these representatives should be in proportion to the number of inhabitants of that country. The election of these souls who are chosen by the national assembly, that is, the parliament, must be confirmed by the upper house, the congress and the cabinet and also by the president or monarch so these persons may be the elected ones of all the nation and the government. The Supreme Tribunal will be composed of these people, and all mankind will thus have a share therein, for every one of these delegates is fully representative of his nation. When the Supreme Tribunal gives a ruling on any international question, either unanimously or by majority rule, there will no longer be any pretext for the plaintiff or ground of objection for the defendant. In case any of the governments or nations, in the execution of the irrefutable decision of the Supreme Tribunal, be negligent or dilatory, the rest of the nations will rise up against it, because all the governments and nations of the world are the supporters of this Supreme Tribunal. Consider what a firm foundation this is! But by a limited and restricted League the purpose will not be realized as it ought and should. This is the truth about the situation, which has been stated.…",T227P31,Selections from the Writings of ‘Abdu’l‑Bahá,37
