Sentence,Text,Section,Book,Cluster
" O Sun of Bounty, send down a shaft of light","O holy Lord! O Lord of loving-kindness! We stray about Thy dwelling, longing to behold Thy beauty, and loving all Thy ways. We are hapless, lowly, and of small account. We are paupers: show us mercy, give us bounty; look not upon our failings, hide Thou our endless sins. Whatever we are, still are we Thine, and what we speak and hear is praise of Thee, and it is Thy face we seek, Thy path we follow. Thou art the Lord of loving-kindness, we are sinners and astray and far from home. Wherefore, O Cloud of Mercy, grant us some drops of rain. O Flowering Bed of grace, send forth a fragrant breeze. O Sea of all bestowals, roll towards us a great wave. O Sun of Bounty, send down a shaft of light. Grant us pity, grant us grace. By Thy beauty, we come with no provision but our sins, with no good deeds to tell of, only hopes. Unless Thy concealing veil doth cover us, and Thy protection shield and cradle us, what power have these helpless souls to rise and serve Thee, what substance have these wretched ones to make a brave display? Thou Who art the Mighty, the All-Powerful, help us, favor us; withered as we are, revive us with showers from Thy clouds of grace; lowly as we are, illumine us with bright rays from the Daystar of Thy oneness. Cast Thou these thirsty fish into the ocean of Thy mercy, guide Thou this lost caravan to the shelter of Thy singleness; to the wellspring of guidance lead Thou the ones who have wandered far astray, and grant to those who have missed the path a haven within the precincts of Thy might. Lift Thou to these parched lips the bounteous and soft-flowing waters of heaven, raise up these dead to everlasting life. Grant Thou to the blind eyes that will see. Make Thou the deaf to hear, the dumb to speak. Set Thou the dispirited ablaze, make Thou the heedless mindful, warn Thou the proud, awaken those who sleep.",T2P10,Selections from the Writings of ‘Abdu’l‑Bahá,87
" Once the sun hath mounted to high noon, its fires will burn so hot as to stir even the creeping things beneath the earth; and although it is not for them to behold the light, yet will they all be set in frenzied motion by the impact of the heat","This, however, is but the beginning of the dawn, and the heat of the rising Orb of Truth is not yet at the fullness of its power. Once the sun hath mounted to high noon, its fires will burn so hot as to stir even the creeping things beneath the earth; and although it is not for them to behold the light, yet will they all be set in frenzied motion by the impact of the heat.",T16P3,Selections from the Writings of ‘Abdu’l‑Bahá,87
" Here too wilt thou behold the Sun’s rays shed upon them, clearly visible within them, and manifested by them","And whensoever thou dost gaze upon creation all entire, and dost observe the very atoms thereof, thou wilt note that the rays of the Sun of Truth are shed upon all things and shining within them, and telling of that Daystar’s splendors, Its mysteries, and the spreading of Its lights. Look thou upon the trees, upon the blossoms and fruits, even upon the stones. Here too wilt thou behold the Sun’s rays shed upon them, clearly visible within them, and manifested by them.",T19P9,Selections from the Writings of ‘Abdu’l‑Bahá,87
" For each separate entity possesseth its allotted portion of the solar light and telleth of the Sun, but that Universal Reality in all Its splendor, that stainless Mirror Whose qualities are appropriate to the qualities of the Sun revealed within It—expresseth in their entirety the attributes of the Source of Glory","Shouldst thou, however, turn thy gaze unto a Mirror, brilliant, stainless, and pure, wherein the divine Beauty is reflected, therein wilt thou find the Sun shining with Its rays, Its heat, Its disc, Its fair form all entire. For each separate entity possesseth its allotted portion of the solar light and telleth of the Sun, but that Universal Reality in all Its splendor, that stainless Mirror Whose qualities are appropriate to the qualities of the Sun revealed within It—expresseth in their entirety the attributes of the Source of Glory. And that Universal Reality is Man, the divine Being, the Essence that abideth forever. “Say, Call upon God, or call upon the All-Merciful; whichsoever ye call upon, most beauteous are His Names.”2",T19P10,Selections from the Writings of ‘Abdu’l‑Bahá,87
"3 Dost thou not see that should a stainless mirror proclaim, “Verily is the sun ashine within me, together with all its qualities, tokens and signs,” such an utterance by such a mirror would be neither deceptive nor false? No, by the One Who created It, shaped It, fashioned It, and made It to be an entity conformable to the attributes of the glory within It! Praised be He Who created It! Praised be He Who fashioned It! Praised be He Who made It manifest!","This is the meaning of the Messiah’s words, that the Father is in the Son.3 Dost thou not see that should a stainless mirror proclaim, “Verily is the sun ashine within me, together with all its qualities, tokens and signs,” such an utterance by such a mirror would be neither deceptive nor false? No, by the One Who created It, shaped It, fashioned It, and made It to be an entity conformable to the attributes of the glory within It! Praised be He Who created It! Praised be He Who fashioned It! Praised be He Who made It manifest!",T19P11,Selections from the Writings of ‘Abdu’l‑Bahá,87
" To illustrate: the Sun of Truth dwelleth in a sky to which no soul hath any access, and which no mind can reach, and He is far beyond the comprehension of all creatures","As to the Holy Manifestations of God, They are the focal points where the signs, tokens and perfections of that sacred, preexistent Reality appear in all their splendor. They are an eternal grace, a heavenly glory, and on Them dependeth the everlasting life of humankind. To illustrate: the Sun of Truth dwelleth in a sky to which no soul hath any access, and which no mind can reach, and He is far beyond the comprehension of all creatures. Yet the Holy Manifestations of God are even as a looking glass, burnished and without stain, which gathereth streams of light out of that Sun, and then scattereth the glory over the rest of creation. In that polished surface, the Sun with all Its majesty standeth clearly revealed. Thus, should the mirrored Sun proclaim, “I am the Sun!” this is but truth; and should It cry, “I am not the Sun!” this is the truth as well. And although the Daystar, with all Its glory, Its beauty, Its perfections, be clearly visible in that mirror without stain, still It hath not come down from Its own lofty station in the realms above, It hath not made Its way into the mirror; rather doth It continue to abide, as It will forever, in the supernal heights of Its own holiness.",T21P12,Selections from the Writings of ‘Abdu’l‑Bahá,87
" In that polished surface, the Sun with all Its majesty standeth clearly revealed","As to the Holy Manifestations of God, They are the focal points where the signs, tokens and perfections of that sacred, preexistent Reality appear in all their splendor. They are an eternal grace, a heavenly glory, and on Them dependeth the everlasting life of humankind. To illustrate: the Sun of Truth dwelleth in a sky to which no soul hath any access, and which no mind can reach, and He is far beyond the comprehension of all creatures. Yet the Holy Manifestations of God are even as a looking glass, burnished and without stain, which gathereth streams of light out of that Sun, and then scattereth the glory over the rest of creation. In that polished surface, the Sun with all Its majesty standeth clearly revealed. Thus, should the mirrored Sun proclaim, “I am the Sun!” this is but truth; and should It cry, “I am not the Sun!” this is the truth as well. And although the Daystar, with all Its glory, Its beauty, Its perfections, be clearly visible in that mirror without stain, still It hath not come down from Its own lofty station in the realms above, It hath not made Its way into the mirror; rather doth It continue to abide, as It will forever, in the supernal heights of Its own holiness.",T21P12,Selections from the Writings of ‘Abdu’l‑Bahá,87
" Thus, should the mirrored Sun proclaim, “I am the Sun!” this is but truth; and should It cry, “I am not the Sun!” this is the truth as well","As to the Holy Manifestations of God, They are the focal points where the signs, tokens and perfections of that sacred, preexistent Reality appear in all their splendor. They are an eternal grace, a heavenly glory, and on Them dependeth the everlasting life of humankind. To illustrate: the Sun of Truth dwelleth in a sky to which no soul hath any access, and which no mind can reach, and He is far beyond the comprehension of all creatures. Yet the Holy Manifestations of God are even as a looking glass, burnished and without stain, which gathereth streams of light out of that Sun, and then scattereth the glory over the rest of creation. In that polished surface, the Sun with all Its majesty standeth clearly revealed. Thus, should the mirrored Sun proclaim, “I am the Sun!” this is but truth; and should It cry, “I am not the Sun!” this is the truth as well. And although the Daystar, with all Its glory, Its beauty, Its perfections, be clearly visible in that mirror without stain, still It hath not come down from Its own lofty station in the realms above, It hath not made Its way into the mirror; rather doth It continue to abide, as It will forever, in the supernal heights of Its own holiness.",T21P12,Selections from the Writings of ‘Abdu’l‑Bahá,87
"And further, all the earth’s creatures require the bounty of the sun, for their very existence is dependent upon solar light and heat","And further, all the earth’s creatures require the bounty of the sun, for their very existence is dependent upon solar light and heat. Should they be deprived of the sun, they would be wiped out. This is the being with God, as referred to in the Holy Books: man must be with his Lord.",T21P13,Selections from the Writings of ‘Abdu’l‑Bahá,87
" Should they be deprived of the sun, they would be wiped out","And further, all the earth’s creatures require the bounty of the sun, for their very existence is dependent upon solar light and heat. Should they be deprived of the sun, they would be wiped out. This is the being with God, as referred to in the Holy Books: man must be with his Lord.",T21P13,Selections from the Writings of ‘Abdu’l‑Bahá,87
" For the sun is the source and wellspring of light and heat, the focal point of splendors, and it compriseth all the perfections that are made manifest by the other stars which have dawned upon the world","In cycles gone by, each one of the Manifestations of God hath had His own rank in the world of existence, and each hath represented a stage in the development of humanity. But the Manifestation of the Most Great Name—may my life be a sacrifice for His loved ones—was an expression of the coming of age, the maturing of man’s inmost reality in this world of being. For the sun is the source and wellspring of light and heat, the focal point of splendors, and it compriseth all the perfections that are made manifest by the other stars which have dawned upon the world. Make thou an effort that thou mayest take thy place under the sun and receive an abundant share of its dazzling light. In truth do I tell thee, once thou hast attained this station, thou shalt behold the saints bowing down their heads in all humility before Him. Haste thou to life before death cometh; haste thou to the spring season before autumn draweth in; and before illness striketh, haste thou to healing—that thou mayest become a physician of the spirit who, with the breaths of the Holy Spirit, healeth all manner of sickness in this famed and glorious age.",T27P1,Selections from the Writings of ‘Abdu’l‑Bahá,87
" But the sun doth not descend from the height of its sanctity to enter into the mirror, but when the latter is purified and turned towards the Sun of Truth, the perfections of this Sun, consisting of light and heat, are reflected and manifested in that mirror","Man, therefore, on the plane of the contingent world is the most perfect being. By man is meant the perfect individual, who is like unto a mirror in which the divine perfections are manifested and reflected. But the sun doth not descend from the height of its sanctity to enter into the mirror, but when the latter is purified and turned towards the Sun of Truth, the perfections of this Sun, consisting of light and heat, are reflected and manifested in that mirror. These souls are the Divine Manifestations of God.",T30P3,Selections from the Writings of ‘Abdu’l‑Bahá,87
 Future ages and generations shall behold the diffusion of its radiance and the manifestations of its signs,"In the ages to come, though the Cause of God may rise and grow a hundredfold and the shade of the Sadratu’l-Muntahá shelter all mankind, yet this present century shall stand unrivalled, for it hath witnessed the breaking of that Morn and the rising of that Sun. This century is, verily, the source of His Light and the dayspring of His Revelation. Future ages and generations shall behold the diffusion of its radiance and the manifestations of its signs.",T32P2,Selections from the Writings of ‘Abdu’l‑Bahá,87
"Consider, for example, the sun: its transit from one zodiacal sign to the next occurreth within a short period of time, yet only after a long period doth it attain the plenitude of its resplendency, its heat and glory, in the sign of Leo","Consider, for example, the sun: its transit from one zodiacal sign to the next occurreth within a short period of time, yet only after a long period doth it attain the plenitude of its resplendency, its heat and glory, in the sign of Leo. It must first complete one full revolution through the other constellations before it will enter the sign of Leo again, to blaze out in its full splendor. In its other stations, it revealeth not the fullness of its heat and light.",T33P5,Selections from the Writings of ‘Abdu’l‑Bahá,87
" Gaze ye not down upon the dust, gaze upward at the shining sun, which hath caused every patch of darksome earth to glow with light","O army of God! Beware lest ye harm any soul, or make any heart to sorrow; lest ye wound any man with your words, be he known to you or a stranger, be he friend or foe. Pray ye for all; ask ye that all be blessed, all be forgiven. Beware, beware, lest any of you seek vengeance, even against one who is thirsting for your blood. Beware, beware, lest ye offend the feelings of another, even though he be an evildoer, and he wish you ill. Look ye not upon the creatures, turn ye to their Creator. See ye not the never-yielding people, see but the Lord of Hosts. Gaze ye not down upon the dust, gaze upward at the shining sun, which hath caused every patch of darksome earth to glow with light.",T35P11,Selections from the Writings of ‘Abdu’l‑Bahá,87
" In this station, merit and capacity are not to be considered; nay rather, the resplendent rays of the Sun of Truth, which have illumined these mirrors, must be taken into account","Peter was a fisherman and Mary Magdalene a peasant, but as they were specially favored with the blessings of Christ, the horizon of their faith became illumined, and down to the present day they are shining from the horizon of everlasting glory. In this station, merit and capacity are not to be considered; nay rather, the resplendent rays of the Sun of Truth, which have illumined these mirrors, must be taken into account.",T68P8,Selections from the Writings of ‘Abdu’l‑Bahá,87
"One cannot obtain the full force of the sunlight when it is cast on a flat mirror, but once the sun shineth upon a concave mirror, or on a lens that is convex, all its heat will be concentrated on a single point, and that one point will burn the hottest","One cannot obtain the full force of the sunlight when it is cast on a flat mirror, but once the sun shineth upon a concave mirror, or on a lens that is convex, all its heat will be concentrated on a single point, and that one point will burn the hottest. Thus is it necessary to focus one’s thinking on a single point so that it will become an effective force.",T73P2,Selections from the Writings of ‘Abdu’l‑Bahá,87
" And the two luminaries, the sun and the moon, are the two thrones, the Turkish and the Persian, these two being under the rule of the Law of God","As to the woman in the Revelation of Saint John, chapter 12, who fled into the wilderness, and the great wonder appearing in the heavens—that woman clothed with the sun, with the moon under her feet: what is meant by the woman is the Law of God. For according to the terminology of the Holy Books, this reference is to the Law, the woman being its symbol here. And the two luminaries, the sun and the moon, are the two thrones, the Turkish and the Persian, these two being under the rule of the Law of God. The sun is the symbol of the Persian Empire, and the moon, that is, the crescent, of the Turkish. The twelve-fold crown is the twelve Imáms, who, even as the Apostles, supported the Faith of God. The newborn Child is the Beauty of the Adored One,1 come forth out of the Law of God. He then saith that the woman fled into the wilderness, that is, the Law of God was carried out of Palestine to the desert of Ḥijáz, where it remained 1260 years—that is, until the advent of the promised Child. And as is well known, in the Holy Books, every day is accounted as one year.",T145P7,Selections from the Writings of ‘Abdu’l‑Bahá,87
" The sun is the symbol of the Persian Empire, and the moon, that is, the crescent, of the Turkish","As to the woman in the Revelation of Saint John, chapter 12, who fled into the wilderness, and the great wonder appearing in the heavens—that woman clothed with the sun, with the moon under her feet: what is meant by the woman is the Law of God. For according to the terminology of the Holy Books, this reference is to the Law, the woman being its symbol here. And the two luminaries, the sun and the moon, are the two thrones, the Turkish and the Persian, these two being under the rule of the Law of God. The sun is the symbol of the Persian Empire, and the moon, that is, the crescent, of the Turkish. The twelve-fold crown is the twelve Imáms, who, even as the Apostles, supported the Faith of God. The newborn Child is the Beauty of the Adored One,1 come forth out of the Law of God. He then saith that the woman fled into the wilderness, that is, the Law of God was carried out of Palestine to the desert of Ḥijáz, where it remained 1260 years—that is, until the advent of the promised Child. And as is well known, in the Holy Books, every day is accounted as one year.",T145P7,Selections from the Writings of ‘Abdu’l‑Bahá,87
And the answer to the fourth question: the center of the Sun of Truth is in the supernal world—the Kingdom of God,"And the answer to the fourth question: the center of the Sun of Truth is in the supernal world—the Kingdom of God. Those souls who are pure and unsullied, upon the dissolution of their elemental frames, hasten away to the world of God, and that world is within this world. The people of this world, however, are unaware of that world, and are even as the mineral and the vegetable that know nothing of the world of the animal and the world of man.",T163P6,Selections from the Writings of ‘Abdu’l‑Bahá,87
