Sentence,Text,Section,Book,Cluster
 Let each one of God’s loved ones center his attention on this: to be the Lord’s mercy to man; to be the Lord’s grace,"Soon will your swiftly passing days be over, and the fame and riches, the comforts, the joys provided by this rubbish-heap, the world, will be gone without a trace. Summon ye, then, the people to God, and invite humanity to follow the example of the Company on high. Be ye loving fathers to the orphan, and a refuge to the helpless, and a treasury for the poor, and a cure for the ailing. Be ye the helpers of every victim of oppression, the patrons of the disadvantaged. Think ye at all times of rendering some service to every member of the human race. Pay ye no heed to aversion and rejection, to disdain, hostility, injustice: act ye in the opposite way. Be ye sincerely kind, not in appearance only. Let each one of God’s loved ones center his attention on this: to be the Lord’s mercy to man; to be the Lord’s grace. Let him do some good to every person whose path he crosseth, and be of some benefit to him. Let him improve the character of each and all, and reorient the minds of men. In this way, the light of divine guidance will shine forth, and the blessings of God will cradle all mankind: for love is light, no matter in what abode it dwelleth; and hate is darkness, no matter where it may make its nest. O friends of God! That the hidden Mystery may stand revealed, and the secret essence of all things may be disclosed, strive ye to banish that darkness for ever and ever.",T1P7,Selections from the Writings of ‘Abdu’l‑Bahá,75
" They, verily, shall be the recipients of God’s grace; they, verily, shall receive His divine assistance, and shall be truly victorious","O ye beloved of the Lord! Beware, beware lest ye hesitate and waver. Let not fear fall upon you, neither be troubled nor dismayed. Take ye good heed lest this calamitous day slacken the flames of your ardor, and quench your tender hopes. Today is the day for steadfastness and constancy. Blessed are they that stand firm and immovable as the rock and brave the storm and stress of this tempestuous hour. They, verily, shall be the recipients of God’s grace; they, verily, shall receive His divine assistance, and shall be truly victorious. They shall shine amidst mankind with a radiance which the dwellers of the Pavilion of Glory laud and magnify. To them is proclaimed this celestial call, revealed in His Most Holy Book: “Let not your hearts be perturbed, O people, when the glory of My Presence is withdrawn, and the ocean of My utterance is stilled. In My presence amongst you there is a wisdom, and in My absence there is yet another, inscrutable to all but God, the Incomparable, the All-Knowing. Verily, We behold you from Our realm of glory, and shall aid whosoever will arise for the triumph of Our Cause with the hosts of the Concourse on high and a company of Our favored angels.”",T5P3,Selections from the Writings of ‘Abdu’l‑Bahá,75
" Wherefore, thank ye God for setting upon your heads the crown of glory everlasting, for granting unto you this immeasurable grace","It is even as in the time of the Messiah, when the Pharisees and the pious were left without a portion, while Peter, John and Andrew, given neither to pious worship nor ascetic practice, won the day. Wherefore, thank ye God for setting upon your heads the crown of glory everlasting, for granting unto you this immeasurable grace.",T6P2,Selections from the Writings of ‘Abdu’l‑Bahá,75
"1 This is verily a special favor on His part, for thee; praise Him then for this commandment that is set forth in the Scriptures of thy Lord, of Him that is the Ancient of Days","Thank thou and bless thou the Lord for He hath allowed thee to offer Him the Right of God.1 This is verily a special favor on His part, for thee; praise Him then for this commandment that is set forth in the Scriptures of thy Lord, of Him that is the Ancient of Days.",T9P4,Selections from the Writings of ‘Abdu’l‑Bahá,75
"Praise be to Him through Whose splendors the earth and the heavens are aglow, through Whose fragrant breathings the gardens of holiness that adorn the hearts of the chosen are trembling for joy, to Him Who hath shed His light and brightened the face of the firmament","Praise be to Him through Whose splendors the earth and the heavens are aglow, through Whose fragrant breathings the gardens of holiness that adorn the hearts of the chosen are trembling for joy, to Him Who hath shed His light and brightened the face of the firmament. Verily there appeared luminous and sparkling stars, glittering, shining out, and casting forth their rays upon the supreme horizon. They derived their grace and brilliance from the bounties of the Abhá Realm, then, stars of guidance, they poured down their lights upon this earth.",T19P1,Selections from the Writings of ‘Abdu’l‑Bahá,75
"And now, O thou honored man who hath hearkened unto the Great Announcement, rise up to serve the Cause of God with the resistless power of the Abhá Kingdom and the breaths that blow from the spirit of the Company on high","And now, O thou honored man who hath hearkened unto the Great Announcement, rise up to serve the Cause of God with the resistless power of the Abhá Kingdom and the breaths that blow from the spirit of the Company on high. Grieve thou not over what the Pharisees, and the purveyors of false rumors among writers for the press, are saying of Bahá. Call thou to mind the days of Christ, and the afflictions heaped upon Him by the people, and all the torments and tribulations inflicted upon His disciples. Since ye are lovers of the Abhá Beauty, ye also must, for His love’s sake, incur the peoples’ blame, and all that befell those of a former age must likewise befall you. Then will the faces of the chosen be alight with the splendors of the Kingdom of God, and will shine down the ages, yea, down all the cycles of time, while the deniers shall remain in their manifest loss. It will be even as was said by the Lord Christ: they shall persecute you for My name’s sake.",T19P4,Selections from the Writings of ‘Abdu’l‑Bahá,75
"Greetings be unto thee, and praise","Greetings be unto thee, and praise.",T19P14,Selections from the Writings of ‘Abdu’l‑Bahá,75
" Praised be God, thou too art present at this table, taking thy share of the bountiful food of heaven","The gates of the Kingdom are opened wide, and every favored soul is seated at the banquet table of the Lord, receiving his portion of that heavenly feast. Praised be God, thou too art present at this table, taking thy share of the bountiful food of heaven. Thou art serving the Kingdom, and art well acquainted with the sweet savors of the Abhá Paradise.",T28P2,Selections from the Writings of ‘Abdu’l‑Bahá,75
O army of God! Through the protection and help vouchsafed by the Blessed Beauty—may my life be a sacrifice to His loved ones—ye must conduct yourselves in such a manner that ye may stand out distinguished and brilliant as the sun among other souls,"O army of God! Through the protection and help vouchsafed by the Blessed Beauty—may my life be a sacrifice to His loved ones—ye must conduct yourselves in such a manner that ye may stand out distinguished and brilliant as the sun among other souls. Should any one of you enter a city, he should become a center of attraction by reason of his sincerity, his faithfulness and love, his honesty and fidelity, his truthfulness and loving-kindness towards all the peoples of the world, so that the people of that city may cry out and say: “This man is unquestionably a Bahá’í, for his manners, his behavior, his conduct, his morals, his nature, and disposition reflect the attributes of the Bahá’ís.” Not until ye attain this station can ye be said to have been faithful to the Covenant and Testament of God. For He hath, through irrefutable Texts, entered into a binding Covenant with us all, requiring us to act in accordance with His sacred instructions and counsels.",T35P5,Selections from the Writings of ‘Abdu’l‑Bahá,75
"Praise be to God, the gate of boundless grace is opened wide, the heavenly table is set, the servants of the Merciful and His handmaids are present at the feast","Praise be to God, the gate of boundless grace is opened wide, the heavenly table is set, the servants of the Merciful and His handmaids are present at the feast. Strive ye to receive your share of this eternal food, so that ye shall be loved and cherished in this world and the next.",T36P6,Selections from the Writings of ‘Abdu’l‑Bahá,75
