Sentence,Text,Section,Book,Cluster
 This is the truth and what truth can be greater than that announced by the Revelation of St,"He hath wiped away their tears, kindled their light, rejoiced their hearts and enraptured their souls. Death shall no more overtake them neither shall sorrow, weeping or tribulation afflict them. The Lord God Omnipotent hath been enthroned in His Kingdom and hath made all things new. This is the truth and what truth can be greater than that announced by the Revelation of St. John the Divine?",T3P2,Selections from the Writings of ‘Abdu’l‑Bahá,2
" They showed that ye have investigated the truth and have been freed from imitations and superstitions, that ye observe with your own eyes and not with those of others, hearken with your own ears and not with the ears of others, and discover mysteries with the help of your own consciences and not with those of others","O ye two blessed souls! Your letters were received. They showed that ye have investigated the truth and have been freed from imitations and superstitions, that ye observe with your own eyes and not with those of others, hearken with your own ears and not with the ears of others, and discover mysteries with the help of your own consciences and not with those of others. For the imitator saith that such a man hath seen, such a man hath heard, and such a conscience hath discovered; in other words he dependeth upon the sight, the hearing and the conscience of others and hath no will of his own.",T14P1,Selections from the Writings of ‘Abdu’l‑Bahá,2
"Now, praise be to God, ye have shown willpower and have turned to the Sun of Truth","Now, praise be to God, ye have shown willpower and have turned to the Sun of Truth. The plain of your hearts hath been illumined by the lights of the Lord of the Kingdom and ye have been led to the straight path, have marched along the road that leadeth to the Kingdom, have entered the Abhá Paradise, and have secured a portion and share of the fruit of the Tree of Life.",T14P2,Selections from the Writings of ‘Abdu’l‑Bahá,2
"” Rather, we should look upon others with respect, and when attempting to explain and demonstrate, we should speak as if we are investigating the truth, saying: “Here these things are before us","O honored lady! In accordance with the divine teachings in this glorious dispensation we should not belittle anyone and call him ignorant, saying: “You know not, but I know.” Rather, we should look upon others with respect, and when attempting to explain and demonstrate, we should speak as if we are investigating the truth, saying: “Here these things are before us. Let us investigate to determine where and in what form the truth can be found.” The teacher should not consider himself as learned and others ignorant. Such a thought breedeth pride, and pride is not conducive to influence. The teacher should not see in himself any superiority; he should speak with the utmost kindliness, lowliness and humility, for such speech exerteth influence and educateth the souls.",T15P3,Selections from the Writings of ‘Abdu’l‑Bahá,2
 Let us investigate to determine where and in what form the truth can be found,"O honored lady! In accordance with the divine teachings in this glorious dispensation we should not belittle anyone and call him ignorant, saying: “You know not, but I know.” Rather, we should look upon others with respect, and when attempting to explain and demonstrate, we should speak as if we are investigating the truth, saying: “Here these things are before us. Let us investigate to determine where and in what form the truth can be found.” The teacher should not consider himself as learned and others ignorant. Such a thought breedeth pride, and pride is not conducive to influence. The teacher should not see in himself any superiority; he should speak with the utmost kindliness, lowliness and humility, for such speech exerteth influence and educateth the souls.",T15P3,Selections from the Writings of ‘Abdu’l‑Bahá,2
O thou who dost search after truth! Thy letter of 13 December 1920 hath come,O thou who dost search after truth! Thy letter of 13 December 1920 hath come.,T23P1,Selections from the Writings of ‘Abdu’l‑Bahá,2
" Consider then, how all the peoples of the world are bowing the knee to a fancy of their own contriving, how they have created a creator within their own minds, and they call it the Fashioner of all that is—whereas in truth it is but an illusion","This people, all of them, have pictured a god in the realm of the mind, and worship that image which they have made for themselves. And yet that image is comprehended, the human mind being the comprehender thereof, and certainly the comprehender is greater than that which lieth within its grasp; for imagination is but the branch, while mind is the root; and certainly the root is greater than the branch. Consider then, how all the peoples of the world are bowing the knee to a fancy of their own contriving, how they have created a creator within their own minds, and they call it the Fashioner of all that is—whereas in truth it is but an illusion. Thus are the people worshipping only an error of perception.",T24P2,Selections from the Writings of ‘Abdu’l‑Bahá,2
" Howbeit when that Comforting Spirit, Whom the Father will send, shall come, He will make plain unto you the truth","The treatment ordered by wise physicians of the past, and by those that follow after, is not one and the same, rather doth it depend on what aileth the patient; and although the remedy may change, the aim is always to bring the patient back to health. In the dispensations gone before, the feeble body of the world could not withstand a rigorous or powerful cure. For this reason did Christ say: “I have yet many things to say unto you, matters needing to be told, but ye cannot bear to hear them now. Howbeit when that Comforting Spirit, Whom the Father will send, shall come, He will make plain unto you the truth.”1",T29P5,Selections from the Writings of ‘Abdu’l‑Bahá,2
" Compare the present with the past, and see how great is the difference; thus canst thou arrive at truth and certitude","When ye consider this matter with care, it will become apparent that this is according to a universal law, which one can find at work in all things: the whole attracteth the part, and in the circle, the center is the pivot of the compasses. Ponder thou upon the Spirit:1 because He was the focal center of spiritual power, the wellspring of divine bounties, although at the beginning He gathered unto Himself only a very few souls, later on He was able, because of that all-subduing power that He had, to unite within the sheltering Tabernacle of Christendom all the differing sects. Compare the present with the past, and see how great is the difference; thus canst thou arrive at truth and certitude.",T31P4,Selections from the Writings of ‘Abdu’l‑Bahá,2
 The shining spark of truth cometh forth only after the clash of differing opinions,"The members thereof1 must take counsel together in such wise that no occasion for ill-feeling or discord may arise. This can be attained when every member expresseth with absolute freedom his own opinion and setteth forth his argument. Should anyone oppose, he must on no account feel hurt for not until matters are fully discussed can the right way be revealed. The shining spark of truth cometh forth only after the clash of differing opinions. If after discussion, a decision be carried unanimously well and good; but if, the Lord forbid, differences of opinion should arise, a majority of voices must prevail.",T44P1,Selections from the Writings of ‘Abdu’l‑Bahá,2
