Sentence,Text,Section,Book,Cluster
" Maxwell, would be highly acceptable","Extensive travel in October, to the north, south, east and west, accompanied by that candle of the love of God, Mrs. Maxwell, would be highly acceptable. My hope is that she may entirely recover; this beloved handmaid of God is like a flame of fire and thinks day and night of nothing save service to God. For the present, travel throughout the northern states, and in the winter season hasten to the states in the south. Your service should consist of eloquent speeches delivered in gatherings wherein ye may promulgate the divine teachings. If possible, undertake at some time a voyage to the Hawaiian Islands.",T70P3,Selections from the Writings of ‘Abdu’l‑Bahá,16
"The President of the Republic, Dr","The President of the Republic, Dr. Wilson, is indeed serving the Kingdom of God for he is restless and strives day and night that the rights of all men may be preserved safe and secure, that even small nations, like greater ones, may dwell in peace and comfort, under the protection of Righteousness and Justice. This purpose is indeed a lofty one. I trust that the incomparable Providence will assist and confirm such souls under all conditions.",T71P2,Selections from the Writings of ‘Abdu’l‑Bahá,16
 Lua Getsinger,"O thou who art attracted to the fragrant breathings of God! I have read thy letter addressed to Mrs. Lua Getsinger. Thou hast indeed examined with great care the reasons for the incursion of disease into the human body. It is certainly the case that sins are a potent cause of physical ailments. If humankind were free from the defilements of sin and waywardness, and lived according to a natural, inborn equilibrium, without following wherever their passions led, it is undeniable that diseases would no longer take the ascendant, nor diversify with such intensity.",T134P1,Selections from the Writings of ‘Abdu’l‑Bahá,16
 Lám,"In the beginning of His Book He saith: “Alif. Lám. Mím. No doubt is there about this Book: It is a guidance unto the God-fearing.”154 In the disconnected letters of the Qur’án the mysteries of the divine Essence are enshrined, and within their shells the pearls of His Unity are treasured. For lack of space We do not dwell upon them at this moment. Outwardly they signify Muḥammad Himself, Whom God addresseth saying: “O Muḥammad, there is no doubt nor uncertainty about this Book which hath been sent down from the heaven of divine Unity. In it is guidance unto them that fear God.” Consider, how He hath appointed and decreed this selfsame Book, the Qur’án, as a guidance unto all that are in heaven and on earth. He, the divine Being, and unknowable Essence, hath, Himself, testified that this Book is, beyond all doubt and uncertainty, the guide of all mankind until the Day of Resurrection. And now, We ask, is it fair for this people to view with doubt and misgiving this most weighty Testimony, the divine origin of which God hath proclaimed, and pronounced to be the embodiment of truth? Is it fair for them to turn away from the thing which He hath appointed as the supreme Instrument of guidance for attainment unto the loftiest summits of knowledge, and to seek aught else but that Book? How can they allow men’s absurd and foolish sayings to sow the seeds of distrust in their minds? How can they any longer idly contend that a certain person hath spoken this or that way, or that a certain thing did not come to pass? Had there been anything conceivable besides the Book of God which could prove a more potent instrument and a surer guide to mankind, would He have failed to reveal it in that verse?",P123,kitab-i-iqan-part2,16
 Mím,"In the beginning of His Book He saith: “Alif. Lám. Mím. No doubt is there about this Book: It is a guidance unto the God-fearing.”154 In the disconnected letters of the Qur’án the mysteries of the divine Essence are enshrined, and within their shells the pearls of His Unity are treasured. For lack of space We do not dwell upon them at this moment. Outwardly they signify Muḥammad Himself, Whom God addresseth saying: “O Muḥammad, there is no doubt nor uncertainty about this Book which hath been sent down from the heaven of divine Unity. In it is guidance unto them that fear God.” Consider, how He hath appointed and decreed this selfsame Book, the Qur’án, as a guidance unto all that are in heaven and on earth. He, the divine Being, and unknowable Essence, hath, Himself, testified that this Book is, beyond all doubt and uncertainty, the guide of all mankind until the Day of Resurrection. And now, We ask, is it fair for this people to view with doubt and misgiving this most weighty Testimony, the divine origin of which God hath proclaimed, and pronounced to be the embodiment of truth? Is it fair for them to turn away from the thing which He hath appointed as the supreme Instrument of guidance for attainment unto the loftiest summits of knowledge, and to seek aught else but that Book? How can they allow men’s absurd and foolish sayings to sow the seeds of distrust in their minds? How can they any longer idly contend that a certain person hath spoken this or that way, or that a certain thing did not come to pass? Had there been anything conceivable besides the Book of God which could prove a more potent instrument and a surer guide to mankind, would He have failed to reveal it in that verse?",P123,kitab-i-iqan-part2,16
Some Answered Questions,Some Answered Questions,title,Some Answered Questions,16
Abraham,Abraham,header-4,Some Answered Questions,16
Christ,Christ,header-6,Some Answered Questions,16
Strikes,Strikes,header-78,Some Answered Questions,16
 Edward B,"11 April 1912
Talk at Home of Mr. and Mrs. Edward B. Kinney
780 West End Avenue, New York
Notes by Hooper Harris",header-1,Promulagation of World Peace,16
