Sentence,Text,Section,Book,Cluster
" O Flowering Bed of grace, send forth a fragrant breeze","O holy Lord! O Lord of loving-kindness! We stray about Thy dwelling, longing to behold Thy beauty, and loving all Thy ways. We are hapless, lowly, and of small account. We are paupers: show us mercy, give us bounty; look not upon our failings, hide Thou our endless sins. Whatever we are, still are we Thine, and what we speak and hear is praise of Thee, and it is Thy face we seek, Thy path we follow. Thou art the Lord of loving-kindness, we are sinners and astray and far from home. Wherefore, O Cloud of Mercy, grant us some drops of rain. O Flowering Bed of grace, send forth a fragrant breeze. O Sea of all bestowals, roll towards us a great wave. O Sun of Bounty, send down a shaft of light. Grant us pity, grant us grace. By Thy beauty, we come with no provision but our sins, with no good deeds to tell of, only hopes. Unless Thy concealing veil doth cover us, and Thy protection shield and cradle us, what power have these helpless souls to rise and serve Thee, what substance have these wretched ones to make a brave display? Thou Who art the Mighty, the All-Powerful, help us, favor us; withered as we are, revive us with showers from Thy clouds of grace; lowly as we are, illumine us with bright rays from the Daystar of Thy oneness. Cast Thou these thirsty fish into the ocean of Thy mercy, guide Thou this lost caravan to the shelter of Thy singleness; to the wellspring of guidance lead Thou the ones who have wandered far astray, and grant to those who have missed the path a haven within the precincts of Thy might. Lift Thou to these parched lips the bounteous and soft-flowing waters of heaven, raise up these dead to everlasting life. Grant Thou to the blind eyes that will see. Make Thou the deaf to hear, the dumb to speak. Set Thou the dispirited ablaze, make Thou the heedless mindful, warn Thou the proud, awaken those who sleep.",T2P10,Selections from the Writings of ‘Abdu’l‑Bahá,79
" The withered earth brought forth immortal blooms, the dead dust woke to everlasting life","O ye loved ones of God, ye helpers of this evanescent Servant! When the Sun of Reality shed its endless bounties from the Dawning-Point of all desires, and this world of being was lit with that sacred light from pole to pole, with such intensity did it cast down its rays that it blotted out the Stygian dark forever, whereupon this earth of dust became the envy of the spheres of heaven, and this lowly place took on the state and panoply of the supernal realm. The gentle breeze of holiness blew over it, scattering abroad sweet savors; the spring winds of heaven passed by it, and over it, from the Source of all bestowals, were wafted fruitful airs that carried boundless grace. Then the bright dawn rose, and there came tidings of great joy. The divine springtime was here, pitching its tents in this contingent world, so that all creation leapt and danced. The withered earth brought forth immortal blooms, the dead dust woke to everlasting life. Then came forth flowers of mystic learning, and, bespeaking the knowledge of God, fresh greenery from the ground. The contingent world displayed God’s bounteous gifts, the visible world reflecting the glories of realms that were hidden from sight. God’s summons was proclaimed, the table of the Eternal Covenant was readied, the cup of the Testament was passed from hand to hand, the universal invitation was sent forth. Then some among the people were set afire with the wine of heaven, and some were left without a share of this greatest of bestowals. The sight and insight of some were illumined by the light of grace, and there were some who, hearing the anthems of unity, leapt for joy. There were birds that began to carol in the gardens of holiness, there were nightingales in the branches of the rose tree of heaven that raised their plaintive cries. Then were decked and adorned both the Kingdom on high and the earth below, and this world became the envy of high heaven. Yet alas, alas, the neglectful have stayed fast in their heedless sleep, and the foolish have spurned this most sacred of bestowals. The blind remain shrouded in their veils, the deaf have no share in what hath come to pass, the dead have no hopes of attaining thereto, for even as He saith: “They despair of the life to come, as the infidels despair that the dwellers in the tombs will rise again.”1",T2P12,Selections from the Writings of ‘Abdu’l‑Bahá,79
" Then came forth flowers of mystic learning, and, bespeaking the knowledge of God, fresh greenery from the ground","O ye loved ones of God, ye helpers of this evanescent Servant! When the Sun of Reality shed its endless bounties from the Dawning-Point of all desires, and this world of being was lit with that sacred light from pole to pole, with such intensity did it cast down its rays that it blotted out the Stygian dark forever, whereupon this earth of dust became the envy of the spheres of heaven, and this lowly place took on the state and panoply of the supernal realm. The gentle breeze of holiness blew over it, scattering abroad sweet savors; the spring winds of heaven passed by it, and over it, from the Source of all bestowals, were wafted fruitful airs that carried boundless grace. Then the bright dawn rose, and there came tidings of great joy. The divine springtime was here, pitching its tents in this contingent world, so that all creation leapt and danced. The withered earth brought forth immortal blooms, the dead dust woke to everlasting life. Then came forth flowers of mystic learning, and, bespeaking the knowledge of God, fresh greenery from the ground. The contingent world displayed God’s bounteous gifts, the visible world reflecting the glories of realms that were hidden from sight. God’s summons was proclaimed, the table of the Eternal Covenant was readied, the cup of the Testament was passed from hand to hand, the universal invitation was sent forth. Then some among the people were set afire with the wine of heaven, and some were left without a share of this greatest of bestowals. The sight and insight of some were illumined by the light of grace, and there were some who, hearing the anthems of unity, leapt for joy. There were birds that began to carol in the gardens of holiness, there were nightingales in the branches of the rose tree of heaven that raised their plaintive cries. Then were decked and adorned both the Kingdom on high and the earth below, and this world became the envy of high heaven. Yet alas, alas, the neglectful have stayed fast in their heedless sleep, and the foolish have spurned this most sacred of bestowals. The blind remain shrouded in their veils, the deaf have no share in what hath come to pass, the dead have no hopes of attaining thereto, for even as He saith: “They despair of the life to come, as the infidels despair that the dwellers in the tombs will rise again.”1",T2P12,Selections from the Writings of ‘Abdu’l‑Bahá,79
" Although the plentiful rains of spring, the bestowals of Heaven, pour down upon all things, they can only fructify good soil; they love not brackish ground, where no results of all the bounty can be shown","O ye beloved of ‘Abdu’l‑Bahá and ye handmaids of the Merciful! It is early morning, and the reviving winds of the Abhá Paradise are blowing over all creation, but they can stir only the pure of heart, and only the pure sense can detect their fragrance. Only the perceiving eye beholdeth the rays of the sun; only the listening ear can hear the singing of the Concourse on high. Although the plentiful rains of spring, the bestowals of Heaven, pour down upon all things, they can only fructify good soil; they love not brackish ground, where no results of all the bounty can be shown.",T8P1,Selections from the Writings of ‘Abdu’l‑Bahá,79
" They clear the head, so that a man can breathe them in and delight in their sweet fragrance","O ye friends of God! True friends are even as skilled physicians, and the Teachings of God are as healing balm, a medicine for the conscience of man. They clear the head, so that a man can breathe them in and delight in their sweet fragrance. They waken those who sleep. They bring awareness to the unheeding, and a portion to the outcast, and to the hopeless, hope.",T8P3,Selections from the Writings of ‘Abdu’l‑Bahá,79
" Make them to grow as beauteous plants in the garden of heaven, and from the full and brimming clouds of Thy bestowals and out of the deep pools of Thine abounding grace make Thou this garden to flower and keep it ever green and lustrous, ever fresh and shimmering and fair","O Lord, shower upon them all the outpourings of Thy mercy, rain down upon them all the waters of Thy grace. Make them to grow as beauteous plants in the garden of heaven, and from the full and brimming clouds of Thy bestowals and out of the deep pools of Thine abounding grace make Thou this garden to flower and keep it ever green and lustrous, ever fresh and shimmering and fair.",T8P10,Selections from the Writings of ‘Abdu’l‑Bahá,79
" Thus may each one of you be even as a candle casting its light, the center of attraction wherever people come together; and from you, as from a bed of flowers, may sweet scents be shed","To thank Him for this, make ye a mighty effort, and choose for yourselves a noble goal. Through the power of faith, obey ye the teachings of God, and let all your actions conform to His laws. Read ye The Hidden Words, ponder the inner meanings thereof, act in accord therewith. Read, with close attention, the Tablets of Ṭarázát (Ornaments), Kalimát (Words of Paradise), Tajallíyyát (Effulgences), Ishráqát (Splendors), and Bishárát (Glad Tidings), and rise up as ye are bidden in the heavenly teachings. Thus may each one of you be even as a candle casting its light, the center of attraction wherever people come together; and from you, as from a bed of flowers, may sweet scents be shed.",T17P3,Selections from the Writings of ‘Abdu’l‑Bahá,79
" For instance, the sun giveth heat, the rain nourisheth, the wind bringeth life, so that man can develop and grow","Furthermore, although all created things grow and develop, yet are they subjected to influences from without. For instance, the sun giveth heat, the rain nourisheth, the wind bringeth life, so that man can develop and grow. Thus it is clear that the human body is under influences from the outside, and that without those influences man could not grow. And likewise, those outside influences are subjected to other influences in their turn. For example, the growth and development of a human being is dependent upon the existence of water, and water is dependent upon the existence of rain, and rain is dependent upon the existence of clouds, and clouds are dependent upon the existence of the sun, which causeth land and sea to produce vapor, the condensation of vapor forming the clouds. Thus each one of these entities exerteth its influence and is likewise influenced in its turn. Inescapably then, the process leadeth to One Who influenceth all, and yet is influenced by none, thus severing the chain. The inner reality of that Being, however, is not known, although His effects are clear and evident.",T21P9,Selections from the Writings of ‘Abdu’l‑Bahá,79
 It putteth forth blossoms and leaves and luscious fruits,"Our meaning is this: the religion of God is one, and it is the educator of humankind, but still, it needs must be made new. When thou dost plant a tree, its height increaseth day by day. It putteth forth blossoms and leaves and luscious fruits. But after a long time, it doth grow old, yielding no fruitage any more. Then doth the Husbandman of Truth take up the seed from that same tree, and plant it in a pure soil; and lo, there standeth the first tree, even as it was before.",T23P4,Selections from the Writings of ‘Abdu’l‑Bahá,79
" For once a bird hath grown its wings, it remaineth on the ground no more, but soareth upward into high heaven—except for those birds that are tied by the leg, or those whose wings are broken, or mired down","Thou hast described thyself as a student in the school of spiritual progress. Fortunate art thou! If these schools of progress lead to the university of heaven, then branches of knowledge will be developed whereby humanity will look upon the tablet of existence as a scroll endlessly unfolding; and all created things will be seen upon that scroll as letters and words. Then will the different planes of meaning be learned, and then within every atom of the universe will be witnessed the signs of the oneness of God. Then will man hear the cry of the Lord of the Kingdom, and behold the confirmations of the Holy Spirit coming to succor him. Then will he feel such bliss, such ecstasy, that the wide world with its vastness will no longer contain him, and he will set out for the Kingdom of God, and hurry along to the realm of the spirit. For once a bird hath grown its wings, it remaineth on the ground no more, but soareth upward into high heaven—except for those birds that are tied by the leg, or those whose wings are broken, or mired down.",T29P2,Selections from the Writings of ‘Abdu’l‑Bahá,79
