Sentence,Text,Section,Book,Cluster
O thou daughter of the Kingdom! Thy letter dated 5 December 1918 was received,"O thou daughter of the Kingdom! Thy letter dated 5 December 1918 was received. It contained the good news that the friends of God and the maidservants of the Merciful have gathered in summer at Green Acre, have been engaged day and night in the commemoration of God, have served the oneness of the world of humanity, have shown love to all religions, have remained aloof from every religious prejudice and have been kind to all people. The divine religions must be the cause of oneness among men, and the means of unity and love; they must promulgate universal peace, free man from every prejudice, bestow joy and gladness, exercise kindness to all men and do away with every difference and distinction. Just as Bahá’u’lláh addressing the world of humanity saith: “O people! Ye are the fruits of one tree and the leaves of one branch.” At most it is this, that some souls are ignorant, they must be educated; some are sick, they must be healed; some are still of tender age, they must be helped to attain maturity, and the utmost kindness must be shown to them. This is the conduct of the people of Bahá.",T13P1,Selections from the Writings of ‘Abdu’l‑Bahá,80
O maidservant of God! Thy letter dated 9 December 1918 was received,"O maidservant of God! Thy letter dated 9 December 1918 was received. Its contents were noted. Never lose thy trust in God. Be thou ever hopeful, for the bounties of God never cease to flow upon man. If viewed from one perspective they seem to decrease, but from another they are full and complete. Man is under all conditions immersed in a sea of God’s blessings. Therefore, be thou not hopeless under any circumstances, but rather be firm in thy hope.",T178P1,Selections from the Writings of ‘Abdu’l‑Bahá,80
"The letters which ye sent during the war were not received, but a letter dated February 11th, 1916, has just come to hand, and immediately an answer is being written","The letters which ye sent during the war were not received, but a letter dated February 11th, 1916, has just come to hand, and immediately an answer is being written. Your intention deserves a thousand praises, because you are serving the world of humanity, and this is conducive to the happiness and welfare of all. This recent war has proved to the world and the people that war is destruction while universal peace is construction; war is death while peace is life; war is rapacity and bloodthirstiness while peace is beneficence and humaneness; war is an appurtenance of the world of nature while peace is of the foundation of the religion of God; war is darkness upon darkness while peace is heavenly light; war is the destroyer of the edifice of mankind while peace is the everlasting life of the world of humanity; war is like a devouring wolf while peace is like the angels of heaven; war is the struggle for existence while peace is mutual aid and cooperation among the peoples of the world and the cause of the good pleasure of the True One in the heavenly realm.",T227P2,Selections from the Writings of ‘Abdu’l‑Bahá,80
O respected personage! Thy second letter dated 19 December 1918 was received,"O respected personage! Thy second letter dated 19 December 1918 was received. It was the cause of great joy and gladness, for it showed thy firmness and steadfastness in the Covenant and Testament and thy yearning to raise the call of the Kingdom of God. Today the call of the Kingdom is the magnetic power which draweth to itself the world of mankind, for capacity in men is great. Divine teachings constitute the spirit of this age, nay rather the sun of this age. Every soul must endeavor that the veils that cover men’s eyes may be torn asunder and that instantly the sun may be seen and that heart and sight may be illumined thereby.",T230P1,Selections from the Writings of ‘Abdu’l‑Bahá,80
"
First Tablet to The Hague
17 December 1919
O ye esteemed ones who are pioneers among the well-wishers of the world of humanity!1","
First Tablet to The Hague
17 December 1919
O ye esteemed ones who are pioneers among the well-wishers of the world of humanity!1",header-1,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1,80
"The letters which ye sent during the war were not received, but a letter dated February 11th, 1916, has just come to hand, and immediately an answer is being written","The letters which ye sent during the war were not received, but a letter dated February 11th, 1916, has just come to hand, and immediately an answer is being written. Your intention deserves a thousand praises, because you are serving the world of humanity, and this is conducive to the happiness and welfare of all. This recent war has proved to the world and the people that war is destruction while universal peace is construction; war is death while peace is life; war is rapacity and bloodthirstiness while peace is beneficence and humaneness; war is an appurtenance of the world of nature while peace is of the foundation of the religion of God; war is darkness upon darkness while peace is heavenly light; war is the destroyer of the edifice of mankind while peace is the everlasting life of the world of humanity; war is like a devouring wolf while peace is like the angels of heaven; war is the struggle for existence while peace is mutual aid and cooperation among the peoples of the world and the cause of the good pleasure of the True One in the heavenly realm.",T1P1,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1,80
"
Second Tablet to The Hague
1 July 1920
To the esteemed members of the Executive Committee of the Central Organization for a Durable Peace","
Second Tablet to The Hague
1 July 1920
To the esteemed members of the Executive Committee of the Central Organization for a Durable Peace",header-2,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 2,80
"Your reply, dated 12 June 1920, to my letter was received with the utmost gratitude","Your reply, dated 12 June 1920, to my letter was received with the utmost gratitude. God be praised, it testified to the unity of thought and purpose that existeth between us and you, and expressed sentiments of the heart that bear the hallmark of sincere affection.",T2P1,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 2,80
" Dyer
1937 Thirteenth Street, NW, Washington, D","24 April 1912
Talk at Home of Mrs. Andrew J. Dyer
1937 Thirteenth Street, NW, Washington, D.C.
Notes by Joseph H. Hannen",header-23,Promulagation of World Peace,80
" Dyer
1937 Thirteenth Street, NW, Washington, D","
Talk at Home of Mrs. Andrew J. Dyer
1937 Thirteenth Street, NW, Washington, D.C.
Notes by Joseph H. Hannen
A meeting such as this seems like a beautiful cluster of precious jewels—pearls, rubies, diamonds, sapphires. It is a source of joy and delight. Whatever is conducive to the unity of the world of mankind is most acceptable and praiseworthy; whatever is the cause of discord and disunion is saddening and deplorable. Consider the significance of unity and harmony.",T23P1,Promulagation of World Peace,80
