Sentence,Text,Section,Book,Cluster
" See ye no strangers; rather see all men as friends, for love and unity come hard when ye fix your gaze on otherness","O ye lovers of this wronged one! Cleanse ye your eyes, so that ye behold no man as different from yourselves. See ye no strangers; rather see all men as friends, for love and unity come hard when ye fix your gaze on otherness. And in this new and wondrous age, the Holy Writings say that we must be at one with every people; that we must see neither harshness nor injustice, neither malevolence, nor hostility, nor hate, but rather turn our eyes toward the heaven of ancient glory. For each of the creatures is a sign of God, and it was by the grace of the Lord and His power that each did step into the world; therefore they are not strangers, but in the family; not aliens, but friends, and to be treated as such.",T8P7,Selections from the Writings of ‘Abdu’l‑Bahá,59
"Wherefore must the loved ones of God associate in affectionate fellowship with stranger and friend alike, showing forth to all the utmost loving-kindness, disregarding the degree of their capacity, never asking whether they deserve to be loved","Wherefore must the loved ones of God associate in affectionate fellowship with stranger and friend alike, showing forth to all the utmost loving-kindness, disregarding the degree of their capacity, never asking whether they deserve to be loved. In every instance let the friends be considerate and infinitely kind. Let them never be defeated by the malice of the people, by their aggression and their hate, no matter how intense. If others hurl their darts against you, offer them milk and honey in return; if they poison your lives, sweeten their souls; if they injure you, teach them how to be comforted; if they inflict a wound upon you, be a balm to their sores; if they sting you, hold to their lips a refreshing cup.",T8P8,Selections from the Writings of ‘Abdu’l‑Bahá,59
" Love is the cause of God’s revelation unto man, the vital bond inherent, in accordance with the divine creation, in the realities of things","Know thou of a certainty that Love is the secret of God’s holy Dispensation, the manifestation of the All-Merciful, the fountain of spiritual outpourings. Love is heaven’s kindly light, the Holy Spirit’s eternal breath that vivifieth the human soul. Love is the cause of God’s revelation unto man, the vital bond inherent, in accordance with the divine creation, in the realities of things. Love is the one means that ensureth true felicity both in this world and the next. Love is the light that guideth in darkness, the living link that uniteth God with man, that assureth the progress of every illumined soul. Love is the most great law that ruleth this mighty and heavenly cycle, the unique power that bindeth together the divers elements of this material world, the supreme magnetic force that directeth the movements of the spheres in the celestial realms. Love revealeth with unfailing and limitless power the mysteries latent in the universe. Love is the spirit of life unto the adorned body of mankind, the establisher of true civilization in this mortal world, and the shedder of imperishable glory upon every high-aiming race and nation.",T12P1,Selections from the Writings of ‘Abdu’l‑Bahá,59
 Love is the one means that ensureth true felicity both in this world and the next,"Know thou of a certainty that Love is the secret of God’s holy Dispensation, the manifestation of the All-Merciful, the fountain of spiritual outpourings. Love is heaven’s kindly light, the Holy Spirit’s eternal breath that vivifieth the human soul. Love is the cause of God’s revelation unto man, the vital bond inherent, in accordance with the divine creation, in the realities of things. Love is the one means that ensureth true felicity both in this world and the next. Love is the light that guideth in darkness, the living link that uniteth God with man, that assureth the progress of every illumined soul. Love is the most great law that ruleth this mighty and heavenly cycle, the unique power that bindeth together the divers elements of this material world, the supreme magnetic force that directeth the movements of the spheres in the celestial realms. Love revealeth with unfailing and limitless power the mysteries latent in the universe. Love is the spirit of life unto the adorned body of mankind, the establisher of true civilization in this mortal world, and the shedder of imperishable glory upon every high-aiming race and nation.",T12P1,Selections from the Writings of ‘Abdu’l‑Bahá,59
" Love is the light that guideth in darkness, the living link that uniteth God with man, that assureth the progress of every illumined soul","Know thou of a certainty that Love is the secret of God’s holy Dispensation, the manifestation of the All-Merciful, the fountain of spiritual outpourings. Love is heaven’s kindly light, the Holy Spirit’s eternal breath that vivifieth the human soul. Love is the cause of God’s revelation unto man, the vital bond inherent, in accordance with the divine creation, in the realities of things. Love is the one means that ensureth true felicity both in this world and the next. Love is the light that guideth in darkness, the living link that uniteth God with man, that assureth the progress of every illumined soul. Love is the most great law that ruleth this mighty and heavenly cycle, the unique power that bindeth together the divers elements of this material world, the supreme magnetic force that directeth the movements of the spheres in the celestial realms. Love revealeth with unfailing and limitless power the mysteries latent in the universe. Love is the spirit of life unto the adorned body of mankind, the establisher of true civilization in this mortal world, and the shedder of imperishable glory upon every high-aiming race and nation.",T12P1,Selections from the Writings of ‘Abdu’l‑Bahá,59
 Love revealeth with unfailing and limitless power the mysteries latent in the universe,"Know thou of a certainty that Love is the secret of God’s holy Dispensation, the manifestation of the All-Merciful, the fountain of spiritual outpourings. Love is heaven’s kindly light, the Holy Spirit’s eternal breath that vivifieth the human soul. Love is the cause of God’s revelation unto man, the vital bond inherent, in accordance with the divine creation, in the realities of things. Love is the one means that ensureth true felicity both in this world and the next. Love is the light that guideth in darkness, the living link that uniteth God with man, that assureth the progress of every illumined soul. Love is the most great law that ruleth this mighty and heavenly cycle, the unique power that bindeth together the divers elements of this material world, the supreme magnetic force that directeth the movements of the spheres in the celestial realms. Love revealeth with unfailing and limitless power the mysteries latent in the universe. Love is the spirit of life unto the adorned body of mankind, the establisher of true civilization in this mortal world, and the shedder of imperishable glory upon every high-aiming race and nation.",T12P1,Selections from the Writings of ‘Abdu’l‑Bahá,59
" Love is the spirit of life unto the adorned body of mankind, the establisher of true civilization in this mortal world, and the shedder of imperishable glory upon every high-aiming race and nation","Know thou of a certainty that Love is the secret of God’s holy Dispensation, the manifestation of the All-Merciful, the fountain of spiritual outpourings. Love is heaven’s kindly light, the Holy Spirit’s eternal breath that vivifieth the human soul. Love is the cause of God’s revelation unto man, the vital bond inherent, in accordance with the divine creation, in the realities of things. Love is the one means that ensureth true felicity both in this world and the next. Love is the light that guideth in darkness, the living link that uniteth God with man, that assureth the progress of every illumined soul. Love is the most great law that ruleth this mighty and heavenly cycle, the unique power that bindeth together the divers elements of this material world, the supreme magnetic force that directeth the movements of the spheres in the celestial realms. Love revealeth with unfailing and limitless power the mysteries latent in the universe. Love is the spirit of life unto the adorned body of mankind, the establisher of true civilization in this mortal world, and the shedder of imperishable glory upon every high-aiming race and nation.",T12P1,Selections from the Writings of ‘Abdu’l‑Bahá,59
" So far as ye are able, ignite a candle of love in every meeting, and with tenderness rejoice and cheer ye every heart","Act in accordance with the counsels of the Lord: that is, rise up in such wise, and with such qualities, as to endow the body of this world with a living soul, and to bring this young child, humanity, to the stage of adulthood. So far as ye are able, ignite a candle of love in every meeting, and with tenderness rejoice and cheer ye every heart. Care for the stranger as for one of your own; show to alien souls the same loving kindness ye bestow upon your faithful friends. Should any come to blows with you, seek to be friends with him; should any stab you to the heart, be ye a healing salve unto his sores; should any taunt and mock at you, meet him with love. Should any heap his blame upon you, praise ye him; should he offer you a deadly poison, give him the choicest honey in exchange; and should he threaten your life, grant him a remedy that will heal him evermore. Should he be pain itself, be ye his medicine; should he be thorns, be ye his roses and sweet herbs. Perchance such ways and words from you will make this darksome world turn bright at last; will make this dusty earth turn heavenly, this devilish prison place become a royal palace of the Lord—so that war and strife will pass and be no more, and love and trust will pitch their tents on the summits of the world. Such is the essence of God’s admonitions; such in sum are the teachings for the Dispensation of Bahá.",T16P5,Selections from the Writings of ‘Abdu’l‑Bahá,59
 Care for the stranger as for one of your own; show to alien souls the same loving kindness ye bestow upon your faithful friends,"Act in accordance with the counsels of the Lord: that is, rise up in such wise, and with such qualities, as to endow the body of this world with a living soul, and to bring this young child, humanity, to the stage of adulthood. So far as ye are able, ignite a candle of love in every meeting, and with tenderness rejoice and cheer ye every heart. Care for the stranger as for one of your own; show to alien souls the same loving kindness ye bestow upon your faithful friends. Should any come to blows with you, seek to be friends with him; should any stab you to the heart, be ye a healing salve unto his sores; should any taunt and mock at you, meet him with love. Should any heap his blame upon you, praise ye him; should he offer you a deadly poison, give him the choicest honey in exchange; and should he threaten your life, grant him a remedy that will heal him evermore. Should he be pain itself, be ye his medicine; should he be thorns, be ye his roses and sweet herbs. Perchance such ways and words from you will make this darksome world turn bright at last; will make this dusty earth turn heavenly, this devilish prison place become a royal palace of the Lord—so that war and strife will pass and be no more, and love and trust will pitch their tents on the summits of the world. Such is the essence of God’s admonitions; such in sum are the teachings for the Dispensation of Bahá.",T16P5,Selections from the Writings of ‘Abdu’l‑Bahá,59
" Since ye are lovers of the Abhá Beauty, ye also must, for His love’s sake, incur the peoples’ blame, and all that befell those of a former age must likewise befall you","And now, O thou honored man who hath hearkened unto the Great Announcement, rise up to serve the Cause of God with the resistless power of the Abhá Kingdom and the breaths that blow from the spirit of the Company on high. Grieve thou not over what the Pharisees, and the purveyors of false rumors among writers for the press, are saying of Bahá. Call thou to mind the days of Christ, and the afflictions heaped upon Him by the people, and all the torments and tribulations inflicted upon His disciples. Since ye are lovers of the Abhá Beauty, ye also must, for His love’s sake, incur the peoples’ blame, and all that befell those of a former age must likewise befall you. Then will the faces of the chosen be alight with the splendors of the Kingdom of God, and will shine down the ages, yea, down all the cycles of time, while the deniers shall remain in their manifest loss. It will be even as was said by the Lord Christ: they shall persecute you for My name’s sake.",T19P4,Selections from the Writings of ‘Abdu’l‑Bahá,59
