Sentence,Text,Section,Book,Cluster
 In every instance let the friends be considerate and infinitely kind,"Wherefore must the loved ones of God associate in affectionate fellowship with stranger and friend alike, showing forth to all the utmost loving-kindness, disregarding the degree of their capacity, never asking whether they deserve to be loved. In every instance let the friends be considerate and infinitely kind. Let them never be defeated by the malice of the people, by their aggression and their hate, no matter how intense. If others hurl their darts against you, offer them milk and honey in return; if they poison your lives, sweeten their souls; if they injure you, teach them how to be comforted; if they inflict a wound upon you, be a balm to their sores; if they sting you, hold to their lips a refreshing cup.",T8P8,Selections from the Writings of ‘Abdu’l‑Bahá,38
" Love is the most great law that ruleth this mighty and heavenly cycle, the unique power that bindeth together the divers elements of this material world, the supreme magnetic force that directeth the movements of the spheres in the celestial realms","Know thou of a certainty that Love is the secret of God’s holy Dispensation, the manifestation of the All-Merciful, the fountain of spiritual outpourings. Love is heaven’s kindly light, the Holy Spirit’s eternal breath that vivifieth the human soul. Love is the cause of God’s revelation unto man, the vital bond inherent, in accordance with the divine creation, in the realities of things. Love is the one means that ensureth true felicity both in this world and the next. Love is the light that guideth in darkness, the living link that uniteth God with man, that assureth the progress of every illumined soul. Love is the most great law that ruleth this mighty and heavenly cycle, the unique power that bindeth together the divers elements of this material world, the supreme magnetic force that directeth the movements of the spheres in the celestial realms. Love revealeth with unfailing and limitless power the mysteries latent in the universe. Love is the spirit of life unto the adorned body of mankind, the establisher of true civilization in this mortal world, and the shedder of imperishable glory upon every high-aiming race and nation.",T12P1,Selections from the Writings of ‘Abdu’l‑Bahá,38
 Thus no importance should be attached to it,"O thou possessor of a seeing heart! Although, materially speaking, thou art deprived of physical sight, yet, praise be to God, spiritual insight is thine. Thy heart seeth and thy spirit heareth. Bodily sight is subject to a thousand maladies and assuredly will ultimately be lost. Thus no importance should be attached to it. But the sight of the heart is illumined. It discerneth and discovereth the divine Kingdom. It is everlasting and eternal. Praise God, therefore, that the sight of thy heart is illumined, and the hearing of thy mind responsive.",T18P1,Selections from the Writings of ‘Abdu’l‑Bahá,38
" The mind force—whether we call it preexistent or contingent—doth direct and coordinate all the members of the human body, seeing to it that each part or member duly performeth its own special function","And each one of these members hath its own special function. The mind force—whether we call it preexistent or contingent—doth direct and coordinate all the members of the human body, seeing to it that each part or member duly performeth its own special function. If, however, there be some interruption in the power of the mind, all the members will fail to carry out their essential functions, deficiencies will appear in the body and the functioning of its members, and the power will prove ineffective.",T21P7,Selections from the Writings of ‘Abdu’l‑Bahá,38
" If, however, there be some interruption in the power of the mind, all the members will fail to carry out their essential functions, deficiencies will appear in the body and the functioning of its members, and the power will prove ineffective","And each one of these members hath its own special function. The mind force—whether we call it preexistent or contingent—doth direct and coordinate all the members of the human body, seeing to it that each part or member duly performeth its own special function. If, however, there be some interruption in the power of the mind, all the members will fail to carry out their essential functions, deficiencies will appear in the body and the functioning of its members, and the power will prove ineffective.",T21P7,Selections from the Writings of ‘Abdu’l‑Bahá,38
"Furthermore, although all created things grow and develop, yet are they subjected to influences from without","Furthermore, although all created things grow and develop, yet are they subjected to influences from without. For instance, the sun giveth heat, the rain nourisheth, the wind bringeth life, so that man can develop and grow. Thus it is clear that the human body is under influences from the outside, and that without those influences man could not grow. And likewise, those outside influences are subjected to other influences in their turn. For example, the growth and development of a human being is dependent upon the existence of water, and water is dependent upon the existence of rain, and rain is dependent upon the existence of clouds, and clouds are dependent upon the existence of the sun, which causeth land and sea to produce vapor, the condensation of vapor forming the clouds. Thus each one of these entities exerteth its influence and is likewise influenced in its turn. Inescapably then, the process leadeth to One Who influenceth all, and yet is influenced by none, thus severing the chain. The inner reality of that Being, however, is not known, although His effects are clear and evident.",T21P9,Selections from the Writings of ‘Abdu’l‑Bahá,38
" Inescapably then, the process leadeth to One Who influenceth all, and yet is influenced by none, thus severing the chain","Furthermore, although all created things grow and develop, yet are they subjected to influences from without. For instance, the sun giveth heat, the rain nourisheth, the wind bringeth life, so that man can develop and grow. Thus it is clear that the human body is under influences from the outside, and that without those influences man could not grow. And likewise, those outside influences are subjected to other influences in their turn. For example, the growth and development of a human being is dependent upon the existence of water, and water is dependent upon the existence of rain, and rain is dependent upon the existence of clouds, and clouds are dependent upon the existence of the sun, which causeth land and sea to produce vapor, the condensation of vapor forming the clouds. Thus each one of these entities exerteth its influence and is likewise influenced in its turn. Inescapably then, the process leadeth to One Who influenceth all, and yet is influenced by none, thus severing the chain. The inner reality of that Being, however, is not known, although His effects are clear and evident.",T21P9,Selections from the Writings of ‘Abdu’l‑Bahá,38
"When ye consider this matter with care, it will become apparent that this is according to a universal law, which one can find at work in all things: the whole attracteth the part, and in the circle, the center is the pivot of the compasses","When ye consider this matter with care, it will become apparent that this is according to a universal law, which one can find at work in all things: the whole attracteth the part, and in the circle, the center is the pivot of the compasses. Ponder thou upon the Spirit:1 because He was the focal center of spiritual power, the wellspring of divine bounties, although at the beginning He gathered unto Himself only a very few souls, later on He was able, because of that all-subduing power that He had, to unite within the sheltering Tabernacle of Christendom all the differing sects. Compare the present with the past, and see how great is the difference; thus canst thou arrive at truth and certitude.",T31P4,Selections from the Writings of ‘Abdu’l‑Bahá,38
" In short, whatsoever thing is arranged in harmony and with love and purity of motive, its result is light, and should the least trace of estrangement prevail the result shall be darkness upon darkness","The first condition is absolute love and harmony amongst the members of the assembly. They must be wholly free from estrangement and must manifest in themselves the Unity of God, for they are the waves of one sea, the drops of one river, the stars of one heaven, the rays of one sun, the trees of one orchard, the flowers of one garden. Should harmony of thought and absolute unity be nonexistent, that gathering shall be dispersed and that assembly be brought to naught. The second condition is that the members of the assembly should unitedly elect a chairman and lay down guidelines and bylaws for their meetings and discussions. The chairman should have charge of such rules and regulations and protect and enforce them; the other members should be submissive, and refrain from conversing on superfluous and extraneous matters. They must, when coming together, turn their faces to the Kingdom on high and ask aid from the Realm of Glory. They must then proceed with the utmost devotion, courtesy, dignity, care and moderation to express their views. They must in every matter search out the truth and not insist upon their own opinion, for stubbornness and persistence in one’s views will lead ultimately to discord and wrangling and the truth will remain hidden. The honored members must with all freedom express their own thoughts, and it is in no wise permissible for one to belittle the thought of another, nay, he must with moderation set forth the truth, and should differences of opinion arise a majority of voices must prevail, and all must obey and submit to the majority. It is again not permitted that any one of the honored members object to or censure, whether in or out of the meeting, any decision arrived at previously, though that decision be not right, for such criticism would prevent any decision from being enforced. In short, whatsoever thing is arranged in harmony and with love and purity of motive, its result is light, and should the least trace of estrangement prevail the result shall be darkness upon darkness.… If this be so regarded, that assembly shall be of God, but otherwise it shall lead to coolness and alienation that proceed from the Evil One.… Should they endeavor to fulfill these conditions the Grace of the Holy Spirit shall be vouchsafed unto them, and that assembly shall become the center of the Divine blessings, the hosts of Divine confirmation shall come to their aid, and they shall day by day receive a new effusion of Spirit.",T45P1,Selections from the Writings of ‘Abdu’l‑Bahá,38
 Thus is it necessary to focus one’s thinking on a single point so that it will become an effective force,"One cannot obtain the full force of the sunlight when it is cast on a flat mirror, but once the sun shineth upon a concave mirror, or on a lens that is convex, all its heat will be concentrated on a single point, and that one point will burn the hottest. Thus is it necessary to focus one’s thinking on a single point so that it will become an effective force.",T73P2,Selections from the Writings of ‘Abdu’l‑Bahá,38
