Sentence,Text,Section,Book,Cluster
"Verily art Thou the Helper, the Sustainer, the Exalted, the Most Generous","Verily art Thou the Helper, the Sustainer, the Exalted, the Most Generous.",T2P5,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Verily art Thou the Mighty, the Powerful, the Strong, the All-Encompassing, the One Who hath dominion over all that is","Verily art Thou the Mighty, the Powerful, the Strong, the All-Encompassing, the One Who hath dominion over all that is.",T2P9,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Thou art the Mighty, Thou art the Bestower, Thou art the Loving","Thou art the Mighty, Thou art the Bestower, Thou art the Loving. Verily Thou art the Beneficent, the Most Exalted.",T2P11,Selections from the Writings of ‘Abdu’l‑Bahá,51
" Verily Thou art the Beneficent, the Most Exalted","Thou art the Mighty, Thou art the Bestower, Thou art the Loving. Verily Thou art the Beneficent, the Most Exalted.",T2P11,Selections from the Writings of ‘Abdu’l‑Bahá,51
" Verily Thou art the Strong, the Powerful, the Mighty, the All-Subduing, the Ever-Giving","O God, my God! Aid Thou Thy trusted servants to have loving and tender hearts. Help them to spread, amongst all the nations of the earth, the light of guidance that cometh from the Company on high. Verily Thou art the Strong, the Powerful, the Mighty, the All-Subduing, the Ever-Giving. Verily Thou art the Generous, the Gentle, the Tender, the Most Bountiful.",T7P6,Selections from the Writings of ‘Abdu’l‑Bahá,51
" Verily Thou art the Generous, the Gentle, the Tender, the Most Bountiful","O God, my God! Aid Thou Thy trusted servants to have loving and tender hearts. Help them to spread, amongst all the nations of the earth, the light of guidance that cometh from the Company on high. Verily Thou art the Strong, the Powerful, the Mighty, the All-Subduing, the Ever-Giving. Verily Thou art the Generous, the Gentle, the Tender, the Most Bountiful.",T7P6,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Thou art verily the Mighty, the Exalted, the Powerful, He Who alone, in the heavens and on the earth, abideth unchanged","Thou art verily the Mighty, the Exalted, the Powerful, He Who alone, in the heavens and on the earth, abideth unchanged. There is none other God save Thee, the Lord of manifest tokens and signs.",T8P11,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Thou art the Giver, the Bestower, the Ever-Loving","Thou art the Giver, the Bestower, the Ever-Loving.",T17P10,Selections from the Writings of ‘Abdu’l‑Bahá,51
" Verily art Thou the Answerer of prayers, and Thou art the Clement, the Merciful","Remind them of these words and say unto them: “Verily did the Pharisees rise up against Messiah, despite the bright beauty of His face and all His comeliness, and they cried out that He was not Messiah [Masíḥ] but a monster [Masíkh], because He had claimed to be Almighty God, the sovereign Lord of all, and told them, ‘I am God’s Son, and verily in the inmost being of His only Son, His mighty Ward, clearly revealed with all His attributes, all His perfections, standeth the Father.’ This, they said, was open blasphemy and slander against the Lord according to the clear and irrefutable texts of the Old Testament. Therefore they passed the sentence upon Him, decreeing that His blood be shed, and they hanged Him on the cross, where He cried out, ‘O My beloved Lord, how long wilt Thou abandon Me to them? Lift Me up unto Thee, shelter Me close to Thee, make Me a dwelling by Thy throne of glory. Verily art Thou the Answerer of prayers, and Thou art the Clement, the Merciful. O My Lord! Verily this world with all its vastness can no longer contain Me, and I love this cross, out of love for Thy beauty, and yearning for Thy realm on high, and because of this fire, fanned by the gusts of Thy holiness, aflame within My heart. Help me, O Lord, to ascend unto Thee, sustain Me that I may reach unto Thy sacred Threshold, O My loving Lord! Verily Thou art the Merciful, the Possessor of great bounty! Verily Thou art the Generous! Verily Thou art the Compassionate! Verily Thou art the All-Knowing! There is none other God save Thee, the Mighty, the Powerful!’”",T19P5,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Verily, Thou art the Mighty, the Powerful, the Protector, the Strong, the Beneficent! Verily, Thou art the Lord of all mercies!","Verily, Thou art the Mighty, the Powerful, the Protector, the Strong, the Beneficent! Verily, Thou art the Lord of all mercies!",T19P18,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Thou art the Mighty, the Powerful, and Thou art the God of strength, the Omnipotent, the All-Seeing","Thou art the Mighty, the Powerful, and Thou art the God of strength, the Omnipotent, the All-Seeing.",T35P18,Selections from the Writings of ‘Abdu’l‑Bahá,51
" Thou art the Gracious, the Bountiful, the Bestower, the Almighty, the Merciful, the Compassionate","O God, my God! We are servants of Thine that have turned with devotion to Thy Holy Face, that have detached ourselves from all besides Thee in this glorious Day. We have gathered in this Spiritual Assembly, united in our views and thoughts, with our purposes harmonized to exalt Thy Word amidst mankind. O Lord, our God! Make us the signs of Thy Divine Guidance, the Standards of Thine exalted Faith amongst men, servants to Thy mighty Covenant, O Thou our Lord Most High, manifestations of Thy Divine Unity in Thine Abhá Kingdom, and resplendent stars shining upon all regions. Lord! Aid us to become seas surging with the billows of Thy wondrous Grace, streams flowing from Thine all-glorious Heights, goodly fruits upon the Tree of Thy heavenly Cause, trees waving through the breezes of Thy Bounty in Thy celestial Vineyard. O God! Make our souls dependent upon the Verses of Thy Divine Unity, our hearts cheered with the outpourings of Thy Grace, that we may unite even as the waves of one sea and become merged together as the rays of Thine effulgent Light; that our thoughts, our views, our feelings may become as one reality, manifesting the spirit of union throughout the world. Thou art the Gracious, the Bountiful, the Bestower, the Almighty, the Merciful, the Compassionate.",T42P5,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Verily art Thou the Generous, the Ever-Bestowing","Verily art Thou the Generous, the Ever-Bestowing.",T61P2,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Verily, Thou art the Omnipotent and the Almighty!","Verily, Thou art the Omnipotent and the Almighty!",T68P11,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Verily Thou art the Generous, verily Thou art the Almighty, verily Thou art the Compassionate, the All-Merciful","Verily Thou art the Generous, verily Thou art the Almighty, verily Thou art the Compassionate, the All-Merciful.",T87P4,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Verily Thou art the Precious, the Ever-Bestowing, the Open of Hand","Verily Thou art the Precious, the Ever-Bestowing, the Open of Hand.",T90P4,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Thou art verily the Powerful, the Ever-Giving, the Able, the Omnipotent","Thou art verily the Powerful, the Ever-Giving, the Able, the Omnipotent.",T146P11,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Verily, Thou art the Generous, the Powerful, the Forgiver and the Bestower","Verily, Thou art the Generous, the Powerful, the Forgiver and the Bestower.",T165P3,Selections from the Writings of ‘Abdu’l‑Bahá,51
 Blessed art thou to be favored with His divine bestowals,Happy art thou to have obtained so heavenly a gift. Blessed art thou to be favored with His divine bestowals.,T177P2,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Thou art verily the Mighty, the Powerful","Thou art verily the Mighty, the Powerful. Thou art verily the Clement, the Compassionate.",T188P23,Selections from the Writings of ‘Abdu’l‑Bahá,51
" Thou art verily the Clement, the Compassionate","Thou art verily the Mighty, the Powerful. Thou art verily the Clement, the Compassionate.",T188P23,Selections from the Writings of ‘Abdu’l‑Bahá,51
Verily Thou art He of abounding grace,"Verily Thou art He of abounding grace. There is none other God save Thee, the Mighty, the Powerful, the Ever-Bestowing.",T190P4,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Thou art the Mighty, the Powerful","Thou art the Mighty, the Powerful. Thou art the Knower, the Seer, the Hearer.",T190P12,Selections from the Writings of ‘Abdu’l‑Bahá,51
" Thou art the Knower, the Seer, the Hearer","Thou art the Mighty, the Powerful. Thou art the Knower, the Seer, the Hearer.",T190P12,Selections from the Writings of ‘Abdu’l‑Bahá,51
" Thou art the Powerful, the Able, the Knower, the Seer; and verily Thou art the Generous, and verily Thou art the All-Merciful, and verily Thou art the Ever-Forgiving, He to Whom repentance is due, He Who forgiveth even the most grievous of sins","O Thou Provider, O Thou Forgiver! Grant us Thy grace and loving-kindness, Thy gifts and Thy bestowals, and sustain us, that we may attain our goal. Thou art the Powerful, the Able, the Knower, the Seer; and verily Thou art the Generous, and verily Thou art the All-Merciful, and verily Thou art the Ever-Forgiving, He to Whom repentance is due, He Who forgiveth even the most grievous of sins.",T193P15,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Thou art verily the Generous, the Forgiving","Thou art verily the Generous, the Forgiving.",T203P4,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Verily, art Thou the Giving, the Forgiving, the Ever-Bestowing","Verily, art Thou the Giving, the Forgiving, the Ever-Bestowing. Verily, art Thou the Merciful, the Compassionate.",T206P5,Selections from the Writings of ‘Abdu’l‑Bahá,51
" Verily, art Thou the Merciful, the Compassionate","Verily, art Thou the Giving, the Forgiving, the Ever-Bestowing. Verily, art Thou the Merciful, the Compassionate.",T206P5,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Verily art Thou the Invincible, the Almighty, the All-Powerful","Verily art Thou the Invincible, the Almighty, the All-Powerful.",T206P17,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Verily Thou art the Generous, verily Thou art the Merciful! There is none other God save Thee, the Clement, the Pitiful, the Ancient of Days!","Verily Thou art the Generous, verily Thou art the Merciful! There is none other God save Thee, the Clement, the Pitiful, the Ancient of Days!",T218P18,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Verily, Thou art the Sustainer, the Helper, the Generous, the Bountiful, the Ever-Bestowing","Verily, Thou art the Sustainer, the Helper, the Generous, the Bountiful, the Ever-Bestowing.",T235P3,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Verily art Thou the Generous, the Ever-Giving, the Precious, the Most Bountiful","Verily art Thou the Generous, the Ever-Giving, the Precious, the Most Bountiful. There is none other God but Thee, the Mighty, the Powerful, the Exalted, the Victorious.",T236P3,Selections from the Writings of ‘Abdu’l‑Bahá,51
"Thou art the Bestower, the Pitiful, the Most Bountiful, the Gracious, the Merciful, the Compassionate","Thou art the Bestower, the Pitiful, the Most Bountiful, the Gracious, the Merciful, the Compassionate.",T237P7,Selections from the Writings of ‘Abdu’l‑Bahá,51
" Potent art Thou to do what pleaseth Thee, and in Thy grasp are the reins of all that are in heaven and on earth","“I beseech Thee, this very moment, by the mysteries of Thy Book, and by the things hid in Thy knowledge, and by the pearls that lie concealed within the shells of the ocean of Thy mercy, to reckon me among such as Thou didst mention in Thy Book and describe in Thy Tablets. Hast Thou decreed for me, O my God, any joy after this tribulation, or any relief to succeed this affliction, or any ease to follow this trouble? Alas, alas! Thou hast ordained that every pulpit be set apart for Thy mention, and for the glorification of Thy Word, and the revelation of Thy Cause, but I have ascended it to proclaim the violation of Thy Covenant, and have spoken unto Thy servants such words as have caused the dwellers of the Tabernacles of Thy majesty and the denizens of the Cities of Thy wisdom to lament. How often hast Thou sent down the food of Thine utterance out of the heaven of Thy bounty, and I denied it; and how numerous the occasions on which Thou hast summoned me to the soft flowing waters of Thy mercy, and I have chosen to turn away therefrom, by reason of my having followed my own wish and desire! By Thy glory! I know not for which sin to beg Thy forgiveness and implore Thy pardon, nor from which of mine iniquities to turn aside unto the Court of Thy bounteousness and the Sanctuary of Thy favor. Such are my sins and trespasses that no man can number them, nor pen describe them. I implore Thee, O Thou that turnest darkness into light, and revealest Thy mysteries on the Sinai of Thy Revelation, to aid me, at all times, to put my trust in Thee, and to commit mine affairs unto Thy care. Make me, then, O my God, content with that which the finger of Thy decree hath traced, and the pen of Thy ordinance hath written. Potent art Thou to do what pleaseth Thee, and in Thy grasp are the reins of all that are in heaven and on earth. No God is there but Thee, the All-knowing, the All-Wise.”",P8,epistle-to-the-son-of-the-wolf,51
" Everything Thou doest is pure justice, nay, the very essence of grace","“My God, the Object of my adoration, the Goal of my desire, the All-Bountiful, the Most Compassionate! All life is of Thee, and all power lieth within the grasp of Thine omnipotence. Whosoever Thou exaltest is raised above the angels, and attaineth the station: ‘Verily, We uplifted him to a place on high!’; and whosoever Thou dost abase is made lower than dust, nay, less than nothing. O Divine Providence! Though wicked, sinful, and intemperate, we still seek from Thee a ‘seat of truth,’ and long to behold the countenance of the Omnipotent King. It is Thine to command, and all sovereignty belongeth to Thee, and the realm of might boweth before Thy behest. Everything Thou doest is pure justice, nay, the very essence of grace. One gleam from the splendors of Thy Name, the All-Merciful, sufficeth to banish and blot out every trace of sinfulness from the world, and a single breath from the breezes of the Day of Thy Revelation is enough to adorn all mankind with a fresh attire. Vouchsafe Thy strength, O Almighty One, unto Thy weak creatures, and quicken them who are as dead, that haply they may find Thee, and may be led unto the ocean of Thy guidance, and may remain steadfast in Thy Cause. Should the fragrance of Thy praise be shed abroad by any of the divers tongues of the world, out of the East or out of the West, it would, verily, be prized and greatly cherished. If such tongues, however, be deprived of that fragrance, they assuredly would be unworthy of any mention, in word or yet in thought. We beg of Thee, O Providence, to show Thy way unto all men, and to guide them aright. Thou art, verily, the Almighty, the Most Powerful, the All-Knowing, the All-Seeing.”",P11,epistle-to-the-son-of-the-wolf,51
" Thou art, verily, the Almighty, the Most Powerful, the All-Knowing, the All-Seeing","“My God, the Object of my adoration, the Goal of my desire, the All-Bountiful, the Most Compassionate! All life is of Thee, and all power lieth within the grasp of Thine omnipotence. Whosoever Thou exaltest is raised above the angels, and attaineth the station: ‘Verily, We uplifted him to a place on high!’; and whosoever Thou dost abase is made lower than dust, nay, less than nothing. O Divine Providence! Though wicked, sinful, and intemperate, we still seek from Thee a ‘seat of truth,’ and long to behold the countenance of the Omnipotent King. It is Thine to command, and all sovereignty belongeth to Thee, and the realm of might boweth before Thy behest. Everything Thou doest is pure justice, nay, the very essence of grace. One gleam from the splendors of Thy Name, the All-Merciful, sufficeth to banish and blot out every trace of sinfulness from the world, and a single breath from the breezes of the Day of Thy Revelation is enough to adorn all mankind with a fresh attire. Vouchsafe Thy strength, O Almighty One, unto Thy weak creatures, and quicken them who are as dead, that haply they may find Thee, and may be led unto the ocean of Thy guidance, and may remain steadfast in Thy Cause. Should the fragrance of Thy praise be shed abroad by any of the divers tongues of the world, out of the East or out of the West, it would, verily, be prized and greatly cherished. If such tongues, however, be deprived of that fragrance, they assuredly would be unworthy of any mention, in word or yet in thought. We beg of Thee, O Providence, to show Thy way unto all men, and to guide them aright. Thou art, verily, the Almighty, the Most Powerful, the All-Knowing, the All-Seeing.”",P11,epistle-to-the-son-of-the-wolf,51
" Thou, verily, art the Possessor of all gifts and bounties","Say: “O God, my God! Attire mine head with the crown of justice, and my temple with the ornament of equity. Thou, verily, art the Possessor of all gifts and bounties.”",P15,epistle-to-the-son-of-the-wolf,51
" Thou art the All-Powerful, the Almighty, the All-Bountiful","Glorified art Thou, O Lord my God! Thou seest what hath befallen this Wronged One at the hands of them that have not associated with Me, and who have arisen to harm and abase Me, in a manner which no pen can describe, nor tongue recount, nor can any Tablet sustain its weight. Thou hearest the cry of Mine heart, and the groaning of Mine inmost being, and the things that have befallen Thy trusted ones in Thy cities and Thy chosen ones in Thy land, at the hands of such as have broken Thy Covenant and Thy Testament. I beseech Thee, O my Lord, by the sighs of Thy lovers throughout the world, and by their lamentation in their remoteness from the court of Thy presence, and by the blood that hath been shed for love of Thee, and by the hearts that have melted in Thy path, to protect Thy loved ones from the cruelty of such as have remained unaware of the mysteries of Thy Name, the Unconstrained. Assist them, O my Lord, by Thy power that hath prevailed over all things, and aid them to be patient and long-suffering. Thou art the All-Powerful, the Almighty, the All-Bountiful. No God is there but Thee, the Generous, the Lord of grace abounding.",P62,epistle-to-the-son-of-the-wolf,51
" Potent art Thou to do what pleaseth Thee, and in Thy grasp are the reins of all that is in heaven and all that is on earth","O Shaykh! I swear by the Sun of Truth Which hath risen and shineth above the horizon of this Prison! The betterment of the world hath been the sole aim of this Wronged One. Unto this beareth witness every man of judgment, of discernment, of insight and understanding. Whilst afflicted with trials, He held fast unto the cord of patience and fortitude, and was satisfied with the things which have befallen Him at the hands of His enemies, and was crying out: “I have renounced My desire for Thy desire, O my God, and My will for the revelation of Thy Will. By Thy glory! I desire neither Myself nor My life except for the purpose of serving Thy Cause, and I love not My being save that I may sacrifice it in Thy path. Thou seest and knowest, O my Lord, that those whom We asked to be fair and just, have, unjustly and cruelly, risen up against Us. Openly they were with Me, yet secretly they assisted My foes, who have arisen to dishonor Me. O God, my God! I testify that Thou hast created Thy servants to aid Thy Cause and exalt Thy Word, and yet they have helped Thine enemies. I beseech Thee, by Thy Cause that hath encompassed the world of being, and by Thy Name wherewith Thou hast subjected the seen and unseen, to adorn the peoples of the earth with the light of Thy justice, and to illuminate their hearts with the brightness of Thy knowledge. I am, O my Lord, Thy servant and the son of Thy servant. I bear witness unto Thy unity, and Thy oneness, and to the sanctity of Thy self and the purity of Thine Essence. Thou beholdest, O my Lord, Thy trusted ones at the mercy of the treacherous among Thy creatures, and the calumniators amidst Thy people. Thou knowest what hath befallen Us at the hands of them whom Thou knowest better than we know them. They have committed what hath torn the veil from such of Thy creatures as are nigh unto Thee. I beseech Thee to assist them to obtain that which hath escaped them in the days of the Dawning-Place of Thy Revelation and the Dayspring of Thine Inspiration. Potent art Thou to do what pleaseth Thee, and in Thy grasp are the reins of all that is in heaven and all that is on earth.” The voice and the lamentation of the true Faith have been raised. It calleth aloud and saith: “O people! By the righteousness of God! I have attained unto Him Who hath manifested me and sent me down. This is the Day whereon Sinai hath smiled at Him Who conversed upon it, and Carmel at its Revealer, and the Sadrah at Him Who taught it. Fear ye God, and be not of them that have denied Him. Withhold not yourselves from that which hath been revealed through His grace. Seize ye the living waters of immortality in the name of your Lord, the Lord of all names, and drink ye in the remembrance of Him, Who is the Mighty, the Peerless.”",P64,epistle-to-the-son-of-the-wolf,51
" Thou art, verily, the All-Possessing, the Most High","We pray to God to graciously assist them that have been led astray to be just and fair-minded, and to make them aware of that whereof they have been heedless. He, in truth, is the All-Bounteous, the Most Generous. Debar not Thy servants, O my Lord, from the door of Thy grace, and drive them not away from the court of Thy presence. Assist them to dispel the mists of idle fancy, and to tear away the veils of vain imaginings and hopes. Thou art, verily, the All-Possessing, the Most High. No God is there but Thee, the Almighty, the Gracious.",P115,epistle-to-the-son-of-the-wolf,51
" Potent art Thou to do what pleaseth Thee, and in Thy grasp are the reins of all created things","O God, my God, and my Master, and my Mainstay, and my Desire, and my Beloved! I ask Thee by the mysteries which were hid in Thy knowledge, and by the signs which have diffused the fragrance of Thy loving-kindness, and by the billows of the ocean of Thy bounty, and by the heaven of Thy grace and generosity, and by the blood spilt in Thy path, and by the hearts consumed in their love for Thee, to assist His Majesty the Sháh with Thy power and Thy sovereignty, that from him may be manifested that which will everlastingly endure in Thy Books, and Thy Scriptures, and Thy Tablets. Hold Thou his hand, O my Lord, with the hand of Thine omnipotence, and illuminate him with the light of Thy knowledge, and adorn him with the adornment of Thy virtues. Potent art Thou to do what pleaseth Thee, and in Thy grasp are the reins of all created things. No God is there but Thee, the Ever-Forgiving, the All-Bounteous.",P144,epistle-to-the-son-of-the-wolf,51
