Sentence,Text,Section,Book,Cluster
 Chapter I,"Let not thy sovereignty deceive thee, O Sháh, for “every soul shall taste of death,”1 and this, in very truth, hath been written down as a decree of God. Chapter I.",P3,Selections from the Writings of the Báb -  2 Excerpts from the Qayyúmu’l-Asmá’ ,56
 Chapter I,"By God! If ye do well, to your own behoof will ye do well; and if ye deny God and His signs, We, in very truth, having God, can well dispense with all creatures and all earthly dominion. Chapter I.",P5,Selections from the Writings of the Báb -  2 Excerpts from the Qayyúmu’l-Asmá’ ,56
 Chapter I,"O people of the earth! Whoso obeyeth the Remembrance of God and His Book hath in truth obeyed God and His chosen ones and he will, in the life to come, be reckoned in the presence of God among the inmates of the Paradise of His good-pleasure. Chapter I.",P10,Selections from the Writings of the Báb -  2 Excerpts from the Qayyúmu’l-Asmá’ ,56
”2 Chapter II,"O concourse of the people of the Book! Fear ye God and pride not yourselves in your learning. Follow ye the Book which His Remembrance hath revealed in praise of God, the True One. He Who is the Eternal Truth beareth me witness, whoso followeth this Book hath indeed followed all the past Scriptures which have been sent down from heaven by God, the Sovereign Truth. Verily, He is well informed of what ye do.… Such as are the true followers of Islám would say: “O Lord our God! We have hearkened to the call of Thy Remembrance and obeyed Him. Forgive us our sins. Thou art, verily, the Eternal Truth, and unto Thee, our infallible Retreat, must we all return.”2 Chapter II.",P13,Selections from the Writings of the Báb -  2 Excerpts from the Qayyúmu’l-Asmá’ ,56
 Chapter III,"Some of the people of the city have declared: “We are the helpers of God,” but when this Remembrance came suddenly upon them, they turned aside from helping Us. Verily God is My Lord and your true Lord, therefore worship Him, while this Path from ‘Alí [the Báb] is none but the straight Path1 in the estimation of your Lord. Chapter III.",P17,Selections from the Writings of the Báb -  2 Excerpts from the Qayyúmu’l-Asmá’ ,56
 Chapter IV,"O people of the city! Ye have disbelieved your Lord. If ye are truly faithful to Muḥammad, the Apostle of God and the Seal of the Prophets, and if ye follow His Book, the Qur’án, which is free from error, then here is the like of it—this Book, which We have, in truth and by the leave of God, sent down unto Our Servant. If ye fail to believe in Him, then your faith in Muḥammad and His Book which was revealed in the past will indeed be treated as false in the estimation of God. If ye deny Him, the fact of your having denied Muḥammad and His Book will, in very truth and with absolute certainty, become evident unto yourselves. Chapter IV.",P19,Selections from the Writings of the Báb -  2 Excerpts from the Qayyúmu’l-Asmá’ ,56
 Chapter V,"Fear ye God and breathe not a word concerning His Most Great Remembrance other than what hath been ordained by God, inasmuch as We have established a separate covenant regarding Him with every Prophet and His followers. Indeed, We have not sent any Messenger without this binding covenant and We do not, of a truth, pass judgment upon anything except after the covenant of Him Who is the Supreme Gate hath been established. Erelong the veil shall be lifted from your eyes at the appointed time. Ye shall then behold the sublime Remembrance of God, unclouded and vivid. Chapter V.",P20,Selections from the Writings of the Báb -  2 Excerpts from the Qayyúmu’l-Asmá’ ,56
” Chapter VII,"Do men imagine that We are far distant from the people of the world? Nay, the day We cause them to be assailed by the pangs of death1 they shall, upon the plain of Resurrection, behold how the Lord of Mercy and His Remembrance were near. Thereupon they shall exclaim: “Would that we had followed the path of the Báb! Would that we had sought refuge only with Him, and not with men of perversity and error! For verily the Remembrance of God appeared before us,2 behind us, and on all sides, yet we were, in very truth, shut out as by a veil from Him.” Chapter VII.",P21,Selections from the Writings of the Báb -  2 Excerpts from the Qayyúmu’l-Asmá’ ,56
 Chapter IX,"Do not say, “How can He speak of God while in truth His age is no more than twenty-five?” Give ye ear unto Me. I swear by the Lord of the heavens and of the earth: I am verily a servant of God. I have been made the Bearer of irrefutable proofs from the presence of Him Who is the long-expected Remnant of God. Here is My Book before your eyes, as indeed inscribed in the presence of God in the Mother Book. God hath indeed made Me blessed, wheresoever I may be, and hath enjoined upon Me to observe prayer and fortitude so long as I shall live on earth amongst you. Chapter IX.",P22,Selections from the Writings of the Báb -  2 Excerpts from the Qayyúmu’l-Asmá’ ,56
 Chapter XIII,"Glorified is He besides Whom there is none other God. In His grasp He holdeth the source of authority, and verily God is powerful over all things. We have decreed that every long life shall in truth suffer decline1 and that every hardship shall be followed by ease,2 that perchance men may recognize the Gate of God as He Who is the eternal Truth, and verily God shall stand as witness unto those that have believed. Chapter XIII.",P23,Selections from the Writings of the Báb -  2 Excerpts from the Qayyúmu’l-Asmá’ ,56
