Sentence,Text,Section,Book,Cluster
" Cast Thou these thirsty fish into the ocean of Thy mercy, guide Thou this lost caravan to the shelter of Thy singleness; to the wellspring of guidance lead Thou the ones who have wandered far astray, and grant to those who have missed the path a haven within the precincts of Thy might","O holy Lord! O Lord of loving-kindness! We stray about Thy dwelling, longing to behold Thy beauty, and loving all Thy ways. We are hapless, lowly, and of small account. We are paupers: show us mercy, give us bounty; look not upon our failings, hide Thou our endless sins. Whatever we are, still are we Thine, and what we speak and hear is praise of Thee, and it is Thy face we seek, Thy path we follow. Thou art the Lord of loving-kindness, we are sinners and astray and far from home. Wherefore, O Cloud of Mercy, grant us some drops of rain. O Flowering Bed of grace, send forth a fragrant breeze. O Sea of all bestowals, roll towards us a great wave. O Sun of Bounty, send down a shaft of light. Grant us pity, grant us grace. By Thy beauty, we come with no provision but our sins, with no good deeds to tell of, only hopes. Unless Thy concealing veil doth cover us, and Thy protection shield and cradle us, what power have these helpless souls to rise and serve Thee, what substance have these wretched ones to make a brave display? Thou Who art the Mighty, the All-Powerful, help us, favor us; withered as we are, revive us with showers from Thy clouds of grace; lowly as we are, illumine us with bright rays from the Daystar of Thy oneness. Cast Thou these thirsty fish into the ocean of Thy mercy, guide Thou this lost caravan to the shelter of Thy singleness; to the wellspring of guidance lead Thou the ones who have wandered far astray, and grant to those who have missed the path a haven within the precincts of Thy might. Lift Thou to these parched lips the bounteous and soft-flowing waters of heaven, raise up these dead to everlasting life. Grant Thou to the blind eyes that will see. Make Thou the deaf to hear, the dumb to speak. Set Thou the dispirited ablaze, make Thou the heedless mindful, warn Thou the proud, awaken those who sleep.",T2P10,Selections from the Writings of ‘Abdu’l‑Bahá,5
" Set Thou the dispirited ablaze, make Thou the heedless mindful, warn Thou the proud, awaken those who sleep","O holy Lord! O Lord of loving-kindness! We stray about Thy dwelling, longing to behold Thy beauty, and loving all Thy ways. We are hapless, lowly, and of small account. We are paupers: show us mercy, give us bounty; look not upon our failings, hide Thou our endless sins. Whatever we are, still are we Thine, and what we speak and hear is praise of Thee, and it is Thy face we seek, Thy path we follow. Thou art the Lord of loving-kindness, we are sinners and astray and far from home. Wherefore, O Cloud of Mercy, grant us some drops of rain. O Flowering Bed of grace, send forth a fragrant breeze. O Sea of all bestowals, roll towards us a great wave. O Sun of Bounty, send down a shaft of light. Grant us pity, grant us grace. By Thy beauty, we come with no provision but our sins, with no good deeds to tell of, only hopes. Unless Thy concealing veil doth cover us, and Thy protection shield and cradle us, what power have these helpless souls to rise and serve Thee, what substance have these wretched ones to make a brave display? Thou Who art the Mighty, the All-Powerful, help us, favor us; withered as we are, revive us with showers from Thy clouds of grace; lowly as we are, illumine us with bright rays from the Daystar of Thy oneness. Cast Thou these thirsty fish into the ocean of Thy mercy, guide Thou this lost caravan to the shelter of Thy singleness; to the wellspring of guidance lead Thou the ones who have wandered far astray, and grant to those who have missed the path a haven within the precincts of Thy might. Lift Thou to these parched lips the bounteous and soft-flowing waters of heaven, raise up these dead to everlasting life. Grant Thou to the blind eyes that will see. Make Thou the deaf to hear, the dumb to speak. Set Thou the dispirited ablaze, make Thou the heedless mindful, warn Thou the proud, awaken those who sleep.",T2P10,Selections from the Writings of ‘Abdu’l‑Bahá,5
" They have listened to the summons Thou didst raise from out Thy hidden Realm, and with hearts quivering with love and rapture, they have responded to Thy call","O God, my God! These are Thy feeble servants; they are Thy loyal bondsmen and Thy handmaidens, who have bowed themselves down before Thine exalted Utterance and humbled themselves at Thy Threshold of light, and borne witness to Thy oneness through which the Sun hath been made to shine in midday splendor. They have listened to the summons Thou didst raise from out Thy hidden Realm, and with hearts quivering with love and rapture, they have responded to Thy call.",T8P9,Selections from the Writings of ‘Abdu’l‑Bahá,5
Thank thou God for having enabled thee to enter into His Kingdom of might,"Thank thou God for having enabled thee to enter into His Kingdom of might. Erelong will thy Lord’s bounties descend upon thee, one following the other, and He will make of thee a sign for every seeker after truth.",T9P2,Selections from the Writings of ‘Abdu’l‑Bahá,5
"Hold thou fast to the Covenant of thy Lord, and as the days go by, increase thy store of love for His beloved ones","Hold thou fast to the Covenant of thy Lord, and as the days go by, increase thy store of love for His beloved ones. Bend thou with tenderness over the servitors of the All-Merciful, that thou mayest hoist the sail of love upon the ark of peace that moveth across the seas of life. Let nothing grieve thee, and be thou angered at none. It behooveth thee to be content with the Will of God, and a true and loving and trusted friend to all the peoples of the earth, without any exceptions whatever. This is the quality of the sincere, the way of the saints, the emblem of those who believe in the unity of God, and the raiment of the people of Bahá.",T9P3,Selections from the Writings of ‘Abdu’l‑Bahá,5
" Let nothing grieve thee, and be thou angered at none","Hold thou fast to the Covenant of thy Lord, and as the days go by, increase thy store of love for His beloved ones. Bend thou with tenderness over the servitors of the All-Merciful, that thou mayest hoist the sail of love upon the ark of peace that moveth across the seas of life. Let nothing grieve thee, and be thou angered at none. It behooveth thee to be content with the Will of God, and a true and loving and trusted friend to all the peoples of the earth, without any exceptions whatever. This is the quality of the sincere, the way of the saints, the emblem of those who believe in the unity of God, and the raiment of the people of Bahá.",T9P3,Selections from the Writings of ‘Abdu’l‑Bahá,5
Thank thou and bless thou the Lord for He hath allowed thee to offer Him the Right of God,"Thank thou and bless thou the Lord for He hath allowed thee to offer Him the Right of God.1 This is verily a special favor on His part, for thee; praise Him then for this commandment that is set forth in the Scriptures of thy Lord, of Him that is the Ancient of Days.",T9P4,Selections from the Writings of ‘Abdu’l‑Bahá,5
 Thou didst ask for a rule whereby to guide thy life,O thou dear handmaid of God! Thy letter hath been received and its contents noted. Thou didst ask for a rule whereby to guide thy life.,T10P1,Selections from the Writings of ‘Abdu’l‑Bahá,5
"Believe thou in God, and keep thine eyes fixed upon the exalted Kingdom; be thou enamored of the Abhá Beauty; stand thou firm in the Covenant; yearn thou to ascend into the Heaven of the Universal Light","Believe thou in God, and keep thine eyes fixed upon the exalted Kingdom; be thou enamored of the Abhá Beauty; stand thou firm in the Covenant; yearn thou to ascend into the Heaven of the Universal Light. Be thou severed from this world, and reborn through the sweet scents of holiness that blow from the realm of the All-Highest. Be thou a summoner to love, and be thou kind to all the human race. Love thou the children of men and share in their sorrows. Be thou of those who foster peace. Offer thy friendship, be worthy of trust. Be thou a balm to every sore, be thou a medicine for every ill. Bind thou the souls together. Recite thou the verses of guidance. Be engaged in the worship of thy Lord, and rise up to lead the people aright. Loose thy tongue and teach, and let thy face be bright with the fire of God’s love. Rest thou not for a moment, seek thou to draw no easeful breath. Thus mayest thou become a sign and symbol of God’s love, and a banner of His grace.",T10P2,Selections from the Writings of ‘Abdu’l‑Bahá,5
" Be thou a summoner to love, and be thou kind to all the human race","Believe thou in God, and keep thine eyes fixed upon the exalted Kingdom; be thou enamored of the Abhá Beauty; stand thou firm in the Covenant; yearn thou to ascend into the Heaven of the Universal Light. Be thou severed from this world, and reborn through the sweet scents of holiness that blow from the realm of the All-Highest. Be thou a summoner to love, and be thou kind to all the human race. Love thou the children of men and share in their sorrows. Be thou of those who foster peace. Offer thy friendship, be worthy of trust. Be thou a balm to every sore, be thou a medicine for every ill. Bind thou the souls together. Recite thou the verses of guidance. Be engaged in the worship of thy Lord, and rise up to lead the people aright. Loose thy tongue and teach, and let thy face be bright with the fire of God’s love. Rest thou not for a moment, seek thou to draw no easeful breath. Thus mayest thou become a sign and symbol of God’s love, and a banner of His grace.",T10P2,Selections from the Writings of ‘Abdu’l‑Bahá,5
