Sentence,Text,Section,Book,Cluster
"Wherefore, exert yourselves, haply ye may obtain your full share and portion of His bestowals","Wherefore, exert yourselves, haply ye may obtain your full share and portion of His bestowals.",T32P3,Selections from the Writings of ‘Abdu’l‑Bahá,78
 This was done because that elderly woman had no other earthly possessions but these,"It is related that once in the days of the Apostle of God2 He signified His desire that an army should advance in a certain direction, and leave was granted unto the faithful to raise contributions for the holy war. Among many was one man who gave a thousand camels, each laden with corn, another who gave half his substance, and still another who offered all that he had. But a woman stricken in years, whose sole possession was a handful of dates, came to the Apostle and laid at His feet her humble contribution. Thereupon the Prophet of God—may my life be offered up as a sacrifice unto Him—bade that this handful of dates be placed over and above all the contributions that had been gathered, thus asserting the merit and superiority thereof over all the rest. This was done because that elderly woman had no other earthly possessions but these.",T63P8,Selections from the Writings of ‘Abdu’l‑Bahá,78
 This doth not preclude marriage,"As to the terminology I used in my letter, bidding thee to consecrate thyself to service in the Cause of God, the meaning of it is this: limit thy thoughts to teaching the Faith. Act by day and night according to the teachings and counsels and admonitions of Bahá’u’lláh. This doth not preclude marriage. Thou canst take unto thyself a husband and at the same time serve the Cause of God; the one doth not preclude the other. Know thou the value of these days; let not this chance escape thee. Beg thou God to make thee a lighted candle, so that thou mayest guide a great multitude through this darksome world.",T64P3,Selections from the Writings of ‘Abdu’l‑Bahá,78
" For equalization must be imposed from without, while sharing is a matter of free choice","To state the matter briefly, the Teachings of Bahá’u’lláh advocate voluntary sharing, and this is a greater thing than the equalization of wealth. For equalization must be imposed from without, while sharing is a matter of free choice.",T79P2,Selections from the Writings of ‘Abdu’l‑Bahá,78
" They are two helpmates, two intimate friends, who should be concerned about the welfare of each other","O ye two believers in God! The Lord, peerless is He, hath made woman and man to abide with each other in the closest companionship, and to be even as a single soul. They are two helpmates, two intimate friends, who should be concerned about the welfare of each other.",T92P1,Selections from the Writings of ‘Abdu’l‑Bahá,78
" Should the father fail in his duty he must be compelled to discharge his responsibility, and should he be unable to comply, let the House of Justice take over the education of the children; in no case is a child to be left without an education","O ye who have peace of soul! Among the divine Texts as set forth in the Most Holy Book and also in other Tablets is this: it is incumbent upon the father and mother to train their children both in good conduct and the study of books; study, that is, to the degree required, so that no child, whether girl or boy, will remain illiterate. Should the father fail in his duty he must be compelled to discharge his responsibility, and should he be unable to comply, let the House of Justice take over the education of the children; in no case is a child to be left without an education. This is one of the stringent and inescapable commandments to neglect which would draw down the wrathful indignation of Almighty God.",T101P1,Selections from the Writings of ‘Abdu’l‑Bahá,78
" The coming of the Son of Man is like the coming of a thief into a house, the owner of which is utterly unaware","O thou lady of the Kingdom! Praise thou God that in this age, the age of the dispensation of Bahá’u’lláh, thou hast been awakened, hast been made aware of the Manifestation of the Lord of Hosts. All the people of the world are buried in the graves of nature, or are slumbering, heedless and unaware. Just as Christ saith: “I may come when you are not aware. The coming of the Son of Man is like the coming of a thief into a house, the owner of which is utterly unaware.”",T168P1,Selections from the Writings of ‘Abdu’l‑Bahá,78
" Fathers have lost their sons, and sons their fathers","Ye observe how the world is divided against itself, how many a land is red with blood and its very dust is caked with human gore. The fires of conflict have blazed so high that never in early times, not in the Middle Ages, not in recent centuries hath there ever been such a hideous war, a war that is even as millstones, taking for grain the skulls of men. Nay, even worse, for flourishing countries have been reduced to rubble, cities have been leveled with the ground, and many a once prosperous village hath been turned into ruin. Fathers have lost their sons, and sons their fathers. Mothers have wept away their hearts over dead children. Children have been orphaned, women left to wander, vagrants without a home. From every aspect, humankind hath sunken low. Loud are the piercing cries of fatherless children; loud the mothers’ anguished voices, reaching to the skies.",T202P2,Selections from the Writings of ‘Abdu’l‑Bahá,78
" Children have been orphaned, women left to wander, vagrants without a home","Ye observe how the world is divided against itself, how many a land is red with blood and its very dust is caked with human gore. The fires of conflict have blazed so high that never in early times, not in the Middle Ages, not in recent centuries hath there ever been such a hideous war, a war that is even as millstones, taking for grain the skulls of men. Nay, even worse, for flourishing countries have been reduced to rubble, cities have been leveled with the ground, and many a once prosperous village hath been turned into ruin. Fathers have lost their sons, and sons their fathers. Mothers have wept away their hearts over dead children. Children have been orphaned, women left to wander, vagrants without a home. From every aspect, humankind hath sunken low. Loud are the piercing cries of fatherless children; loud the mothers’ anguished voices, reaching to the skies.",T202P2,Selections from the Writings of ‘Abdu’l‑Bahá,78
 Thousands of children have been made fatherless,"Consider how powerful are the teachings of Bahá’u’lláh. At a time when He was in the prison of ‘Akká and was under the restrictions and threats of two bloodthirsty kings, His teachings, notwithstanding this fact, spread with all power in Persia and other countries. Should any teaching, or any principle, or any community fall under the threat of a powerful and bloodthirsty monarch, it would be annihilated within a short space of time. At present and for fifty years the Bahá’ís in Persia and most regions have been under severe restrictions and the threat of sword and spear. Thousands of souls have given their lives in the arena of sacrifice and have fallen as victims under the swords of oppression and cruelty. Thousands of esteemed families have been uprooted and destroyed. Thousands of children have been made fatherless. Thousands of fathers have been bereft of their sons. Thousands of mothers have wept and lamented for their boys who have been beheaded. All this oppression and cruelty, rapacity and bloodthirstiness did not hinder or prevent the spread of the teachings of Bahá’u’lláh. They spread more and more every day, and their power and might became more evident.",T1P31,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1,78
