Sentence,Text,Section,Book,Cluster
"The Blessed Beauty saith: “Ye are all the fruits of one tree, the leaves of one branch","The Blessed Beauty saith: “Ye are all the fruits of one tree, the leaves of one branch.” Thus hath He likened this world of being to a single tree, and all its peoples to the leaves thereof, and the blossoms and fruits. It is needful for the bough to blossom, and leaf and fruit to flourish, and upon the interconnection of all parts of the world-tree, dependeth the flourishing of leaf and blossom, and the sweetness of the fruit.",T1P2,Selections from the Writings of ‘Abdu’l‑Bahá,41
"” Thus hath He likened this world of being to a single tree, and all its peoples to the leaves thereof, and the blossoms and fruits","The Blessed Beauty saith: “Ye are all the fruits of one tree, the leaves of one branch.” Thus hath He likened this world of being to a single tree, and all its peoples to the leaves thereof, and the blossoms and fruits. It is needful for the bough to blossom, and leaf and fruit to flourish, and upon the interconnection of all parts of the world-tree, dependeth the flourishing of leaf and blossom, and the sweetness of the fruit.",T1P2,Selections from the Writings of ‘Abdu’l‑Bahá,41
" It is needful for the bough to blossom, and leaf and fruit to flourish, and upon the interconnection of all parts of the world-tree, dependeth the flourishing of leaf and blossom, and the sweetness of the fruit","The Blessed Beauty saith: “Ye are all the fruits of one tree, the leaves of one branch.” Thus hath He likened this world of being to a single tree, and all its peoples to the leaves thereof, and the blossoms and fruits. It is needful for the bough to blossom, and leaf and fruit to flourish, and upon the interconnection of all parts of the world-tree, dependeth the flourishing of leaf and blossom, and the sweetness of the fruit.",T1P2,Selections from the Writings of ‘Abdu’l‑Bahá,41
 Let them purify their sight and behold all humankind as leaves and blossoms and fruits of the tree of being,"For this reason must all human beings powerfully sustain one another and seek for everlasting life; and for this reason must the lovers of God in this contingent world become the mercies and the blessings sent forth by that clement King of the seen and unseen realms. Let them purify their sight and behold all humankind as leaves and blossoms and fruits of the tree of being. Let them at all times concern themselves with doing a kindly thing for one of their fellows, offering to someone love, consideration, thoughtful help. Let them see no one as their enemy, or as wishing them ill, but think of all humankind as their friends; regarding the alien as an intimate, the stranger as a companion, staying free of prejudice, drawing no lines.",T1P3,Selections from the Writings of ‘Abdu’l‑Bahá,41
" Raise ye a banner on the highest peaks of the world, a flag of God’s favor to ripple and wave in the winds of His grace; plant ye a tree in the field of life, amid the roses of this visible world, that will yield a fruitage fresh and sweet","Wherefore, O beloved of the Lord, strive ye with heart and soul to receive a share of His holy attributes and take your portion of the bounties of His sanctity—that ye may become the tokens of unity, the standards of singleness, and seek out the meaning of oneness; that ye may, in this garden of God, lift up your voices and sing the blissful anthems of the spirit. Become ye as the birds who offer Him their thanks, and in the blossoming bowers of life chant ye such melodies as will dazzle the minds of those who know. Raise ye a banner on the highest peaks of the world, a flag of God’s favor to ripple and wave in the winds of His grace; plant ye a tree in the field of life, amid the roses of this visible world, that will yield a fruitage fresh and sweet.",T2P18,Selections from the Writings of ‘Abdu’l‑Bahá,41
" No fruit was left of them, no trace, no sign, not even their names","O ye handmaids of the merciful Lord! How many queens of this world laid down their heads on a pillow of dust and disappeared. No fruit was left of them, no trace, no sign, not even their names. For them, no more granting of bestowals; for them, no more living at all. Not so the handmaids who ministered at the Threshold of God; these have shone forth like glittering stars in the skies of ancient glory, shedding their splendors across all the reaches of time. These have fulfilled their dearest hopes in the Abhá Paradise; they have tasted the honey of reunion in the congregation of the Lord. Such souls as these profited from their existence here on earth: they plucked the fruit of life. As for the rest, “There surely came upon them a time when they were a thing not spoken of.”",T8P6,Selections from the Writings of ‘Abdu’l‑Bahá,41
 Just as Bahá’u’lláh addressing the world of humanity saith: “O people! Ye are the fruits of one tree and the leaves of one branch,"O thou daughter of the Kingdom! Thy letter dated 5 December 1918 was received. It contained the good news that the friends of God and the maidservants of the Merciful have gathered in summer at Green Acre, have been engaged day and night in the commemoration of God, have served the oneness of the world of humanity, have shown love to all religions, have remained aloof from every religious prejudice and have been kind to all people. The divine religions must be the cause of oneness among men, and the means of unity and love; they must promulgate universal peace, free man from every prejudice, bestow joy and gladness, exercise kindness to all men and do away with every difference and distinction. Just as Bahá’u’lláh addressing the world of humanity saith: “O people! Ye are the fruits of one tree and the leaves of one branch.” At most it is this, that some souls are ignorant, they must be educated; some are sick, they must be healed; some are still of tender age, they must be helped to attain maturity, and the utmost kindness must be shown to them. This is the conduct of the people of Bahá.",T13P1,Selections from the Writings of ‘Abdu’l‑Bahá,41
" Look thou upon the trees, upon the blossoms and fruits, even upon the stones","And whensoever thou dost gaze upon creation all entire, and dost observe the very atoms thereof, thou wilt note that the rays of the Sun of Truth are shed upon all things and shining within them, and telling of that Daystar’s splendors, Its mysteries, and the spreading of Its lights. Look thou upon the trees, upon the blossoms and fruits, even upon the stones. Here too wilt thou behold the Sun’s rays shed upon them, clearly visible within them, and manifested by them.",T19P9,Selections from the Writings of ‘Abdu’l‑Bahá,41
 As each succeeding Faith and Law became revealed it remained for some centuries a richly fruitful tree and to it was committed the happiness of humankind,"From the days of Adam until today, the religions of God have been made manifest, one following the other, and each one of them fulfilled its due function, revived mankind, and provided education and enlightenment. They freed the people from the darkness of the world of nature and ushered them into the brightness of the Kingdom. As each succeeding Faith and Law became revealed it remained for some centuries a richly fruitful tree and to it was committed the happiness of humankind. However, as the centuries rolled by, it aged, it flourished no more and put forth no fruit, wherefore was it then made young again.",T23P2,Selections from the Writings of ‘Abdu’l‑Bahá,41
" However, as the centuries rolled by, it aged, it flourished no more and put forth no fruit, wherefore was it then made young again","From the days of Adam until today, the religions of God have been made manifest, one following the other, and each one of them fulfilled its due function, revived mankind, and provided education and enlightenment. They freed the people from the darkness of the world of nature and ushered them into the brightness of the Kingdom. As each succeeding Faith and Law became revealed it remained for some centuries a richly fruitful tree and to it was committed the happiness of humankind. However, as the centuries rolled by, it aged, it flourished no more and put forth no fruit, wherefore was it then made young again.",T23P2,Selections from the Writings of ‘Abdu’l‑Bahá,41
" When thou dost plant a tree, its height increaseth day by day","Our meaning is this: the religion of God is one, and it is the educator of humankind, but still, it needs must be made new. When thou dost plant a tree, its height increaseth day by day. It putteth forth blossoms and leaves and luscious fruits. But after a long time, it doth grow old, yielding no fruitage any more. Then doth the Husbandman of Truth take up the seed from that same tree, and plant it in a pure soil; and lo, there standeth the first tree, even as it was before.",T23P4,Selections from the Writings of ‘Abdu’l‑Bahá,41
" But after a long time, it doth grow old, yielding no fruitage any more","Our meaning is this: the religion of God is one, and it is the educator of humankind, but still, it needs must be made new. When thou dost plant a tree, its height increaseth day by day. It putteth forth blossoms and leaves and luscious fruits. But after a long time, it doth grow old, yielding no fruitage any more. Then doth the Husbandman of Truth take up the seed from that same tree, and plant it in a pure soil; and lo, there standeth the first tree, even as it was before.",T23P4,Selections from the Writings of ‘Abdu’l‑Bahá,41
" Then doth the Husbandman of Truth take up the seed from that same tree, and plant it in a pure soil; and lo, there standeth the first tree, even as it was before","Our meaning is this: the religion of God is one, and it is the educator of humankind, but still, it needs must be made new. When thou dost plant a tree, its height increaseth day by day. It putteth forth blossoms and leaves and luscious fruits. But after a long time, it doth grow old, yielding no fruitage any more. Then doth the Husbandman of Truth take up the seed from that same tree, and plant it in a pure soil; and lo, there standeth the first tree, even as it was before.",T23P4,Selections from the Writings of ‘Abdu’l‑Bahá,41
" Then thank thou God that thou hast become related to that Tree, and that thou art flourishing, tender and fresh","O leaf upon the Tree of Life! The Tree of Life, of which mention is made in the Bible, is Bahá’u’lláh, and the daughters of the Kingdom are the leaves upon that blessed Tree. Then thank thou God that thou hast become related to that Tree, and that thou art flourishing, tender and fresh.",T28P1,Selections from the Writings of ‘Abdu’l‑Bahá,41
" In the beginning, how small is the seed, yet in the end it is a mighty tree","Look ye not upon the present, fix your gaze upon the times to come. In the beginning, how small is the seed, yet in the end it is a mighty tree. Look ye not upon the seed, look ye upon the tree, and its blossoms, and its leaves and its fruits. Consider the days of Christ, when none but a small band followed Him; then observe what a mighty tree that seed became, behold ye its fruitage. And now shall come to pass even greater things than these, for this is the summons of the Lord of Hosts, this is the trumpet-call of the living Lord, this is the anthem of world peace, this is the standard of righteousness and trust and understanding raised up among all the variegated peoples of the globe; this is the splendor of the Sun of Truth, this is the holiness of the spirit of God Himself. This most powerful of dispensations will encompass all the earth, and beneath its banner will all peoples gather and be sheltered together. Know then the vital import of this tiny seed that the true Husbandman hath, with the hands of His mercy, sown in the ploughed fields of the Lord, and watered with the rain of bestowals and bounties and is now nurturing in the heat and light of the Daystar of Truth.",T40P3,Selections from the Writings of ‘Abdu’l‑Bahá,41
