Sentence,Text,Section,Book,Cluster
"11 April 1912
Talk at Home of Mr","11 April 1912
Talk at Home of Mr. and Mrs. Edward B. Kinney
780 West End Avenue, New York
Notes by Hooper Harris",header-1,Promulagation of World Peace,20
"12 April 1912
Talk at Home of Mr","12 April 1912
Talk at Home of Mr. and Mrs. Howard MacNutt
935 Eastern Parkway, Brooklyn, New York
Notes by Howard MacNutt",header-2,Promulagation of World Peace,20
"12 April 1912
Talk at Studio of Miss Phillips
39 West Sixty-seventh Street, New York
Notes by John G","12 April 1912
Talk at Studio of Miss Phillips
39 West Sixty-seventh Street, New York
Notes by John G. Grundy",header-3,Promulagation of World Peace,20
"13 April 1912
Talk at Home of Mr","13 April 1912
Talk at Home of Mr. and Mrs. Alexander Morten
141 East Twenty-first Street, New York
Notes by Esther Foster",header-4,Promulagation of World Peace,20
"14 April 1912
Talk at Church of the Ascension
Fifth Avenue and Tenth Street, New York
Notes by Ahmad Sohráb and Howard MacNutt","14 April 1912
Talk at Church of the Ascension
Fifth Avenue and Tenth Street, New York
Notes by Ahmad Sohráb and Howard MacNutt",header-5,Promulagation of World Peace,20
"14 April 1912
Talk at Union Meeting of Advanced Thought Centers
Carnegie Lyceum
West Fifty-seventh Street, New York
Notes by Mountfort Mills and Howard MacNutt","14 April 1912
Talk at Union Meeting of Advanced Thought Centers
Carnegie Lyceum
West Fifty-seventh Street, New York
Notes by Mountfort Mills and Howard MacNutt",header-6,Promulagation of World Peace,20
"15 April 1912
Talk at Home of Mountfort Mills
327 West End Avenue, New York
Compiled from Stenographic Notes by Howard MacNutt","15 April 1912
Talk at Home of Mountfort Mills
327 West End Avenue, New York
Compiled from Stenographic Notes by Howard MacNutt",header-7,Promulagation of World Peace,20
"16 April 1912
Talk at Hotel Ansonia to Bahá’í Friends of New Jersey
Broadway and Seventy-third Street, New York
Notes by Ahmad Sohráb","16 April 1912
Talk at Hotel Ansonia to Bahá’í Friends of New Jersey
Broadway and Seventy-third Street, New York
Notes by Ahmad Sohráb",header-8,Promulagation of World Peace,20
"17 April 1912
Talk at Hotel Ansonia
Broadway and Seventy-third Street, New York
Notes by Howard MacNutt","17 April 1912
Talk at Hotel Ansonia
Broadway and Seventy-third Street, New York
Notes by Howard MacNutt",header-9,Promulagation of World Peace,20
"17 April 1912
Talk at Home of Mr","17 April 1912
Talk at Home of Mr. and Mrs. Edward B. Kinney
780 West End Avenue, New York
Notes by John G. Grundy",header-10,Promulagation of World Peace,20
"18 April 1912
Talk at Home of Mr","18 April 1912
Talk at Home of Mr. and Mrs. Marshall L. Emery
273 West Ninetieth Street, New York
Notes by Miss Dixon",header-11,Promulagation of World Peace,20
"19 April 1912
Talk at Earl Hall
Columbia University, New York
From Stenographic Notes","19 April 1912
Talk at Earl Hall
Columbia University, New York
From Stenographic Notes",header-12,Promulagation of World Peace,20
"19 April 1912
Talk at Bowery Mission
227 Bowery, New York
From Stenographic Notes","19 April 1912
Talk at Bowery Mission
227 Bowery, New York
From Stenographic Notes",header-13,Promulagation of World Peace,20
"
20–25 April 1912
","
At the end of this meeting, ‘Abdu’l‑Bahá stood at the Bowery entrance to the Mission hall, shaking hands with four or five hundred men and placing within each palm a piece of silver.
Talks ‘Abdu’l‑Bahá Delivered in Washington, D.C.
20–25 April 1912
",T13P3,Promulagation of World Peace,20
"20 April 1912
Talk at Orient-Occident-Unity Conference
Public Library Hall, Washington, D","20 April 1912
Talk at Orient-Occident-Unity Conference
Public Library Hall, Washington, D.C.
Notes by Joseph H. Hannen",header-14,Promulagation of World Peace,20
"21 April 1912
Talk at Studio Hall
1219 Connecticut Avenue, Washington, D","21 April 1912
Talk at Studio Hall
1219 Connecticut Avenue, Washington, D.C.
Notes by Joseph H. Hannen",header-15,Promulagation of World Peace,20
"21 April 1912
Talk at Universalist Church
Thirteenth and L Streets, Washington, D","21 April 1912
Talk at Universalist Church
Thirteenth and L Streets, Washington, D.C.
Notes by Joseph H. Hannen",header-16,Promulagation of World Peace,20
"22 April 1912
Talk at Home of Mr","22 April 1912
Talk at Home of Mr. and Mrs. Arthur J. Parsons
1700 Eighteenth Street, NW, Washington, D.C.
Notes by Joseph H. Hannen",header-17,Promulagation of World Peace,20
"23 April 1912
Talk at Howard University
Washington, D","23 April 1912
Talk at Howard University
Washington, D.C.
Translated by Amin Banani",header-18,Promulagation of World Peace,20
"23 April 1912
Talk at Home of Mr","23 April 1912
Talk at Home of Mr. and Mrs. Arthur J. Parsons
1700 Eighteenth Street, NW, Washington, D.C.
Notes by Joseph H. Hannen",header-19,Promulagation of World Peace,20
"23 April 1912
Talk to Bethel Literary Society
Metropolitan African Methodist Episcopal Church
M Street, NW, Washington, D","23 April 1912
Talk to Bethel Literary Society
Metropolitan African Methodist Episcopal Church
M Street, NW, Washington, D.C.
Notes by Joseph H. Hannen",header-20,Promulagation of World Peace,20
"24 April 1912
Talk at Children’s Reception
Studio Hall
1219 Connecticut Avenue, Washington, D","24 April 1912
Talk at Children’s Reception
Studio Hall
1219 Connecticut Avenue, Washington, D.C.
Notes by Joseph H. Hannen",header-21,Promulagation of World Peace,20
"24 April 1912
Talk at Home of Mr","24 April 1912
Talk at Home of Mr. and Mrs. Arthur J. Parsons
1700 Eighteenth Street, NW, Washington, D.C.
Notes by Joseph H. Hannen",header-22,Promulagation of World Peace,20
"24 April 1912
Talk at Home of Mrs","24 April 1912
Talk at Home of Mrs. Andrew J. Dyer
1937 Thirteenth Street, NW, Washington, D.C.
Notes by Joseph H. Hannen",header-23,Promulagation of World Peace,20
"25 April 1912
Talk to Theosophical Society
Home of Mr","25 April 1912
Talk to Theosophical Society
Home of Mr. and Mrs. Arthur J. Parsons
1700 Eighteenth Street, NW, Washington, D.C.
Notes by Joseph H. Hannen",header-24,Promulagation of World Peace,20
"25 April 1912
Message to Esperantists
Home of Mr","25 April 1912
Message to Esperantists
Home of Mr. and Mrs. Arthur J. Parsons
1700 Eighteenth Street, NW, Washington, D.C.
Notes by Joseph H. Hannen",header-25,Promulagation of World Peace,20
