Sentence,Text,Section,Book,Cluster
 The tents of life and joy are down,"O ye dear friends! The world is at war and the human race is in travail and mortal combat. The dark night of hate hath taken over, and the light of good faith is blotted out. The peoples and kindreds of the earth have sharpened their claws, and are hurling themselves one against the other. It is the very foundation of the human race that is being destroyed. It is thousands of households that are vagrant and dispossessed, and every year seeth thousands upon thousands of human beings weltering in their lifeblood on dusty battlefields. The tents of life and joy are down. The generals practice their generalship, boasting of the blood they shed, competing one with the next in inciting to violence. “With this sword,” saith one of them, “I beheaded a people!” And another: “I toppled a nation to the ground!” And yet another: “I brought a government down!” On such things do men pride themselves, in such do they glory! Love—righteousness—these are everywhere censured, while despised are harmony, and devotion to the truth.",T1P5,Selections from the Writings of ‘Abdu’l‑Bahá,97
" We are hapless, lowly, and of small account","O holy Lord! O Lord of loving-kindness! We stray about Thy dwelling, longing to behold Thy beauty, and loving all Thy ways. We are hapless, lowly, and of small account. We are paupers: show us mercy, give us bounty; look not upon our failings, hide Thou our endless sins. Whatever we are, still are we Thine, and what we speak and hear is praise of Thee, and it is Thy face we seek, Thy path we follow. Thou art the Lord of loving-kindness, we are sinners and astray and far from home. Wherefore, O Cloud of Mercy, grant us some drops of rain. O Flowering Bed of grace, send forth a fragrant breeze. O Sea of all bestowals, roll towards us a great wave. O Sun of Bounty, send down a shaft of light. Grant us pity, grant us grace. By Thy beauty, we come with no provision but our sins, with no good deeds to tell of, only hopes. Unless Thy concealing veil doth cover us, and Thy protection shield and cradle us, what power have these helpless souls to rise and serve Thee, what substance have these wretched ones to make a brave display? Thou Who art the Mighty, the All-Powerful, help us, favor us; withered as we are, revive us with showers from Thy clouds of grace; lowly as we are, illumine us with bright rays from the Daystar of Thy oneness. Cast Thou these thirsty fish into the ocean of Thy mercy, guide Thou this lost caravan to the shelter of Thy singleness; to the wellspring of guidance lead Thou the ones who have wandered far astray, and grant to those who have missed the path a haven within the precincts of Thy might. Lift Thou to these parched lips the bounteous and soft-flowing waters of heaven, raise up these dead to everlasting life. Grant Thou to the blind eyes that will see. Make Thou the deaf to hear, the dumb to speak. Set Thou the dispirited ablaze, make Thou the heedless mindful, warn Thou the proud, awaken those who sleep.",T2P10,Selections from the Writings of ‘Abdu’l‑Bahá,97
" Know ye the value of this time, let not this chance escape you","O ye loved ones of the Lord! Praise be to Him, the unseen, welling bounties of the Sun of Truth encompass you on every side, and from every direction the portals of His mercy stand ajar. Now is the time to take advantage of these bestowals, and benefit therefrom. Know ye the value of this time, let not this chance escape you. Stay ye entirely clear of this dark world’s concerns, and become ye known by the attributes of those essences that make their home in the Kingdom. Then shall ye see how intense is the glory of the heavenly Daystar, and how blinding bright are the tokens of bounty coming out of the invisible realm.",T2P20,Selections from the Writings of ‘Abdu’l‑Bahá,97
" Offer thy friendship, be worthy of trust","Believe thou in God, and keep thine eyes fixed upon the exalted Kingdom; be thou enamored of the Abhá Beauty; stand thou firm in the Covenant; yearn thou to ascend into the Heaven of the Universal Light. Be thou severed from this world, and reborn through the sweet scents of holiness that blow from the realm of the All-Highest. Be thou a summoner to love, and be thou kind to all the human race. Love thou the children of men and share in their sorrows. Be thou of those who foster peace. Offer thy friendship, be worthy of trust. Be thou a balm to every sore, be thou a medicine for every ill. Bind thou the souls together. Recite thou the verses of guidance. Be engaged in the worship of thy Lord, and rise up to lead the people aright. Loose thy tongue and teach, and let thy face be bright with the fire of God’s love. Rest thou not for a moment, seek thou to draw no easeful breath. Thus mayest thou become a sign and symbol of God’s love, and a banner of His grace.",T10P2,Selections from the Writings of ‘Abdu’l‑Bahá,97
 This is but fantasy and nothing more,"But those with unseeing eyes were astonished at this tumult, and they cried, “Where is the light?” and again, “We see no light! We see no rising sun! Here is no truth. This is but fantasy and nothing more.” Bat-like they fled into the underground dark, and there, to their way of thinking, they found a measure of security and peace.",T16P2,Selections from the Writings of ‘Abdu’l‑Bahá,97
 Know ye the value of this time,"The portals of His blessings are opened wide and His signs are published abroad and the glory of truth is blazing forth; inexhaustible are the blessings. Know ye the value of this time. Strive ye with all your hearts, raise up your voices and shout, until this dark world be filled with light, and this narrow place of shadows be widened out, and this dust heap of a fleeting moment be changed into a mirror for the eternal gardens of heaven, and this globe of earth receive its portion of celestial grace.",T17P5,Selections from the Writings of ‘Abdu’l‑Bahá,97
At all times do I speak of you and call you to mind,"At all times do I speak of you and call you to mind. I pray unto the Lord, and with tears I implore Him to rain down all these blessings upon you, and gladden your hearts, and make blissful your souls, and grant you exceeding joy and heavenly delights.…",T17P8,Selections from the Writings of ‘Abdu’l‑Bahá,97
 No access can be gained thereto; all entry is forbidden there,"But that Essence of Essences, that Invisible of Invisibles, is sanctified above all human speculation, and never to be overtaken by the mind of man. Never shall that immemorial Reality lodge within the compass of a contingent being. His is another realm, and of that realm no understanding can be won. No access can be gained thereto; all entry is forbidden there. The utmost one can say is that Its existence can be proved, but the conditions of Its existence are unknown.",T24P3,Selections from the Writings of ‘Abdu’l‑Bahá,97
 This is but the early dawn,"Grieve thou not over the slow advance of the Bahá’í Cause in that land. This is but the early dawn. Consider how, with the Cause of Christ, three hundred years had to go by, before its great influence was made manifest. Today, not sixty years from its birth, the light of this Faith hath been shed around the planet.",T31P10,Selections from the Writings of ‘Abdu’l‑Bahá,97
 This is indicative of perfection,"Every imperfect soul is self-centered and thinketh only of his own good. But as his thoughts expand a little he will begin to think of the welfare and comfort of his family. If his ideas still more widen, his concern will be the felicity of his fellow citizens; and if still they widen, he will be thinking of the glory of his land and of his race. But when ideas and views reach the utmost degree of expansion and attain the stage of perfection, then will he be interested in the exaltation of humankind. He will then be the well-wisher of all men and the seeker of the weal and prosperity of all lands. This is indicative of perfection.",T34P2,Selections from the Writings of ‘Abdu’l‑Bahá,97
