Sentence,Text,Section,Book,Cluster
" Laudable are the results and the fruits thereof, abundant the holy evidences deriving from this grace","O peoples of the world! The Sun of Truth hath risen to illumine the whole earth, and to spiritualize the community of man. Laudable are the results and the fruits thereof, abundant the holy evidences deriving from this grace. This is mercy unalloyed and purest bounty; it is light for the world and all its peoples; it is harmony and fellowship, and love and solidarity; indeed it is compassion and unity, and the end of foreignness; it is the being at one, in complete dignity and freedom, with all on earth.",T1P1,Selections from the Writings of ‘Abdu’l‑Bahá,29
 John the Divine?,"He hath wiped away their tears, kindled their light, rejoiced their hearts and enraptured their souls. Death shall no more overtake them neither shall sorrow, weeping or tribulation afflict them. The Lord God Omnipotent hath been enthroned in His Kingdom and hath made all things new. This is the truth and what truth can be greater than that announced by the Revelation of St. John the Divine?",T3P2,Selections from the Writings of ‘Abdu’l‑Bahá,29
" Reflect upon these most exalted words, and comprehend the purpose of this hidden and sacred mystery","Ponder in your hearts that which He hath foretold in His Tablet of the Divine Vision that hath been spread throughout the world. Therein He saith: “Thereupon she wailed and exclaimed: ‘May the world and all that is therein be a ransom for Thy woes. O Sovereign of heaven and earth! Wherefore hast Thou left Thyself in the hands of the dwellers of this prison-city of ‘Akká? Hasten Thou to other dominions, to Thy retreats above, whereon the eyes of the people of names have never fallen.’ We smiled and spake not. Reflect upon these most exalted words, and comprehend the purpose of this hidden and sacred mystery.”",T5P2,Selections from the Writings of ‘Abdu’l‑Bahá,29
 Wherefore reflections of the spirit and impressions of the Divine are now mirrored clear and sharp in the deep heart’s core,"O ye spiritual friends of ‘Abdu’l‑Bahá! A trusted messenger hath arrived and hath, in the world of the spirit, delivered a message from God’s loved ones. This auspicious courier bringeth fragrances of great ardor and wafteth the life-giving breezes of the love of God. He maketh the heart to dance for joy and filleth up the soul with an ecstasy of love and rapture. So intensely hath the glory of Divine Unity penetrated souls and hearts that all are now bound one to another with heavenly ties, and all are even as a single heart, a single soul. Wherefore reflections of the spirit and impressions of the Divine are now mirrored clear and sharp in the deep heart’s core. I beg of God to strengthen these spiritual bonds as day followeth day, and make this mystic oneness to shine ever more brightly, until at last all shall be as troops marshaled together beneath the banner of the Covenant within the sheltering shade of the Word of God; that they may strive with all their might until universal fellowship, close and warm, and unalloyed love, and spiritual relationships, will connect all the hearts in the world. Then will all humankind, because of this fresh and dazzling bounty, be gathered in a single homeland. Then will conflict and dissension vanish from the face of the earth, then will mankind be cradled in love for the beauty of the All-Glorious. Discord will change to accord, dissension to unison. The roots of malevolence will be torn out, the basis of aggression destroyed. The bright rays of union will obliterate the darkness of limitations, and the splendors of heaven will make the human heart to be even as a mine veined richly with the love of God.",T7P1,Selections from the Writings of ‘Abdu’l‑Bahá,29
" The fourth candle is unity in religion which is the cornerstone of the foundation itself, and which, by the power of God, will be revealed in all its splendor","Behold how its light is now dawning upon the world’s darkened horizon. The first candle is unity in the political realm, the early glimmerings of which can now be discerned. The second candle is unity of thought in world undertakings, the consummation of which will erelong be witnessed. The third candle is unity in freedom which will surely come to pass. The fourth candle is unity in religion which is the cornerstone of the foundation itself, and which, by the power of God, will be revealed in all its splendor. The fifth candle is the unity of nations—a unity which in this century will be securely established, causing all the peoples of the world to regard themselves as citizens of one common fatherland. The sixth candle is unity of races, making of all that dwell on earth peoples and kindreds of one race. The seventh candle is unity of language, i.e., the choice of a universal tongue in which all peoples will be instructed and converse. Each and every one of these will inevitably come to pass, inasmuch as the power of the Kingdom of God will aid and assist in their realization.",T15P7,Selections from the Writings of ‘Abdu’l‑Bahá,29
The portals of His blessings are opened wide and His signs are published abroad and the glory of truth is blazing forth; inexhaustible are the blessings,"The portals of His blessings are opened wide and His signs are published abroad and the glory of truth is blazing forth; inexhaustible are the blessings. Know ye the value of this time. Strive ye with all your hearts, raise up your voices and shout, until this dark world be filled with light, and this narrow place of shadows be widened out, and this dust heap of a fleeting moment be changed into a mirror for the eternal gardens of heaven, and this globe of earth receive its portion of celestial grace.",T17P5,Selections from the Writings of ‘Abdu’l‑Bahá,29
 It discerneth and discovereth the divine Kingdom,"O thou possessor of a seeing heart! Although, materially speaking, thou art deprived of physical sight, yet, praise be to God, spiritual insight is thine. Thy heart seeth and thy spirit heareth. Bodily sight is subject to a thousand maladies and assuredly will ultimately be lost. Thus no importance should be attached to it. But the sight of the heart is illumined. It discerneth and discovereth the divine Kingdom. It is everlasting and eternal. Praise God, therefore, that the sight of thy heart is illumined, and the hearing of thy mind responsive.",T18P1,Selections from the Writings of ‘Abdu’l‑Bahá,29
"Know thou that the Divine Essence, which is called the Invisible of the Invisibles, never to be described, beyond the reach of mind—is sanctified above any mention, any definition or hint or allusion, any acclamation or praise","Know thou that the Divine Essence, which is called the Invisible of the Invisibles, never to be described, beyond the reach of mind—is sanctified above any mention, any definition or hint or allusion, any acclamation or praise. In the sense that It is that It is, the intellect can never grasp It, and the soul seeking knowledge of It is but a wanderer in the desert, and far astray. “No vision taketh in Him, but He taketh in all vision: He is the Subtile, the All-Informed.”1",T19P7,Selections from the Writings of ‘Abdu’l‑Bahá,29
" Know then: that divinity which other communions and peoples have conjured up, falleth within the scope of their imagination, and not beyond it, whereas the reality of the Godhead is beyond all conceiving","To sum it up, there are many such proofs, establishing the existence of that Universal Reality. And since that Reality is preexistent, It is untouched by the conditions that govern phenomena; for whatever entity is subject to circumstances and the play of events is contingent, not preexistent. Know then: that divinity which other communions and peoples have conjured up, falleth within the scope of their imagination, and not beyond it, whereas the reality of the Godhead is beyond all conceiving.",T21P11,Selections from the Writings of ‘Abdu’l‑Bahá,29
"As to the Holy Manifestations of God, They are the focal points where the signs, tokens and perfections of that sacred, preexistent Reality appear in all their splendor","As to the Holy Manifestations of God, They are the focal points where the signs, tokens and perfections of that sacred, preexistent Reality appear in all their splendor. They are an eternal grace, a heavenly glory, and on Them dependeth the everlasting life of humankind. To illustrate: the Sun of Truth dwelleth in a sky to which no soul hath any access, and which no mind can reach, and He is far beyond the comprehension of all creatures. Yet the Holy Manifestations of God are even as a looking glass, burnished and without stain, which gathereth streams of light out of that Sun, and then scattereth the glory over the rest of creation. In that polished surface, the Sun with all Its majesty standeth clearly revealed. Thus, should the mirrored Sun proclaim, “I am the Sun!” this is but truth; and should It cry, “I am not the Sun!” this is the truth as well. And although the Daystar, with all Its glory, Its beauty, Its perfections, be clearly visible in that mirror without stain, still It hath not come down from Its own lofty station in the realms above, It hath not made Its way into the mirror; rather doth It continue to abide, as It will forever, in the supernal heights of Its own holiness.",T21P12,Selections from the Writings of ‘Abdu’l‑Bahá,29
"It is clear, then, that the essential reality of God is revealed in His perfections; and the sun, with its perfections, reflected in a mirror, is a visible thing, an entity clearly expressing the bounty of God","It is clear, then, that the essential reality of God is revealed in His perfections; and the sun, with its perfections, reflected in a mirror, is a visible thing, an entity clearly expressing the bounty of God.",T21P14,Selections from the Writings of ‘Abdu’l‑Bahá,29
"The Holy Manifestations of God possess two stations: one is the physical station, and one the spiritual","The Holy Manifestations of God possess two stations: one is the physical station, and one the spiritual. In other words, one station is that of a human being, and one, of the Divine Reality. If the Manifestations are subjected to tests, it is in Their human station only, not in the splendor of Their Divine Reality.",T26P2,Selections from the Writings of ‘Abdu’l‑Bahá,29
" If the Manifestations are subjected to tests, it is in Their human station only, not in the splendor of Their Divine Reality","The Holy Manifestations of God possess two stations: one is the physical station, and one the spiritual. In other words, one station is that of a human being, and one, of the Divine Reality. If the Manifestations are subjected to tests, it is in Their human station only, not in the splendor of Their Divine Reality.",T26P2,Selections from the Writings of ‘Abdu’l‑Bahá,29
" That is, to outward seeming, the human condition of the Holy Manifestations is subjected to tests, and when Their strength and endurance have by this means been revealed in the plenitude of power, other men receive instruction therefrom, and are made aware of how great must be their own steadfastness and endurance under tests and trials","And further, these tests are such only from the viewpoint of mankind. That is, to outward seeming, the human condition of the Holy Manifestations is subjected to tests, and when Their strength and endurance have by this means been revealed in the plenitude of power, other men receive instruction therefrom, and are made aware of how great must be their own steadfastness and endurance under tests and trials. For the Divine Educator must teach by word and also by deed, thus revealing to all the straight pathway of truth.",T26P3,Selections from the Writings of ‘Abdu’l‑Bahá,29
" For the Divine Educator must teach by word and also by deed, thus revealing to all the straight pathway of truth","And further, these tests are such only from the viewpoint of mankind. That is, to outward seeming, the human condition of the Holy Manifestations is subjected to tests, and when Their strength and endurance have by this means been revealed in the plenitude of power, other men receive instruction therefrom, and are made aware of how great must be their own steadfastness and endurance under tests and trials. For the Divine Educator must teach by word and also by deed, thus revealing to all the straight pathway of truth.",T26P3,Selections from the Writings of ‘Abdu’l‑Bahá,29
"As for the heavenly Jerusalem that hath come to rest on the summits of the world, and God’s Holy of Holies, Whose banner is now lifted high, this comprehendeth within itself all the perfections, all the knowledge of the dispensations gone before","As for the heavenly Jerusalem that hath come to rest on the summits of the world, and God’s Holy of Holies, Whose banner is now lifted high, this comprehendeth within itself all the perfections, all the knowledge of the dispensations gone before. Beyond this, it heraldeth the oneness of the children of men. It is the flag of universal peace, the spirit of eternal life; it is the glory of the perfections of God, the circumambient grace of all existence, the ornament bedecking all created things, the source of inner quietude for all humankind.",T29P10,Selections from the Writings of ‘Abdu’l‑Bahá,29
Such is the case with the holy Manifestations of God,"Such is the case with the holy Manifestations of God. Such in particular is the case with the divine reality of the Most Great Name, the Abhá Beauty. When once He standeth revealed unto the assembled peoples of the world and appeareth with such comeliness, such enchantments—alluring as a Joseph in the Egypt of the spirit—He enslaveth all the lovers on earth.",T31P7,Selections from the Writings of ‘Abdu’l‑Bahá,29
" Such in particular is the case with the divine reality of the Most Great Name, the Abhá Beauty","Such is the case with the holy Manifestations of God. Such in particular is the case with the divine reality of the Most Great Name, the Abhá Beauty. When once He standeth revealed unto the assembled peoples of the world and appeareth with such comeliness, such enchantments—alluring as a Joseph in the Egypt of the spirit—He enslaveth all the lovers on earth.",T31P7,Selections from the Writings of ‘Abdu’l‑Bahá,29
" Indeed, the flooding grace, the streaming splendors of the holy Manifestations appear after Their ascension from this world","As to the influence of holy Beings and the continuance of Their grace to mankind after They have put away Their human form, this is, to Bahá’ís, an indisputable fact. Indeed, the flooding grace, the streaming splendors of the holy Manifestations appear after Their ascension from this world. The exaltation of the Word, the revelation of the power of God, the conversion of God-fearing souls, the bestowal of everlasting life—it was following the Messiah’s martyrdom that all these were increased and intensified. In the same way, ever since the ascension of the Blessed Beauty, the bestowals have been more abundant, the spreading light is brighter, the tokens of the Lord’s might are more powerful, the influence of the Word is much stronger, and it will not be long before the motion, the heat, the brilliance, the blessings of the Sun of His reality will encompass all the earth.",T31P9,Selections from the Writings of ‘Abdu’l‑Bahá,29
