Sentence,Text,Section,Book,Cluster
"The essence of Bahá’u’lláh’s Teaching is all-embracing love, for love includeth every excellence of humankind","The essence of Bahá’u’lláh’s Teaching is all-embracing love, for love includeth every excellence of humankind. It causeth every soul to go forward. It bestoweth on each one, for a heritage, immortal life. Erelong shalt thou bear witness that His celestial Teachings, the very glory of reality itself, shall light up the skies of the world.",T31P15,Selections from the Writings of ‘Abdu’l‑Bahá,12
 Act by day and night according to the teachings and counsels and admonitions of Bahá’u’lláh,"As to the terminology I used in my letter, bidding thee to consecrate thyself to service in the Cause of God, the meaning of it is this: limit thy thoughts to teaching the Faith. Act by day and night according to the teachings and counsels and admonitions of Bahá’u’lláh. This doth not preclude marriage. Thou canst take unto thyself a husband and at the same time serve the Cause of God; the one doth not preclude the other. Know thou the value of these days; let not this chance escape thee. Beg thou God to make thee a lighted candle, so that thou mayest guide a great multitude through this darksome world.",T64P3,Selections from the Writings of ‘Abdu’l‑Bahá,12
 The divine teachings and the admonitions and exhortations of Bahá’u’lláh are manifestly evident,Thou hast written concerning organization. The divine teachings and the admonitions and exhortations of Bahá’u’lláh are manifestly evident. These constitute the organization of the Kingdom and their enforcement is obligatory. The least deviation from them is absolute error.,T69P1,Selections from the Writings of ‘Abdu’l‑Bahá,12
 The teachings of Bahá’u’lláh are the light of this age and the spirit of this century,"The events which have transpired were all recorded fifty years ago in the Tablets of Bahá’u’lláh—Tablets which have been printed, published and spread throughout the world. The teachings of Bahá’u’lláh are the light of this age and the spirit of this century. Expound each of them at every gathering.
The first is investigation of truth,
The second, the oneness of mankind,
The third, universal peace,
The fourth, conformity between science and divine revelation,
The fifth, abandonment of racial, religious, worldly and political prejudices, prejudices which destroy the foundation of mankind.
The sixth is righteousness and justice,
The seventh, the betterment of morals and heavenly education,
The eighth, the equality of the two sexes,
The ninth, the diffusion of knowledge and education,
The tenth, economic questions,
and so on and so forth. Strive that souls may attain unto the light of guidance and hold fast unto the hem of Bahá’u’lláh.",T70P4,Selections from the Writings of ‘Abdu’l‑Bahá,12
 For every era hath a spirit; the spirit of this illumined era lieth in the teachings of Bahá’u’lláh,"O thou beloved maidservant of God! Thy letter was received and its contents revealed the fact that the friends, in perfect energy and vitality, are engaged in the propagation of the heavenly teachings. This news hath caused intense joy and gladness. For every era hath a spirit; the spirit of this illumined era lieth in the teachings of Bahá’u’lláh. For these lay the foundation of the oneness of the world of humanity and promulgate universal brotherhood. They are founded upon the unity of science and religion and upon investigation of truth. They uphold the principle that religion must be the cause of amity, union and harmony among men. They establish the equality of both sexes and propound economic principles which are for the happiness of individuals. They diffuse universal education, that every soul may as much as possible have a share of knowledge. They abrogate and nullify religious, racial, political, patriotic and economic prejudices and the like. Those teachings that are scattered throughout the Epistles and Tablets are the cause of the illumination and the life of the world of humanity. Whoever promulgateth them will verily be assisted by the Kingdom of God.",T71P1,Selections from the Writings of ‘Abdu’l‑Bahá,12
"To state the matter briefly, the Teachings of Bahá’u’lláh advocate voluntary sharing, and this is a greater thing than the equalization of wealth","To state the matter briefly, the Teachings of Bahá’u’lláh advocate voluntary sharing, and this is a greater thing than the equalization of wealth. For equalization must be imposed from without, while sharing is a matter of free choice.",T79P2,Selections from the Writings of ‘Abdu’l‑Bahá,12
" The Teachings of Bahá’u’lláh, especially, must by all means be given to them as far as is possible","In this holy Cause the question of orphans hath the utmost importance. The greatest consideration must be shown towards orphans; they must be taught, trained and educated. The Teachings of Bahá’u’lláh, especially, must by all means be given to them as far as is possible.",T112P1,Selections from the Writings of ‘Abdu’l‑Bahá,12
According to the explicit decree of Bahá’u’lláh one must not turn aside from the advice of a competent doctor,"According to the explicit decree of Bahá’u’lláh one must not turn aside from the advice of a competent doctor. It is imperative to consult one even if the patient himself be a well-known and eminent physician. In short, the point is that you should maintain your health by consulting a highly skilled physician.",T135P1,Selections from the Writings of ‘Abdu’l‑Bahá,12
"The blessings of Bahá’u’lláh are a shoreless sea, and even life everlasting is only a dewdrop therefrom","The blessings of Bahá’u’lláh are a shoreless sea, and even life everlasting is only a dewdrop therefrom. The waves of that sea are continually lapping against the hearts of the friends, and from those waves there come intimations of the spirit and ardent pulsings of the soul, until the heart giveth way, and willing or not, turneth humbly in prayer unto the Kingdom of the Lord. Wherefore do all ye can to disengage your inner selves, that ye may at every moment reflect new splendors from the Sun of Truth.",T162P2,Selections from the Writings of ‘Abdu’l‑Bahá,12
The answer to the fifth question is this: Bahá’u’lláh hath raised up the tabernacle of the oneness of mankind,The answer to the fifth question is this: Bahá’u’lláh hath raised up the tabernacle of the oneness of mankind. Whoso seeketh shelter under this roof will certainly come forth from other dwellings.,T163P7,Selections from the Writings of ‘Abdu’l‑Bahá,12
