Sentence,Text,Section,Book,Cluster
He is Alpha and Omega,"He is Alpha and Omega. He is the One that will give unto him that is athirst of the fountain of the water of life and bestow upon the sick the remedy of true salvation. He whom such grace aideth is verily he that receiveth the most glorious heritage from the Prophets of God and His holy ones. The Lord will be his God, and he His dearly beloved son.",T3P3,Selections from the Writings of ‘Abdu’l‑Bahá,27
 He whom such grace aideth is verily he that receiveth the most glorious heritage from the Prophets of God and His holy ones,"He is Alpha and Omega. He is the One that will give unto him that is athirst of the fountain of the water of life and bestow upon the sick the remedy of true salvation. He whom such grace aideth is verily he that receiveth the most glorious heritage from the Prophets of God and His holy ones. The Lord will be his God, and he His dearly beloved son.",T3P3,Selections from the Writings of ‘Abdu’l‑Bahá,27
"Among His signs is His withstanding powerful nations and all-conquering states, and a host of enemies thirsting for His blood, intent at every moment upon His ruin, wheresoever He might be","Among His signs is His withstanding powerful nations and all-conquering states, and a host of enemies thirsting for His blood, intent at every moment upon His ruin, wheresoever He might be. Verily this is a matter deserving the scrutiny of those who ponder the signs and tokens of God.",T4P13,Selections from the Writings of ‘Abdu’l‑Bahá,27
"Verily is He the Loving, the Tender, the Ever-Bestowing","Verily is He the Loving, the Tender, the Ever-Bestowing.",T9P5,Selections from the Writings of ‘Abdu’l‑Bahá,27
 Such are His bestowals,"Raise ye a clamor like unto a roaring sea; like a prodigal cloud, rain down the grace of heaven. Lift up your voices and sing out the songs of the Abhá Realm. Quench ye the fires of war, lift high the banners of peace, work for the oneness of humankind and remember that religion is the channel of love unto all peoples. Be ye aware that the children of men are sheep of God and He their loving Shepherd, that He careth tenderly for all His sheep and maketh them to feed in His own green pastures of grace and giveth them to drink from the wellspring of life. Such is the way of the Lord. Such are His bestowals. Such, from among His teachings, is His precept of the oneness of mankind.",T17P4,Selections from the Writings of ‘Abdu’l‑Bahá,27
" Verily He is the Forgiving, the Compassionate, the Lord of immeasurable grace","Thy generous Lord will assist thee to labor in His vineyard and will cause thee to be the means of spreading the spirit of unity among His handmaids. He will make thine inner eye to see with the light of knowledge, He will forgive thy sins and transform them into goodly deeds. Verily He is the Forgiving, the Compassionate, the Lord of immeasurable grace.",T141P6,Selections from the Writings of ‘Abdu’l‑Bahá,27
" That is, He is rich beyond any grace of Mine","Thou didst ask as to chapter 14, verse 30 of the Gospel of John, where the Lord Christ saith, “Hereafter I will not talk much with you: for the Prince of this world cometh, and hath nothing in Me.” The Prince of this world is the Blessed Beauty; and “hath nothing in Me” signifieth: after Me all will draw grace from Me, but He is independent of Me, and will draw no grace from Me. That is, He is rich beyond any grace of Mine.",T145P3,Selections from the Writings of ‘Abdu’l‑Bahá,27
 He verily hath dominion over all things,"Rely upon God. Trust in Him. Praise Him, and call Him continually to mind. He verily turneth trouble into ease, and sorrow into solace, and toil into utter peace. He verily hath dominion over all things.",T150P3,Selections from the Writings of ‘Abdu’l‑Bahá,27
"Gracious God! Even with such a lesson before him, how heedless is man! Still do we see his world at war from pole to pole","Gracious God! Even with such a lesson before him, how heedless is man! Still do we see his world at war from pole to pole. There is war among the religions; war among the nations; war among the peoples; war among the rulers. What a welcome change would it be, if only these black clouds would lift from off the skies of the world, so that the light of reality could be shed abroad! If only the darksome dust of this continual fighting and killing could settle forever, and the sweet winds of God’s loving-kindness could blow from out the wellspring of peace. Then would this world become another world, and the earth would shine with the light of her Lord.",T220P3,Selections from the Writings of ‘Abdu’l‑Bahá,27
" Lo! At one moment he turneth into a ferocious tiger; at the next he becometh a creeping, venomous viper! But the sublime achievements of man reside in those qualities and attributes that exclusively pertain to the angels of the Supreme Concourse","But a thousand times alas, that man is negligent and unaware of these facts, and daily doth he strut abroad with the characteristics of a wild beast. Lo! At one moment he turneth into a ferocious tiger; at the next he becometh a creeping, venomous viper! But the sublime achievements of man reside in those qualities and attributes that exclusively pertain to the angels of the Supreme Concourse. Therefore, when praiseworthy qualities and high morals emanate from man, he becometh a heavenly being, an angel of the Kingdom, a divine reality and a celestial effulgence. On the other hand, when he engageth in warfare, quarrelling and bloodshed, he becometh viler than the most fierce of savage creatures, for if a bloodthirsty wolf devoureth a lamb in a single night, man slaughtereth a hundred thousand in the field of battle, strewing the ground with their corpses and kneading the earth with their blood.",T225P14,Selections from the Writings of ‘Abdu’l‑Bahá,27
