Sentence,Text,Section,Book,Cluster
" Read, with close attention, the Tablets of Ṭarázát (Ornaments), Kalimát (Words of Paradise), Tajallíyyát (Effulgences), Ishráqát (Splendors), and Bishárát (Glad Tidings), and rise up as ye are bidden in the heavenly teachings","To thank Him for this, make ye a mighty effort, and choose for yourselves a noble goal. Through the power of faith, obey ye the teachings of God, and let all your actions conform to His laws. Read ye The Hidden Words, ponder the inner meanings thereof, act in accord therewith. Read, with close attention, the Tablets of Ṭarázát (Ornaments), Kalimát (Words of Paradise), Tajallíyyát (Effulgences), Ishráqát (Splendors), and Bishárát (Glad Tidings), and rise up as ye are bidden in the heavenly teachings. Thus may each one of you be even as a candle casting its light, the center of attraction wherever people come together; and from you, as from a bed of flowers, may sweet scents be shed.",T17P3,Selections from the Writings of ‘Abdu’l‑Bahá,98
" Then wilt thou observe that the universe is a scroll that discloseth His hidden secrets, which are preserved in the well-guarded Tablet","When, however, thou dost contemplate the innermost essence of all things, and the individuality of each, thou wilt behold the signs of thy Lord’s mercy in every created thing, and see the spreading rays of His Names and Attributes throughout all the realm of being, with evidences which none will deny save the froward and the unaware. Then wilt thou observe that the universe is a scroll that discloseth His hidden secrets, which are preserved in the well-guarded Tablet. And not an atom of all the atoms in existence, not a creature from amongst the creatures but speaketh His praise and telleth of His attributes and names, revealeth the glory of His might and guideth to His oneness and His mercy: and none will gainsay this who hath ears to hear, eyes to see, and a mind that is sound.",T19P8,Selections from the Writings of ‘Abdu’l‑Bahá,98
"Direct thine attention to the holy Tablets; read thou the Ishráqát, Tajallíyyát, the Words of Paradise, the Glad Tidings, the Ṭarázát, the Most Holy Book","Direct thine attention to the holy Tablets; read thou the Ishráqát, Tajallíyyát, the Words of Paradise, the Glad Tidings, the Ṭarázát, the Most Holy Book. Then wilt thou see that today these heavenly Teachings are the remedy for a sick and suffering world, and a healing balm for the sores on the body of mankind. They are the spirit of life, the ark of salvation, the magnet to draw down eternal glory, the dynamic power to motivate the inner self of man.",T29P11,Selections from the Writings of ‘Abdu’l‑Bahá,98
"Regarding the translation of the Books and Tablets of the Blessed Beauty, erelong will translations be made into every tongue, with power, clarity and grace","Regarding the translation of the Books and Tablets of the Blessed Beauty, erelong will translations be made into every tongue, with power, clarity and grace. At such time as they are translated, conformably to the originals, and with power and grace of style, the splendors of their inner meanings will be shed abroad, and will illumine the eyes of all mankind. Do thy very best to ensure that the translation is in conformity with the original.",T31P13,Selections from the Writings of ‘Abdu’l‑Bahá,98
 Do thy very best to ensure that the translation is in conformity with the original,"Regarding the translation of the Books and Tablets of the Blessed Beauty, erelong will translations be made into every tongue, with power, clarity and grace. At such time as they are translated, conformably to the originals, and with power and grace of style, the splendors of their inner meanings will be shed abroad, and will illumine the eyes of all mankind. Do thy very best to ensure that the translation is in conformity with the original.",T31P13,Selections from the Writings of ‘Abdu’l‑Bahá,98
"We hear that the Tablets of Ishráqát (Splendors), Ṭarázát (Ornaments), Bishárát (Glad Tidings), Tajallíyyát (Effulgences), and Kalimát (Words of Paradise) have been translated and published in those regions","We hear that the Tablets of Ishráqát (Splendors), Ṭarázát (Ornaments), Bishárát (Glad Tidings), Tajallíyyát (Effulgences), and Kalimát (Words of Paradise) have been translated and published in those regions. In these Tablets will ye have a model of how to be and how to live.",T37P10,Selections from the Writings of ‘Abdu’l‑Bahá,98
 In these Tablets will ye have a model of how to be and how to live,"We hear that the Tablets of Ishráqát (Splendors), Ṭarázát (Ornaments), Bishárát (Glad Tidings), Tajallíyyát (Effulgences), and Kalimát (Words of Paradise) have been translated and published in those regions. In these Tablets will ye have a model of how to be and how to live.",T37P10,Selections from the Writings of ‘Abdu’l‑Bahá,98
The letter thou hast enclosed was perused,"The letter thou hast enclosed was perused. When man’s soul is rarified and cleansed, spiritual links are established, and from these bonds sensations felt by the heart are produced. The human heart resembleth a mirror. When this is purified human hearts are attuned and reflect one another, and thus spiritual emotions are generated. This is like the world of dreams when man is detached from things which are tangible and experienceth those of the spirit. What amazing laws operate, and what remarkable discoveries are made! And it may even be that detailed communications are registered…",T70P5,Selections from the Writings of ‘Abdu’l‑Bahá,98
 Those teachings that are scattered throughout the Epistles and Tablets are the cause of the illumination and the life of the world of humanity,"O thou beloved maidservant of God! Thy letter was received and its contents revealed the fact that the friends, in perfect energy and vitality, are engaged in the propagation of the heavenly teachings. This news hath caused intense joy and gladness. For every era hath a spirit; the spirit of this illumined era lieth in the teachings of Bahá’u’lláh. For these lay the foundation of the oneness of the world of humanity and promulgate universal brotherhood. They are founded upon the unity of science and religion and upon investigation of truth. They uphold the principle that religion must be the cause of amity, union and harmony among men. They establish the equality of both sexes and propound economic principles which are for the happiness of individuals. They diffuse universal education, that every soul may as much as possible have a share of knowledge. They abrogate and nullify religious, racial, political, patriotic and economic prejudices and the like. Those teachings that are scattered throughout the Epistles and Tablets are the cause of the illumination and the life of the world of humanity. Whoever promulgateth them will verily be assisted by the Kingdom of God.",T71P1,Selections from the Writings of ‘Abdu’l‑Bahá,98
"Thou didst wish to celebrate the Day of Riḍván with a feast, and to have those present on that day engage in reciting Tablets with delight and joy, and thou didst request me to send thee a letter to be read on that day","Thou didst wish to celebrate the Day of Riḍván with a feast, and to have those present on that day engage in reciting Tablets with delight and joy, and thou didst request me to send thee a letter to be read on that day. My letter is this:",T73P3,Selections from the Writings of ‘Abdu’l‑Bahá,98
" Take ye, for an example, the sum total of all the books that were ever written in ages past, and compare that with the books and treatises that our era hath produced: these books, written in our day alone, far and away exceed the total number of volumes that have been written down the ages","This age is indeed as a hundred other ages: should ye gather the yield of a hundred ages, and set that against the accumulated product of our times, the yield of this one era will prove greater than that of a hundred gone before. Take ye, for an example, the sum total of all the books that were ever written in ages past, and compare that with the books and treatises that our era hath produced: these books, written in our day alone, far and away exceed the total number of volumes that have been written down the ages. See how powerful is the influence exerted by the Daystar of the world upon the inner essence of all created things!",T73P6,Selections from the Writings of ‘Abdu’l‑Bahá,98
"O ye who have peace of soul! Among the divine Texts as set forth in the Most Holy Book and also in other Tablets is this: it is incumbent upon the father and mother to train their children both in good conduct and the study of books; study, that is, to the degree required, so that no child, whether girl or boy, will remain illiterate","O ye who have peace of soul! Among the divine Texts as set forth in the Most Holy Book and also in other Tablets is this: it is incumbent upon the father and mother to train their children both in good conduct and the study of books; study, that is, to the degree required, so that no child, whether girl or boy, will remain illiterate. Should the father fail in his duty he must be compelled to discharge his responsibility, and should he be unable to comply, let the House of Justice take over the education of the children; in no case is a child to be left without an education. This is one of the stringent and inescapable commandments to neglect which would draw down the wrathful indignation of Almighty God.",T101P1,Selections from the Writings of ‘Abdu’l‑Bahá,98
"Know thou that the people, even unto this day, have failed to unravel the hidden secrets of the Book","Know thou that the people, even unto this day, have failed to unravel the hidden secrets of the Book. They imagine that Christ was excluded from His heaven in the days when He walked the earth, that He fell from the heights of His sublimity, and afterwards mounted to those upper reaches of the sky, to the heaven which doth not exist at all, for it is but space. And they are waiting for Him to come down from there again, riding upon a cloud, and they imagine that there are clouds in that infinite space and that He will ride thereon and by that means He will descend. Whereas the truth is that a cloud is but vapor that riseth out of the earth, and it doth not come down from heaven. Rather, the cloud referred to in the Gospel is the human body, so called because the body is as a veil to man, which, even as a cloud, preventeth him from beholding the Sun of Truth that shineth from the horizon of Christ.",T143P3,Selections from the Writings of ‘Abdu’l‑Bahá,98
" Although the pages of a book know nothing of the words and the meanings traced upon them, even so, because of their connection with these words, friends pass them reverently from hand to hand","The perfume is intimately commingled and blended with the bud, and once the bud hath opened the sweet scent of it is spread abroad. The herb is not without its fruit, although it seemeth so, for in this garden of God every plant exerteth its own influence and hath its own properties, and every plant can even match the laughing, hundred-petalled rose in rejoicing the sense with its fragrance. Be thou assured of this. Although the pages of a book know nothing of the words and the meanings traced upon them, even so, because of their connection with these words, friends pass them reverently from hand to hand. This connection, furthermore, is purest bounty.",T149P2,Selections from the Writings of ‘Abdu’l‑Bahá,98
"Thou didst ask as to acquiring knowledge: read thou the Books and Tablets of God, and the articles written to demonstrate the truth of this Faith","Thou didst ask as to acquiring knowledge: read thou the Books and Tablets of God, and the articles written to demonstrate the truth of this Faith. Included among them are the Íqán, which hath been translated into English, the works of Mírzá Abu’l-Faḍl, and those of some others among the believers. In the days to come a great number of holy Tablets and other sacred writings will be translated, and thou shouldst read these as well. Likewise, ask thou of God that the magnet of His love should draw unto thee the knowledge of Him. Once a soul becometh holy in all things, purified, sanctified, the gates of the knowledge of God will open wide before his eyes.",T160P3,Selections from the Writings of ‘Abdu’l‑Bahá,98
" In the days to come a great number of holy Tablets and other sacred writings will be translated, and thou shouldst read these as well","Thou didst ask as to acquiring knowledge: read thou the Books and Tablets of God, and the articles written to demonstrate the truth of this Faith. Included among them are the Íqán, which hath been translated into English, the works of Mírzá Abu’l-Faḍl, and those of some others among the believers. In the days to come a great number of holy Tablets and other sacred writings will be translated, and thou shouldst read these as well. Likewise, ask thou of God that the magnet of His love should draw unto thee the knowledge of Him. Once a soul becometh holy in all things, purified, sanctified, the gates of the knowledge of God will open wide before his eyes.",T160P3,Selections from the Writings of ‘Abdu’l‑Bahá,98
 Its contents were noted,"O maidservant of God! Thy letter dated 9 December 1918 was received. Its contents were noted. Never lose thy trust in God. Be thou ever hopeful, for the bounties of God never cease to flow upon man. If viewed from one perspective they seem to decrease, but from another they are full and complete. Man is under all conditions immersed in a sea of God’s blessings. Therefore, be thou not hopeless under any circumstances, but rather be firm in thy hope.",T178P1,Selections from the Writings of ‘Abdu’l‑Bahá,98
 By His supreme pen He hath explicitly declared that the object of the following verse of the Kitáb-i-Aqdas is the Most Great Branch:,"The point at issue is clear, direct and of utmost brevity. Either Bahá’u’lláh was wise, omniscient and aware of what would ensue, or was ignorant and in error. He entered, by His supreme pen, into such a firm Covenant and Testament with all the Bahá’ís, first with the Aghṣán, the Afnán and His kindred, and commanded them to obey and turn toward Him. By His supreme pen He hath explicitly declared that the object of the following verse of the Kitáb-i-Aqdas is the Most Great Branch:",T186P2,Selections from the Writings of ‘Abdu’l‑Bahá,98
" But it is to be undertaken with the utmost care, so that the exact text may be reproduced and will exclude all deviations and corruptions committed by former translators","Thou intendest to print and publish the addresses of ‘Abdu’l‑Bahá which thou hast compiled. This is indeed very advisable. This service shall cause thee to acquire an effulgent face in the Abhá Kingdom, and shall make thee the object of the praise and gratitude of the friends in the East as well as in the West. But it is to be undertaken with the utmost care, so that the exact text may be reproduced and will exclude all deviations and corruptions committed by former translators.",T189P7,Selections from the Writings of ‘Abdu’l‑Bahá,98
" In any case they ought to be pleased with you, and subject to their approval you may print and distribute that detailed epistle of mine which hath already been translated into English","But the fundamental principles laid down by Bahá’u’lláh are day by day spreading. Deliver the answer to their letter and express the greatest love and kindness, and leave them to their own affairs. In any case they ought to be pleased with you, and subject to their approval you may print and distribute that detailed epistle of mine which hath already been translated into English.",T228P3,Selections from the Writings of ‘Abdu’l‑Bahá,98
Study the Tablet of the Holy Mariner that ye may know the truth and consider that the Blessed Beauty hath fully foretold future events,Study the Tablet of the Holy Mariner that ye may know the truth and consider that the Blessed Beauty hath fully foretold future events. Let them who perceive take warning. Verily in this is a bounty for the sincere!,T233P15,Selections from the Writings of ‘Abdu’l‑Bahá,98
