Sentence,Text,Section,Book,Cluster
 Think ye at all times of rendering some service to every member of the human race,"Soon will your swiftly passing days be over, and the fame and riches, the comforts, the joys provided by this rubbish-heap, the world, will be gone without a trace. Summon ye, then, the people to God, and invite humanity to follow the example of the Company on high. Be ye loving fathers to the orphan, and a refuge to the helpless, and a treasury for the poor, and a cure for the ailing. Be ye the helpers of every victim of oppression, the patrons of the disadvantaged. Think ye at all times of rendering some service to every member of the human race. Pay ye no heed to aversion and rejection, to disdain, hostility, injustice: act ye in the opposite way. Be ye sincerely kind, not in appearance only. Let each one of God’s loved ones center his attention on this: to be the Lord’s mercy to man; to be the Lord’s grace. Let him do some good to every person whose path he crosseth, and be of some benefit to him. Let him improve the character of each and all, and reorient the minds of men. In this way, the light of divine guidance will shine forth, and the blessings of God will cradle all mankind: for love is light, no matter in what abode it dwelleth; and hate is darkness, no matter where it may make its nest. O friends of God! That the hidden Mystery may stand revealed, and the secret essence of all things may be disclosed, strive ye to banish that darkness for ever and ever.",T1P7,Selections from the Writings of ‘Abdu’l‑Bahá,81
" Such a thought breedeth pride, and pride is not conducive to influence","O honored lady! In accordance with the divine teachings in this glorious dispensation we should not belittle anyone and call him ignorant, saying: “You know not, but I know.” Rather, we should look upon others with respect, and when attempting to explain and demonstrate, we should speak as if we are investigating the truth, saying: “Here these things are before us. Let us investigate to determine where and in what form the truth can be found.” The teacher should not consider himself as learned and others ignorant. Such a thought breedeth pride, and pride is not conducive to influence. The teacher should not see in himself any superiority; he should speak with the utmost kindliness, lowliness and humility, for such speech exerteth influence and educateth the souls.",T15P3,Selections from the Writings of ‘Abdu’l‑Bahá,81
" Continents remained widely divided, nay even among the peoples of one and the same continent association and interchange of thought were wellnigh impossible","O honored lady! In cycles gone by, though harmony was established, yet, owing to the absence of means, the unity of all mankind could not have been achieved. Continents remained widely divided, nay even among the peoples of one and the same continent association and interchange of thought were wellnigh impossible. Consequently intercourse, understanding and unity amongst all the peoples and kindreds of the earth were unattainable. In this day, however, means of communication have multiplied, and the five continents of the earth have virtually merged into one. And for everyone it is now easy to travel to any land, to associate and exchange views with its peoples, and to become familiar, through publications, with the conditions, the religious beliefs and the thoughts of all men. In like manner all the members of the human family, whether peoples or governments, cities or villages, have become increasingly interdependent. For none is self-sufficiency any longer possible, inasmuch as political ties unite all peoples and nations, and the bonds of trade and industry, of agriculture and education, are being strengthened every day. Hence the unity of all mankind can in this day be achieved. Verily this is none other but one of the wonders of this wondrous age, this glorious century. Of this past ages have been deprived, for this century—the century of light—hath been endowed with unique and unprecedented glory, power and illumination. Hence the miraculous unfolding of a fresh marvel every day. Eventually it will be seen how bright its candles will burn in the assemblage of man.",T15P6,Selections from the Writings of ‘Abdu’l‑Bahá,81
" The sixth candle is unity of races, making of all that dwell on earth peoples and kindreds of one race","Behold how its light is now dawning upon the world’s darkened horizon. The first candle is unity in the political realm, the early glimmerings of which can now be discerned. The second candle is unity of thought in world undertakings, the consummation of which will erelong be witnessed. The third candle is unity in freedom which will surely come to pass. The fourth candle is unity in religion which is the cornerstone of the foundation itself, and which, by the power of God, will be revealed in all its splendor. The fifth candle is the unity of nations—a unity which in this century will be securely established, causing all the peoples of the world to regard themselves as citizens of one common fatherland. The sixth candle is unity of races, making of all that dwell on earth peoples and kindreds of one race. The seventh candle is unity of language, i.e., the choice of a universal tongue in which all peoples will be instructed and converse. Each and every one of these will inevitably come to pass, inasmuch as the power of the Kingdom of God will aid and assist in their realization.",T15P7,Selections from the Writings of ‘Abdu’l‑Bahá,81
" And likewise, those outside influences are subjected to other influences in their turn","Furthermore, although all created things grow and develop, yet are they subjected to influences from without. For instance, the sun giveth heat, the rain nourisheth, the wind bringeth life, so that man can develop and grow. Thus it is clear that the human body is under influences from the outside, and that without those influences man could not grow. And likewise, those outside influences are subjected to other influences in their turn. For example, the growth and development of a human being is dependent upon the existence of water, and water is dependent upon the existence of rain, and rain is dependent upon the existence of clouds, and clouds are dependent upon the existence of the sun, which causeth land and sea to produce vapor, the condensation of vapor forming the clouds. Thus each one of these entities exerteth its influence and is likewise influenced in its turn. Inescapably then, the process leadeth to One Who influenceth all, and yet is influenced by none, thus severing the chain. The inner reality of that Being, however, is not known, although His effects are clear and evident.",T21P9,Selections from the Writings of ‘Abdu’l‑Bahá,81
" For example, when the Christ was made manifest, the minds of the various contemporary peoples, their views, their emotional attitudes, whether they were Romans, Greeks, Syrians, Israelites, or others, were at variance with one another","The differences among the religions of the world are due to the varying types of minds. So long as the powers of the mind are various, it is certain that men’s judgments and opinions will differ one from another. If, however, one single, universal perceptive power be introduced—a power encompassing all the rest—those differing opinions will merge, and a spiritual harmony and oneness will become apparent. For example, when the Christ was made manifest, the minds of the various contemporary peoples, their views, their emotional attitudes, whether they were Romans, Greeks, Syrians, Israelites, or others, were at variance with one another. But once His universal power was brought to bear, it gradually succeeded, after the lapse of three hundred years, in gathering together all those divergent minds under the protection, and within the governance, of one central Point, all sharing the same spiritual emotions in their hearts.",T31P5,Selections from the Writings of ‘Abdu’l‑Bahá,81
" The area of their aims was not limited—nay, rather, it was wide and all-inclusive","Thus, the divine Manifestations of God had a universal and all-inclusive conception. They endeavored for the sake of everyone’s life and engaged in the service of universal education. The area of their aims was not limited—nay, rather, it was wide and all-inclusive.",T34P3,Selections from the Writings of ‘Abdu’l‑Bahá,81
" They abrogate and nullify religious, racial, political, patriotic and economic prejudices and the like","O thou beloved maidservant of God! Thy letter was received and its contents revealed the fact that the friends, in perfect energy and vitality, are engaged in the propagation of the heavenly teachings. This news hath caused intense joy and gladness. For every era hath a spirit; the spirit of this illumined era lieth in the teachings of Bahá’u’lláh. For these lay the foundation of the oneness of the world of humanity and promulgate universal brotherhood. They are founded upon the unity of science and religion and upon investigation of truth. They uphold the principle that religion must be the cause of amity, union and harmony among men. They establish the equality of both sexes and propound economic principles which are for the happiness of individuals. They diffuse universal education, that every soul may as much as possible have a share of knowledge. They abrogate and nullify religious, racial, political, patriotic and economic prejudices and the like. Those teachings that are scattered throughout the Epistles and Tablets are the cause of the illumination and the life of the world of humanity. Whoever promulgateth them will verily be assisted by the Kingdom of God.",T71P1,Selections from the Writings of ‘Abdu’l‑Bahá,81
" Praise be to God, the hearts of the friends are united and linked together, whether they be from the east or the west, from north or from south, whether they be German, French, Japanese, American, and whether they pertain to the white, the black, the red, the yellow or the brown race","Strive with heart and soul in order to bring about union and harmony among the white and the black and prove thereby the unity of the Bahá’í world wherein distinction of color findeth no place, but where hearts only are considered. Praise be to God, the hearts of the friends are united and linked together, whether they be from the east or the west, from north or from south, whether they be German, French, Japanese, American, and whether they pertain to the white, the black, the red, the yellow or the brown race. Variations of color, of land and of race are of no importance in the Bahá’í Faith; on the contrary, Bahá’í unity overcometh them all and doeth away with all these fancies and imaginations.",T75P1,Selections from the Writings of ‘Abdu’l‑Bahá,81
"Intense is the hatred, in America, between black and white, but my hope is that the power of the Kingdom will bind these two in friendship, and serve them as a healing balm","Intense is the hatred, in America, between black and white, but my hope is that the power of the Kingdom will bind these two in friendship, and serve them as a healing balm.",T76P2,Selections from the Writings of ‘Abdu’l‑Bahá,81
" For we see that children of the same age, the same country, the same race, indeed of the same family, and trained by the same individual, still are different as to the degree of their comprehension and intelligence","The Manifestations of God are likewise in agreement with the view that education exerteth the strongest possible influence on humankind. They affirm, however, that differences in the level of intelligence are innate; and this fact is obvious, and not worth debating. For we see that children of the same age, the same country, the same race, indeed of the same family, and trained by the same individual, still are different as to the degree of their comprehension and intelligence. One will make rapid progress, one will receive instruction only gradually, one will remain at the lowest stage of all. For no matter how much you may polish a shell, it will not turn into a gleaming pearl, nor can you change a dull pebble into a gem whose pure rays will light the world. Never, through training and cultivation, will the colocynth and the bitter tree1 change into the Tree of Blessedness.2 That is to say, education cannot alter the inner essence of a man, but it doth exert tremendous influence, and with this power it can bring forth from the individual whatever perfections and capacities are deposited within him. A grain of wheat, when cultivated by the farmer, will yield a whole harvest, and a seed, through the gardener’s care, will grow into a great tree. Thanks to a teacher’s loving efforts, the children of the primary school may reach the highest levels of achievement; indeed, his benefactions may lift some child of small account to an exalted throne. Thus is it clearly demonstrated that by their essential nature, minds vary as to their capacity, while education also playeth a great role and exerteth a powerful effect on their development.",T104P2,Selections from the Writings of ‘Abdu’l‑Bahá,81
 A single one of their men can stand up to ten men of another tribe,"O ye, God’s loved ones! Experience hath shown how greatly the renouncing of smoking, of intoxicating drink, and of opium, conduceth to health and vigor, to the expansion and keenness of the mind and to bodily strength. There is today a people4 who strictly avoid tobacco, intoxicating liquor and opium. This people is far and away superior to the others, for strength and physical courage, for health, beauty and comeliness. A single one of their men can stand up to ten men of another tribe. This hath proved true of the entire people: that is, member for member, each individual of this community is in every respect superior to the individuals of other communities.",T129P13,Selections from the Writings of ‘Abdu’l‑Bahá,81
