Sentence,Text,Section,Book,Cluster
" The divine springtime was here, pitching its tents in this contingent world, so that all creation leapt and danced","O ye loved ones of God, ye helpers of this evanescent Servant! When the Sun of Reality shed its endless bounties from the Dawning-Point of all desires, and this world of being was lit with that sacred light from pole to pole, with such intensity did it cast down its rays that it blotted out the Stygian dark forever, whereupon this earth of dust became the envy of the spheres of heaven, and this lowly place took on the state and panoply of the supernal realm. The gentle breeze of holiness blew over it, scattering abroad sweet savors; the spring winds of heaven passed by it, and over it, from the Source of all bestowals, were wafted fruitful airs that carried boundless grace. Then the bright dawn rose, and there came tidings of great joy. The divine springtime was here, pitching its tents in this contingent world, so that all creation leapt and danced. The withered earth brought forth immortal blooms, the dead dust woke to everlasting life. Then came forth flowers of mystic learning, and, bespeaking the knowledge of God, fresh greenery from the ground. The contingent world displayed God’s bounteous gifts, the visible world reflecting the glories of realms that were hidden from sight. God’s summons was proclaimed, the table of the Eternal Covenant was readied, the cup of the Testament was passed from hand to hand, the universal invitation was sent forth. Then some among the people were set afire with the wine of heaven, and some were left without a share of this greatest of bestowals. The sight and insight of some were illumined by the light of grace, and there were some who, hearing the anthems of unity, leapt for joy. There were birds that began to carol in the gardens of holiness, there were nightingales in the branches of the rose tree of heaven that raised their plaintive cries. Then were decked and adorned both the Kingdom on high and the earth below, and this world became the envy of high heaven. Yet alas, alas, the neglectful have stayed fast in their heedless sleep, and the foolish have spurned this most sacred of bestowals. The blind remain shrouded in their veils, the deaf have no share in what hath come to pass, the dead have no hopes of attaining thereto, for even as He saith: “They despair of the life to come, as the infidels despair that the dwellers in the tombs will rise again.”1",T2P12,Selections from the Writings of ‘Abdu’l‑Bahá,32
 It is everlasting and eternal,"O thou possessor of a seeing heart! Although, materially speaking, thou art deprived of physical sight, yet, praise be to God, spiritual insight is thine. Thy heart seeth and thy spirit heareth. Bodily sight is subject to a thousand maladies and assuredly will ultimately be lost. Thus no importance should be attached to it. But the sight of the heart is illumined. It discerneth and discovereth the divine Kingdom. It is everlasting and eternal. Praise God, therefore, that the sight of thy heart is illumined, and the hearing of thy mind responsive.",T18P1,Selections from the Writings of ‘Abdu’l‑Bahá,32
" And that Universal Reality is Man, the divine Being, the Essence that abideth forever","Shouldst thou, however, turn thy gaze unto a Mirror, brilliant, stainless, and pure, wherein the divine Beauty is reflected, therein wilt thou find the Sun shining with Its rays, Its heat, Its disc, Its fair form all entire. For each separate entity possesseth its allotted portion of the solar light and telleth of the Sun, but that Universal Reality in all Its splendor, that stainless Mirror Whose qualities are appropriate to the qualities of the Sun revealed within It—expresseth in their entirety the attributes of the Source of Glory. And that Universal Reality is Man, the divine Being, the Essence that abideth forever. “Say, Call upon God, or call upon the All-Merciful; whichsoever ye call upon, most beauteous are His Names.”2",T19P10,Selections from the Writings of ‘Abdu’l‑Bahá,32
"It is obvious that all created things are connected one to another by a linkage complete and perfect, even, for example, as are the members of the human body","It is obvious that all created things are connected one to another by a linkage complete and perfect, even, for example, as are the members of the human body. Note how all the members and component parts of the human body are connected one to another. In the same way, all the members of this endless universe are linked one to another. The foot and the step, for example, are connected to the ear and the eye; the eye must look ahead before the step is taken. The ear must hear before the eye will carefully observe. And whatever member of the human body is deficient, produceth a deficiency in the other members. The brain is connected with the heart and stomach, the lungs are connected with all the members. So is it with the other members of the body.",T21P6,Selections from the Writings of ‘Abdu’l‑Bahá,32
" In the same way, all the members of this endless universe are linked one to another","It is obvious that all created things are connected one to another by a linkage complete and perfect, even, for example, as are the members of the human body. Note how all the members and component parts of the human body are connected one to another. In the same way, all the members of this endless universe are linked one to another. The foot and the step, for example, are connected to the ear and the eye; the eye must look ahead before the step is taken. The ear must hear before the eye will carefully observe. And whatever member of the human body is deficient, produceth a deficiency in the other members. The brain is connected with the heart and stomach, the lungs are connected with all the members. So is it with the other members of the body.",T21P6,Selections from the Writings of ‘Abdu’l‑Bahá,32
"Likewise, look into this endless universe: a universal power inevitably existeth, which encompasseth all, directing and regulating all the parts of this infinite creation; and were it not for this Director, this Coordinator, the universe would be flawed and deficient","Likewise, look into this endless universe: a universal power inevitably existeth, which encompasseth all, directing and regulating all the parts of this infinite creation; and were it not for this Director, this Coordinator, the universe would be flawed and deficient. It would be even as a madman; whereas ye can see that this endless creation carrieth out its functions in perfect order, every separate part of it performing its own task with complete reliability, nor is there any flaw to be found in all its workings. Thus it is clear that a Universal Power existeth, directing and regulating this infinite universe. Every rational mind can grasp this fact.",T21P8,Selections from the Writings of ‘Abdu’l‑Bahá,32
" It would be even as a madman; whereas ye can see that this endless creation carrieth out its functions in perfect order, every separate part of it performing its own task with complete reliability, nor is there any flaw to be found in all its workings","Likewise, look into this endless universe: a universal power inevitably existeth, which encompasseth all, directing and regulating all the parts of this infinite creation; and were it not for this Director, this Coordinator, the universe would be flawed and deficient. It would be even as a madman; whereas ye can see that this endless creation carrieth out its functions in perfect order, every separate part of it performing its own task with complete reliability, nor is there any flaw to be found in all its workings. Thus it is clear that a Universal Power existeth, directing and regulating this infinite universe. Every rational mind can grasp this fact.",T21P8,Selections from the Writings of ‘Abdu’l‑Bahá,32
" Thus it is clear that a Universal Power existeth, directing and regulating this infinite universe","Likewise, look into this endless universe: a universal power inevitably existeth, which encompasseth all, directing and regulating all the parts of this infinite creation; and were it not for this Director, this Coordinator, the universe would be flawed and deficient. It would be even as a madman; whereas ye can see that this endless creation carrieth out its functions in perfect order, every separate part of it performing its own task with complete reliability, nor is there any flaw to be found in all its workings. Thus it is clear that a Universal Power existeth, directing and regulating this infinite universe. Every rational mind can grasp this fact.",T21P8,Selections from the Writings of ‘Abdu’l‑Bahá,32
"And further, all created beings are limited, and this very limitation of all beings proveth the reality of the Limitless; for the existence of a limited being denoteth the existence of a Limitless One","And further, all created beings are limited, and this very limitation of all beings proveth the reality of the Limitless; for the existence of a limited being denoteth the existence of a Limitless One.",T21P10,Selections from the Writings of ‘Abdu’l‑Bahá,32
"Note thou carefully that in this world of being, all things must ever be made new","Note thou carefully that in this world of being, all things must ever be made new. Look at the material world about thee, see how it hath now been renewed. The thoughts have changed, the ways of life have been revised, the sciences and arts show a new vigor, discoveries and inventions are new, perceptions are new. How then could such a vital power as religion—the guarantor of mankind’s great advances, the very means of attaining everlasting life, the fosterer of infinite excellence, the light of both worlds—not be made new? This would be incompatible with the grace and loving-kindness of the Lord.",T23P5,Selections from the Writings of ‘Abdu’l‑Bahá,32
