Sentence,Text,Section,Book,Cluster
"Yet another of His signs is the promulgation of His Book, His decisive Holy Text wherein He reproved the kings, and His dire warning to that one12 whose mighty rule was felt around the world—and whose great throne then toppled down in a matter of brief days—this being a fact clearly established and widely known","Yet another of His signs is the promulgation of His Book, His decisive Holy Text wherein He reproved the kings, and His dire warning to that one12 whose mighty rule was felt around the world—and whose great throne then toppled down in a matter of brief days—this being a fact clearly established and widely known.",T4P18,Selections from the Writings of ‘Abdu’l‑Bahá,49
"To use a metaphor, when an army is placed under various commanders, each with his own strategy, they will obviously differ as to battle lines and movements of the troops; but once the Supreme Commander, who is thoroughly versed in the arts of war, taketh over, those other plans will disappear, for the supremely gifted general will bring the whole army under his control","To use a metaphor, when an army is placed under various commanders, each with his own strategy, they will obviously differ as to battle lines and movements of the troops; but once the Supreme Commander, who is thoroughly versed in the arts of war, taketh over, those other plans will disappear, for the supremely gifted general will bring the whole army under his control. This is intended only as a metaphor, not an exact comparison. Now if you should say that each and every one of those other generals is highly skilled in the military art, is thoroughly proficient and experienced, and therefore will not subject himself to the rule of one individual, no matter how indescribably great, your statement is untenable, for the above situation is demonstrably what cometh to pass, and there is no doubt thereof whatever.",T31P6,Selections from the Writings of ‘Abdu’l‑Bahá,49
" Now if you should say that each and every one of those other generals is highly skilled in the military art, is thoroughly proficient and experienced, and therefore will not subject himself to the rule of one individual, no matter how indescribably great, your statement is untenable, for the above situation is demonstrably what cometh to pass, and there is no doubt thereof whatever","To use a metaphor, when an army is placed under various commanders, each with his own strategy, they will obviously differ as to battle lines and movements of the troops; but once the Supreme Commander, who is thoroughly versed in the arts of war, taketh over, those other plans will disappear, for the supremely gifted general will bring the whole army under his control. This is intended only as a metaphor, not an exact comparison. Now if you should say that each and every one of those other generals is highly skilled in the military art, is thoroughly proficient and experienced, and therefore will not subject himself to the rule of one individual, no matter how indescribably great, your statement is untenable, for the above situation is demonstrably what cometh to pass, and there is no doubt thereof whatever.",T31P6,Selections from the Writings of ‘Abdu’l‑Bahá,49
" The defenders and patrons of those other assemblages were either a prince, or a king, or a chief priest, or the mass of the people","The Spiritual Assemblies to be established in this Age of God, this holy century, have, it is indisputable, had neither peer nor likeness in the cycles gone before. For those assemblages that wielded power were based on the support of mighty leaders of men, while these Assemblies are based on the support of the Beauty of Abhá. The defenders and patrons of those other assemblages were either a prince, or a king, or a chief priest, or the mass of the people. But these Spiritual Assemblies have for their defender, their supporter, their helper, their inspirer, the omnipotent Lord.",T40P2,Selections from the Writings of ‘Abdu’l‑Bahá,49
Consider how many empresses have come and gone since the time of Christ,"Consider how many empresses have come and gone since the time of Christ. Each was the ruler of a country but now all trace and name of them is lost, while Mary Magdalene, who was only a peasant and a maidservant of God, still shineth from the horizon of everlasting glory. Strive thou, therefore, to remain the maidservant of God.",T93P2,Selections from the Writings of ‘Abdu’l‑Bahá,49
" In brief, He addressed such words to all the monarchs and the presidents, and everything came to pass, exactly as He had foretold","Sixty years ago Bahá’u’lláh rose up, even as the Daystar, over Persia. He declared that the skies of the world were dark, that this darkness boded evil, and that terrible wars would come. From the prison at ‘Akká, He addressed the German Emperor in the clearest of terms, telling him that a great war was on the way and that his city of Berlin would break forth in lamentation and wailing. Likewise did He write to the Turkish sovereign, although He was that Sulṭán’s victim and a captive in his prison—that is, He was being held prisoner in the Fortress at ‘Akká—and clearly stated that Constantinople would be overtaken by a sudden and radical change, so great that the women and children of that city would mourn and cry aloud. In brief, He addressed such words to all the monarchs and the presidents, and everything came to pass, exactly as He had foretold.",T202P6,Selections from the Writings of ‘Abdu’l‑Bahá,49
" But to Him, His pauper’s mat of straw was an eternal throne of glory, and His heavy chains a sovereign’s carcanet","The Abhá Beauty endured the most afflictive of calamities. He bore countless agonies and ills. He enjoyed not a moment’s peace, drew not an easeful breath. He wandered, homeless, over desert sands and mountain slopes; He was shut in a fortress, and a prison cell. But to Him, His pauper’s mat of straw was an eternal throne of glory, and His heavy chains a sovereign’s carcanet. By day, by night, He lived under a whirring sword, and He was ready from moment to moment for death on the cross. He bore all this that He might purify the world, and deck it out with the tender mercies of the Lord God; that He might set it at rest; that conflict and aggression might be put to flight, the lance and the keen blade be exchanged for loving fellowship, malevolence and war turn into safety and gentleness and love, that battlefields of hate and wrath should become gardens of delight, and places where once the blood-drenched armies clashed, be fragrant pleasure grounds; that warfare should be seen as shame, and the resort to arms, even as a loathsome sickness, be shunned by every people; that universal peace raise its pavilions on the loftiest mounts, and war be made to perish forever from the earth.",T206P12,Selections from the Writings of ‘Abdu’l‑Bahá,49
" Point out to the revered members gathered there that the Hague Conference held before the war had as its President the Emperor of Russia, and its members were men of the greatest eminence","It is evident that this meeting is not what it is reputed to be and is unable to order and arrange affairs in the manner which is befitting and necessary. However that may be, the matter in which they are engaged is nevertheless of the greatest importance. The meeting at The Hague should have such power and influence that its word will have an effect on the governments and nations. Point out to the revered members gathered there that the Hague Conference held before the war had as its President the Emperor of Russia, and its members were men of the greatest eminence. Nevertheless this did not prevent such a terrible war. Now how will it be? For in the future another war, fiercer than the last, will assuredly break out; verily, of this there is no doubt whatever. What can the Hague meeting do?",T228P2,Selections from the Writings of ‘Abdu’l‑Bahá,49
"Let them willingly subject themselves to every just king, and to every generous ruler be good citizens","Let them willingly subject themselves to every just king, and to every generous ruler be good citizens. Let them obey the government and not meddle in political affairs, but devote themselves to the betterment of character and behavior, and fix their gaze upon the Light of the world.",T236P6,Selections from the Writings of ‘Abdu’l‑Bahá,49
" Should any teaching, or any principle, or any community fall under the threat of a powerful and bloodthirsty monarch, it would be annihilated within a short space of time","Consider how powerful are the teachings of Bahá’u’lláh. At a time when He was in the prison of ‘Akká and was under the restrictions and threats of two bloodthirsty kings, His teachings, notwithstanding this fact, spread with all power in Persia and other countries. Should any teaching, or any principle, or any community fall under the threat of a powerful and bloodthirsty monarch, it would be annihilated within a short space of time. At present and for fifty years the Bahá’ís in Persia and most regions have been under severe restrictions and the threat of sword and spear. Thousands of souls have given their lives in the arena of sacrifice and have fallen as victims under the swords of oppression and cruelty. Thousands of esteemed families have been uprooted and destroyed. Thousands of children have been made fatherless. Thousands of fathers have been bereft of their sons. Thousands of mothers have wept and lamented for their boys who have been beheaded. All this oppression and cruelty, rapacity and bloodthirstiness did not hinder or prevent the spread of the teachings of Bahá’u’lláh. They spread more and more every day, and their power and might became more evident.",T1P31,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1,49
