Sentence,Text,Section,Book,Cluster
" Let him improve the character of each and all, and reorient the minds of men","Soon will your swiftly passing days be over, and the fame and riches, the comforts, the joys provided by this rubbish-heap, the world, will be gone without a trace. Summon ye, then, the people to God, and invite humanity to follow the example of the Company on high. Be ye loving fathers to the orphan, and a refuge to the helpless, and a treasury for the poor, and a cure for the ailing. Be ye the helpers of every victim of oppression, the patrons of the disadvantaged. Think ye at all times of rendering some service to every member of the human race. Pay ye no heed to aversion and rejection, to disdain, hostility, injustice: act ye in the opposite way. Be ye sincerely kind, not in appearance only. Let each one of God’s loved ones center his attention on this: to be the Lord’s mercy to man; to be the Lord’s grace. Let him do some good to every person whose path he crosseth, and be of some benefit to him. Let him improve the character of each and all, and reorient the minds of men. In this way, the light of divine guidance will shine forth, and the blessings of God will cradle all mankind: for love is light, no matter in what abode it dwelleth; and hate is darkness, no matter where it may make its nest. O friends of God! That the hidden Mystery may stand revealed, and the secret essence of all things may be disclosed, strive ye to banish that darkness for ever and ever.",T1P7,Selections from the Writings of ‘Abdu’l‑Bahá,93
"O honored lady! In cycles gone by, though harmony was established, yet, owing to the absence of means, the unity of all mankind could not have been achieved","O honored lady! In cycles gone by, though harmony was established, yet, owing to the absence of means, the unity of all mankind could not have been achieved. Continents remained widely divided, nay even among the peoples of one and the same continent association and interchange of thought were wellnigh impossible. Consequently intercourse, understanding and unity amongst all the peoples and kindreds of the earth were unattainable. In this day, however, means of communication have multiplied, and the five continents of the earth have virtually merged into one. And for everyone it is now easy to travel to any land, to associate and exchange views with its peoples, and to become familiar, through publications, with the conditions, the religious beliefs and the thoughts of all men. In like manner all the members of the human family, whether peoples or governments, cities or villages, have become increasingly interdependent. For none is self-sufficiency any longer possible, inasmuch as political ties unite all peoples and nations, and the bonds of trade and industry, of agriculture and education, are being strengthened every day. Hence the unity of all mankind can in this day be achieved. Verily this is none other but one of the wonders of this wondrous age, this glorious century. Of this past ages have been deprived, for this century—the century of light—hath been endowed with unique and unprecedented glory, power and illumination. Hence the miraculous unfolding of a fresh marvel every day. Eventually it will be seen how bright its candles will burn in the assemblage of man.",T15P6,Selections from the Writings of ‘Abdu’l‑Bahá,93
" Beyond this, it heraldeth the oneness of the children of men","As for the heavenly Jerusalem that hath come to rest on the summits of the world, and God’s Holy of Holies, Whose banner is now lifted high, this comprehendeth within itself all the perfections, all the knowledge of the dispensations gone before. Beyond this, it heraldeth the oneness of the children of men. It is the flag of universal peace, the spirit of eternal life; it is the glory of the perfections of God, the circumambient grace of all existence, the ornament bedecking all created things, the source of inner quietude for all humankind.",T29P10,Selections from the Writings of ‘Abdu’l‑Bahá,93
" So long as the powers of the mind are various, it is certain that men’s judgments and opinions will differ one from another","The differences among the religions of the world are due to the varying types of minds. So long as the powers of the mind are various, it is certain that men’s judgments and opinions will differ one from another. If, however, one single, universal perceptive power be introduced—a power encompassing all the rest—those differing opinions will merge, and a spiritual harmony and oneness will become apparent. For example, when the Christ was made manifest, the minds of the various contemporary peoples, their views, their emotional attitudes, whether they were Romans, Greeks, Syrians, Israelites, or others, were at variance with one another. But once His universal power was brought to bear, it gradually succeeded, after the lapse of three hundred years, in gathering together all those divergent minds under the protection, and within the governance, of one central Point, all sharing the same spiritual emotions in their hearts.",T31P5,Selections from the Writings of ‘Abdu’l‑Bahá,93
" That is, men and women alike are the revealers of His names and attributes, and from the spiritual viewpoint there is no difference between them","Know thou, O handmaid, that in the sight of Bahá, women are accounted the same as men, and God hath created all humankind in His own image, and after His own likeness. That is, men and women alike are the revealers of His names and attributes, and from the spiritual viewpoint there is no difference between them. Whosoever draweth nearer to God, that one is the most favored, whether man or woman. How many a handmaid, ardent and devoted, hath, within the sheltering shade of Bahá, proved superior to the men, and surpassed the famous of the earth.",T38P3,Selections from the Writings of ‘Abdu’l‑Bahá,93
 They establish the equality of both sexes and propound economic principles which are for the happiness of individuals,"O thou beloved maidservant of God! Thy letter was received and its contents revealed the fact that the friends, in perfect energy and vitality, are engaged in the propagation of the heavenly teachings. This news hath caused intense joy and gladness. For every era hath a spirit; the spirit of this illumined era lieth in the teachings of Bahá’u’lláh. For these lay the foundation of the oneness of the world of humanity and promulgate universal brotherhood. They are founded upon the unity of science and religion and upon investigation of truth. They uphold the principle that religion must be the cause of amity, union and harmony among men. They establish the equality of both sexes and propound economic principles which are for the happiness of individuals. They diffuse universal education, that every soul may as much as possible have a share of knowledge. They abrogate and nullify religious, racial, political, patriotic and economic prejudices and the like. Those teachings that are scattered throughout the Epistles and Tablets are the cause of the illumination and the life of the world of humanity. Whoever promulgateth them will verily be assisted by the Kingdom of God.",T71P1,Selections from the Writings of ‘Abdu’l‑Bahá,93
" Endeavor to rectify the conduct of men, and seek to excel the whole world in moral character","Wherefore, O loved ones of God! Make ye a mighty effort till you yourselves betoken this advancement and all these confirmations, and become focal centers of God’s blessings, daysprings of the light of His unity, promoters of the gifts and graces of civilized life. Be ye in that land vanguards of the perfections of humankind; carry forward the various branches of knowledge, be active and progressive in the field of inventions and the arts. Endeavor to rectify the conduct of men, and seek to excel the whole world in moral character. While the children are yet in their infancy feed them from the breast of heavenly grace, foster them in the cradle of all excellence, rear them in the embrace of bounty. Give them the advantage of every useful kind of knowledge. Let them share in every new and rare and wondrous craft and art. Bring them up to work and strive, and accustom them to hardship. Teach them to dedicate their lives to matters of great import, and inspire them to undertake studies that will benefit mankind.",T102P3,Selections from the Writings of ‘Abdu’l‑Bahá,93
" In the same way, in the character, the conduct and the manners of men, universal modifications will be made","At whatever time highly skilled physicians shall have developed the healing of illnesses by means of foods, and shall make provision for simple foods, and shall prohibit humankind from living as slaves to their lustful appetites, it is certain that the incidence of chronic and diversified illnesses will abate, and the general health of all mankind will be much improved. This is destined to come about. In the same way, in the character, the conduct and the manners of men, universal modifications will be made.",T134P11,Selections from the Writings of ‘Abdu’l‑Bahá,93
" Such is the outcome of envy, the chief reason why men turn aside from the Straight Path","Judas Iscariot was the greatest of the disciples, and he summoned the people to Christ. Then it seemed to him that Jesus was showing increasing regard to the Apostle Peter, and when Jesus said, “Thou art Peter, and upon this rock I will build My church,” these words addressed to Peter, and this singling out of Peter for special honor, had a marked effect on the Apostle, and kindled envy within the heart of Judas. For this reason he who had once drawn nigh did turn aside, and he who had believed in the Faith denied it, and his love changed to hate, until he became a cause of the crucifixion of that glorious Lord, that manifest Splendor. Such is the outcome of envy, the chief reason why men turn aside from the Straight Path. So hath it occurred, and will occur, in this great Cause. But it doth not matter, for it engendereth loyalty in the rest, and maketh souls to arise who waver not, who are fixed and unshakable as the mountains in their love for the Manifest Light.",T141P3,Selections from the Writings of ‘Abdu’l‑Bahá,93
 Be ye as if all men were your close kin and honored friends,"For one another must ye give up even life itself. To every human being must ye be infinitely kind. Call none a stranger; think none to be your foe. Be ye as if all men were your close kin and honored friends. Walk ye in such wise that this fleeting world will change into a splendor and this dismal heap of dust become a palace of delights. Such is the counsel of ‘Abdu’l‑Bahá, this hapless servant.",T221P12,Selections from the Writings of ‘Abdu’l‑Bahá,93
