Sentence,Text,Section,Book,Cluster
"From the days of Adam until today, the religions of God have been made manifest, one following the other, and each one of them fulfilled its due function, revived mankind, and provided education and enlightenment","From the days of Adam until today, the religions of God have been made manifest, one following the other, and each one of them fulfilled its due function, revived mankind, and provided education and enlightenment. They freed the people from the darkness of the world of nature and ushered them into the brightness of the Kingdom. As each succeeding Faith and Law became revealed it remained for some centuries a richly fruitful tree and to it was committed the happiness of humankind. However, as the centuries rolled by, it aged, it flourished no more and put forth no fruit, wherefore was it then made young again.",T23P2,Selections from the Writings of ‘Abdu’l‑Bahá,21
"The religion of God is one religion, but it must ever be renewed","The religion of God is one religion, but it must ever be renewed. Moses, for example, was sent forth to man and He established a Law, and the Children of Israel, through that Mosaic Law, were delivered out of their ignorance and came into the light; they were lifted up from their abjectness and attained to a glory that fadeth not. Still, as the long years wore on, that radiance passed by, that splendor set, that bright day turned to night; and once that night grew triply dark, the star of the Messiah dawned, so that again a glory lit the world.",T23P3,Selections from the Writings of ‘Abdu’l‑Bahá,21
"Our meaning is this: the religion of God is one, and it is the educator of humankind, but still, it needs must be made new","Our meaning is this: the religion of God is one, and it is the educator of humankind, but still, it needs must be made new. When thou dost plant a tree, its height increaseth day by day. It putteth forth blossoms and leaves and luscious fruits. But after a long time, it doth grow old, yielding no fruitage any more. Then doth the Husbandman of Truth take up the seed from that same tree, and plant it in a pure soil; and lo, there standeth the first tree, even as it was before.",T23P4,Selections from the Writings of ‘Abdu’l‑Bahá,21
"Religion, moreover, is not a series of beliefs, a set of customs; religion is the teachings of the Lord God, teachings which constitute the very life of humankind, which urge high thoughts upon the mind, refine the character, and lay the groundwork for man’s everlasting honor","Religion, moreover, is not a series of beliefs, a set of customs; religion is the teachings of the Lord God, teachings which constitute the very life of humankind, which urge high thoughts upon the mind, refine the character, and lay the groundwork for man’s everlasting honor.",T23P6,Selections from the Writings of ‘Abdu’l‑Bahá,21
"And this is authentic; for the Greeks believed in many gods, and Socrates established the fact that God is one, which obviously was in conflict with Greek beliefs","And this is authentic; for the Greeks believed in many gods, and Socrates established the fact that God is one, which obviously was in conflict with Greek beliefs.",T25P2,Selections from the Writings of ‘Abdu’l‑Bahá,21
The differences among the religions of the world are due to the varying types of minds,"The differences among the religions of the world are due to the varying types of minds. So long as the powers of the mind are various, it is certain that men’s judgments and opinions will differ one from another. If, however, one single, universal perceptive power be introduced—a power encompassing all the rest—those differing opinions will merge, and a spiritual harmony and oneness will become apparent. For example, when the Christ was made manifest, the minds of the various contemporary peoples, their views, their emotional attitudes, whether they were Romans, Greeks, Syrians, Israelites, or others, were at variance with one another. But once His universal power was brought to bear, it gradually succeeded, after the lapse of three hundred years, in gathering together all those divergent minds under the protection, and within the governance, of one central Point, all sharing the same spiritual emotions in their hearts.",T31P5,Selections from the Writings of ‘Abdu’l‑Bahá,21
"
The first is investigation of truth,
The second, the oneness of mankind,
The third, universal peace,
The fourth, conformity between science and divine revelation,
The fifth, abandonment of racial, religious, worldly and political prejudices, prejudices which destroy the foundation of mankind","The events which have transpired were all recorded fifty years ago in the Tablets of Bahá’u’lláh—Tablets which have been printed, published and spread throughout the world. The teachings of Bahá’u’lláh are the light of this age and the spirit of this century. Expound each of them at every gathering.
The first is investigation of truth,
The second, the oneness of mankind,
The third, universal peace,
The fourth, conformity between science and divine revelation,
The fifth, abandonment of racial, religious, worldly and political prejudices, prejudices which destroy the foundation of mankind.
The sixth is righteousness and justice,
The seventh, the betterment of morals and heavenly education,
The eighth, the equality of the two sexes,
The ninth, the diffusion of knowledge and education,
The tenth, economic questions,
and so on and so forth. Strive that souls may attain unto the light of guidance and hold fast unto the hem of Bahá’u’lláh.",T70P4,Selections from the Writings of ‘Abdu’l‑Bahá,21
 They are founded upon the unity of science and religion and upon investigation of truth,"O thou beloved maidservant of God! Thy letter was received and its contents revealed the fact that the friends, in perfect energy and vitality, are engaged in the propagation of the heavenly teachings. This news hath caused intense joy and gladness. For every era hath a spirit; the spirit of this illumined era lieth in the teachings of Bahá’u’lláh. For these lay the foundation of the oneness of the world of humanity and promulgate universal brotherhood. They are founded upon the unity of science and religion and upon investigation of truth. They uphold the principle that religion must be the cause of amity, union and harmony among men. They establish the equality of both sexes and propound economic principles which are for the happiness of individuals. They diffuse universal education, that every soul may as much as possible have a share of knowledge. They abrogate and nullify religious, racial, political, patriotic and economic prejudices and the like. Those teachings that are scattered throughout the Epistles and Tablets are the cause of the illumination and the life of the world of humanity. Whoever promulgateth them will verily be assisted by the Kingdom of God.",T71P1,Selections from the Writings of ‘Abdu’l‑Bahá,21
" They uphold the principle that religion must be the cause of amity, union and harmony among men","O thou beloved maidservant of God! Thy letter was received and its contents revealed the fact that the friends, in perfect energy and vitality, are engaged in the propagation of the heavenly teachings. This news hath caused intense joy and gladness. For every era hath a spirit; the spirit of this illumined era lieth in the teachings of Bahá’u’lláh. For these lay the foundation of the oneness of the world of humanity and promulgate universal brotherhood. They are founded upon the unity of science and religion and upon investigation of truth. They uphold the principle that religion must be the cause of amity, union and harmony among men. They establish the equality of both sexes and propound economic principles which are for the happiness of individuals. They diffuse universal education, that every soul may as much as possible have a share of knowledge. They abrogate and nullify religious, racial, political, patriotic and economic prejudices and the like. Those teachings that are scattered throughout the Epistles and Tablets are the cause of the illumination and the life of the world of humanity. Whoever promulgateth them will verily be assisted by the Kingdom of God.",T71P1,Selections from the Writings of ‘Abdu’l‑Bahá,21
There are certain pillars which have been established as the unshakable supports of the Faith of God,"There are certain pillars which have been established as the unshakable supports of the Faith of God. The mightiest of these is learning and the use of the mind, the expansion of consciousness, and insight into the realities of the universe and the hidden mysteries of Almighty God.",T97P1,Selections from the Writings of ‘Abdu’l‑Bahá,21
