Sentence,Text,Section,Book,Cluster
"O ye friends of God! True friends are even as skilled physicians, and the Teachings of God are as healing balm, a medicine for the conscience of man","O ye friends of God! True friends are even as skilled physicians, and the Teachings of God are as healing balm, a medicine for the conscience of man. They clear the head, so that a man can breathe them in and delight in their sweet fragrance. They waken those who sleep. They bring awareness to the unheeding, and a portion to the outcast, and to the hopeless, hope.",T8P3,Selections from the Writings of ‘Abdu’l‑Bahá,91
 Bodily sight is subject to a thousand maladies and assuredly will ultimately be lost,"O thou possessor of a seeing heart! Although, materially speaking, thou art deprived of physical sight, yet, praise be to God, spiritual insight is thine. Thy heart seeth and thy spirit heareth. Bodily sight is subject to a thousand maladies and assuredly will ultimately be lost. Thus no importance should be attached to it. But the sight of the heart is illumined. It discerneth and discovereth the divine Kingdom. It is everlasting and eternal. Praise God, therefore, that the sight of thy heart is illumined, and the hearing of thy mind responsive.",T18P1,Selections from the Writings of ‘Abdu’l‑Bahá,91
" And whatever member of the human body is deficient, produceth a deficiency in the other members","It is obvious that all created things are connected one to another by a linkage complete and perfect, even, for example, as are the members of the human body. Note how all the members and component parts of the human body are connected one to another. In the same way, all the members of this endless universe are linked one to another. The foot and the step, for example, are connected to the ear and the eye; the eye must look ahead before the step is taken. The ear must hear before the eye will carefully observe. And whatever member of the human body is deficient, produceth a deficiency in the other members. The brain is connected with the heart and stomach, the lungs are connected with all the members. So is it with the other members of the body.",T21P6,Selections from the Writings of ‘Abdu’l‑Bahá,91
" Haste thou to life before death cometh; haste thou to the spring season before autumn draweth in; and before illness striketh, haste thou to healing—that thou mayest become a physician of the spirit who, with the breaths of the Holy Spirit, healeth all manner of sickness in this famed and glorious age","In cycles gone by, each one of the Manifestations of God hath had His own rank in the world of existence, and each hath represented a stage in the development of humanity. But the Manifestation of the Most Great Name—may my life be a sacrifice for His loved ones—was an expression of the coming of age, the maturing of man’s inmost reality in this world of being. For the sun is the source and wellspring of light and heat, the focal point of splendors, and it compriseth all the perfections that are made manifest by the other stars which have dawned upon the world. Make thou an effort that thou mayest take thy place under the sun and receive an abundant share of its dazzling light. In truth do I tell thee, once thou hast attained this station, thou shalt behold the saints bowing down their heads in all humility before Him. Haste thou to life before death cometh; haste thou to the spring season before autumn draweth in; and before illness striketh, haste thou to healing—that thou mayest become a physician of the spirit who, with the breaths of the Holy Spirit, healeth all manner of sickness in this famed and glorious age.",T27P1,Selections from the Writings of ‘Abdu’l‑Bahá,91
" The world of man is sick, and that competent Physician knoweth the cure, arising as He doth with teachings, counsels and admonishments that are the remedy for every pain, the healing balm to every wound","O thou seeker after the Kingdom! Every divine Manifestation is the very life of the world, and the skilled physician of each ailing soul. The world of man is sick, and that competent Physician knoweth the cure, arising as He doth with teachings, counsels and admonishments that are the remedy for every pain, the healing balm to every wound. It is certain that the wise physician can diagnose his patient’s needs at any season, and apply the cure. Wherefore, relate thou the Teachings of the Abhá Beauty to the urgent needs of this present day, and thou wilt see that they provide an instant remedy for the ailing body of the world. Indeed, they are the elixir that bringeth eternal health.",T29P4,Selections from the Writings of ‘Abdu’l‑Bahá,91
" It is certain that the wise physician can diagnose his patient’s needs at any season, and apply the cure","O thou seeker after the Kingdom! Every divine Manifestation is the very life of the world, and the skilled physician of each ailing soul. The world of man is sick, and that competent Physician knoweth the cure, arising as He doth with teachings, counsels and admonishments that are the remedy for every pain, the healing balm to every wound. It is certain that the wise physician can diagnose his patient’s needs at any season, and apply the cure. Wherefore, relate thou the Teachings of the Abhá Beauty to the urgent needs of this present day, and thou wilt see that they provide an instant remedy for the ailing body of the world. Indeed, they are the elixir that bringeth eternal health.",T29P4,Selections from the Writings of ‘Abdu’l‑Bahá,91
"The treatment ordered by wise physicians of the past, and by those that follow after, is not one and the same, rather doth it depend on what aileth the patient; and although the remedy may change, the aim is always to bring the patient back to health","The treatment ordered by wise physicians of the past, and by those that follow after, is not one and the same, rather doth it depend on what aileth the patient; and although the remedy may change, the aim is always to bring the patient back to health. In the dispensations gone before, the feeble body of the world could not withstand a rigorous or powerful cure. For this reason did Christ say: “I have yet many things to say unto you, matters needing to be told, but ye cannot bear to hear them now. Howbeit when that Comforting Spirit, Whom the Father will send, shall come, He will make plain unto you the truth.”1",T29P5,Selections from the Writings of ‘Abdu’l‑Bahá,91
" In the dispensations gone before, the feeble body of the world could not withstand a rigorous or powerful cure","The treatment ordered by wise physicians of the past, and by those that follow after, is not one and the same, rather doth it depend on what aileth the patient; and although the remedy may change, the aim is always to bring the patient back to health. In the dispensations gone before, the feeble body of the world could not withstand a rigorous or powerful cure. For this reason did Christ say: “I have yet many things to say unto you, matters needing to be told, but ye cannot bear to hear them now. Howbeit when that Comforting Spirit, Whom the Father will send, shall come, He will make plain unto you the truth.”1",T29P5,Selections from the Writings of ‘Abdu’l‑Bahá,91
" Then wilt thou see that today these heavenly Teachings are the remedy for a sick and suffering world, and a healing balm for the sores on the body of mankind","Direct thine attention to the holy Tablets; read thou the Ishráqát, Tajallíyyát, the Words of Paradise, the Glad Tidings, the Ṭarázát, the Most Holy Book. Then wilt thou see that today these heavenly Teachings are the remedy for a sick and suffering world, and a healing balm for the sores on the body of mankind. They are the spirit of life, the ark of salvation, the magnet to draw down eternal glory, the dynamic power to motivate the inner self of man.",T29P11,Selections from the Writings of ‘Abdu’l‑Bahá,91
"Let them also study whatever will nurture the health of the body and its physical soundness, and how to guard their children from disease","Let them also study whatever will nurture the health of the body and its physical soundness, and how to guard their children from disease.",T94P3,Selections from the Writings of ‘Abdu’l‑Bahá,91
